"id","expversion","transform","expname","subject","ip","choice","submitted","event","name","value","time","condnum"
"11","v2","","4_4x4_2.php","Airvernel","91.65.180.138","","2014-10-06 13:17:29",""mousemove\",\"c1\",\"38,19\",\"1799\","-1"
"11","v2","","4_4x4_2.php","Airvernel","91.65.180.138","","2014-10-06 13:17:29",""mousemove\",\"c1\",\"38,18\",\"1803\","-1"
"11","v2","","4_4x4_2.php","Airvernel","91.65.180.138","","2014-10-06 13:17:29",""mousemove\",\"c1\",\"38,6\",\"1833\","-1"
"11","v2","","4_4x4_2.php","Airvernel","91.65.180.138","","2014-10-06 13:17:29",""mousemove\",\"c1\",\"38,5\",\"1834\","-1"
"11","v2","","4_4x4_2.php","Airvernel","91.65.180.138","","2014-10-06 13:17:29",""mousemove\",\"c1\",\"38,4\",\"1836\","-1"
"11","v2","","4_4x4_2.php","Airvernel","91.65.180.138","","2014-10-06 13:17:29",""mousemove\",\"c1\",\"38,2\",\"1840\","-1"
"11","v2","","4_4x4_2.php","Airvernel","91.65.180.138","","2014-10-06 13:17:29",""mousemove\",\"c1\",\"38,1\",\"1842\","-1"
"11","v2","","4_4x4_2.php","Airvernel","91.65.180.138","","2014-10-06 13:17:29",""mousemove\",\"c1\",\"38,0\",\"1844\","-1"
"11","v2","","4_4x4_2.php","Airvernel","91.65.180.138","","2014-10-06 13:17:29",""mouseout\",\"c1\",\"out\",\"1846\","-1"
"11","v2","","4_4x4_2.php","Airvernel","91.65.180.138","","2014-10-06 13:17:29",""mouseover\",\"b1\",\"in\",\"1865\","-1"
"11","v2","","4_4x4_2.php","Airvernel","91.65.180.138","","2014-10-06 13:17:29",""mousemove\",\"b1\",\"38,47\",\"1866\","-1"
"11","v2","","4_4x4_2.php","Airvernel","91.65.180.138","","2014-10-06 13:17:29",""mousemove\",\"b1\",\"38,46\",\"1868\","-1"
"11","v2","","4_4x4_2.php","Airvernel","91.65.180.138","","2014-10-06 13:17:29",""mousemove\",\"b1\",\"38,45\",\"1873\","-1"
"11","v2","","4_4x4_2.php","Airvernel","91.65.180.138","","2014-10-06 13:17:29",""mousemove\",\"b1\",\"38,44\",\"1876\","-1"
"11","v2","","4_4x4_2.php","Airvernel","91.65.180.138","","2014-10-06 13:17:29",""mousemove\",\"b1\",\"38,43\",\"1881\","-1"
"11","v2","","4_4x4_2.php","Airvernel","91.65.180.138","","2014-10-06 13:17:29",""mousemove\",\"b1\",\"38,42\",\"1892\","-1"
"11","v2","","4_4x4_2.php","Airvernel","91.65.180.138","","2014-10-06 13:17:29",""mousemove\",\"b1\",\"39,42\",\"1912\","-1"
"11","v2","","4_4x4_2.php","Airvernel","91.65.180.138","","2014-10-06 13:17:29",""mousemove\",\"b1\",\"39,41\",\"1914\","-1"
"11","v2","","4_4x4_2.php","Airvernel","91.65.180.138","","2014-10-06 13:17:29",""mousemove\",\"b1\",\"40,41\",\"1919\","-1"
"11","v2","","4_4x4_2.php","Airvernel","91.65.180.138","","2014-10-06 13:17:29",""mousemove\",\"b1\",\"40,40\",\"1926\","-1"
"11","v2","","4_4x4_2.php","Airvernel","91.65.180.138","","2014-10-06 13:17:29",""mousemove\",\"b1\",\"40,39\",\"1938\","-1"
"11","v2","","4_4x4_2.php","Airvernel","91.65.180.138","","2014-10-06 13:17:29",""mousemove\",\"b1\",\"40,38\",\"1946\","-1"
"11","v2","","4_4x4_2.php","Airvernel","91.65.180.138","","2014-10-06 13:17:29",""mousemove\",\"b1\",\"41,38\",\"1949\","-1"
"11","v2","","4_4x4_2.php","Airvernel","91.65.180.138","","2014-10-06 13:17:29",""mousemove\",\"b1\",\"41,37\",\"1951\","-1"
"11","v2","","4_4x4_2.php","Airvernel","91.65.180.138","","2014-10-06 13:17:29",""mousemove\",\"b1\",\"41,36\",\"1959\","-1"
"11","v2","","4_4x4_2.php","Airvernel","91.65.180.138","","2014-10-06 13:17:29",""mousemove\",\"b1\",\"42,36\",\"1967\","-1"
"11","v2","","4_4x4_2.php","Airvernel","91.65.180.138","","2014-10-06 13:17:29",""mousemove\",\"b1\",\"42,35\",\"1968\","-1"
"11","v2","","4_4x4_2.php","Airvernel","91.65.180.138","","2014-10-06 13:17:29",""mousemove\",\"b1\",\"43,35\",\"1971\","-1"
"11","v2","","4_4x4_2.php","Airvernel","91.65.180.138","","2014-10-06 13:17:29",""mousemove\",\"b1\",\"43,34\",\"1978\","-1"
"11","v2","","4_4x4_2.php","Airvernel","91.65.180.138","","2014-10-06 13:17:29",""mousemove\",\"b1\",\"43,33\",\"1988\","-1"
"11","v2","","4_4x4_2.php","Airvernel","91.65.180.138","","2014-10-06 13:17:29",""mousemove\",\"b1\",\"43,32\",\"2002\","-1"
"11","v2","","4_4x4_2.php","Airvernel","91.65.180.138","","2014-10-06 13:17:29",""mousemove\",\"b1\",\"44,32\",\"2004\","-1"
"11","v2","","4_4x4_2.php","Airvernel","91.65.180.138","","2014-10-06 13:17:29",""click\",\"a1\",\"\",\"2157\","-1"
"11","v2","","4_4x4_2.php","Airvernel","91.65.180.138","","2014-10-06 13:17:29",""mousemove\",\"b1\",\"44,33\",\"2168\","-1"
"11","v2","","4_4x4_2.php","Airvernel","91.65.180.138","","2014-10-06 13:17:29",""mousemove\",\"b1\",\"44,34\",\"2170\","-1"
"11","v2","","4_4x4_2.php","Airvernel","91.65.180.138","","2014-10-06 13:17:29",""mousemove\",\"b1\",\"43,34\",\"2172\","-1"
"11","v2","","4_4x4_2.php","Airvernel","91.65.180.138","","2014-10-06 13:17:29",""mousemove\",\"b1\",\"43,35\",\"2173\","-1"
"11","v2","","4_4x4_2.php","Airvernel","91.65.180.138","","2014-10-06 13:17:29",""mousemove\",\"b1\",\"42,36\",\"2175\","-1"
"11","v2","","4_4x4_2.php","Airvernel","91.65.180.138","","2014-10-06 13:17:29",""mousemove\",\"b1\",\"42,37\",\"2177\","-1"
"11","v2","","4_4x4_2.php","Airvernel","91.65.180.138","","2014-10-06 13:17:29",""mousemove\",\"b1\",\"41,37\",\"2179\","-1"
"11","v2","","4_4x4_2.php","Airvernel","91.65.180.138","","2014-10-06 13:17:29",""mousemove\",\"b1\",\"41,38\",\"2180\","-1"
"11","v2","","4_4x4_2.php","Airvernel","91.65.180.138","","2014-10-06 13:17:29",""mousemove\",\"b1\",\"41,39\",\"2183\","-1"
"11","v2","","4_4x4_2.php","Airvernel","91.65.180.138","","2014-10-06 13:17:29",""mousemove\",\"b1\",\"39,40\",\"2184\","-1"
"11","v2","","4_4x4_2.php","Airvernel","91.65.180.138","","2014-10-06 13:17:29",""mousemove\",\"b1\",\"37,44\",\"2191\","-1"
"11","v2","","4_4x4_2.php","Airvernel","91.65.180.138","","2014-10-06 13:17:29",""mousemove\",\"b1\",\"36,45\",\"2194\","-1"
"11","v2","","4_4x4_2.php","Airvernel","91.65.180.138","","2014-10-06 13:17:29",""mousemove\",\"b1\",\"35,46\",\"2194\","-1"
"11","v2","","4_4x4_2.php","Airvernel","91.65.180.138","","2014-10-06 13:17:29",""mousemove\",\"b1\",\"35,47\",\"2196\","-1"
"11","v2","","4_4x4_2.php","Airvernel","91.65.180.138","","2014-10-06 13:17:29",""mousemove\",\"b1\",\"35,48\",\"2197\","-1"
"11","v2","","4_4x4_2.php","Airvernel","91.65.180.138","","2014-10-06 13:17:29",""mousemove\",\"b1\",\"34,48\",\"2198\","-1"
"11","v2","","4_4x4_2.php","Airvernel","91.65.180.138","","2014-10-06 13:17:29",""mouseout\",\"b1\",\"out\",\"2199\","-1"
"11","v2","","4_4x4_2.php","Airvernel","91.65.180.138","","2014-10-06 13:17:29",""mouseover\",\"c1\",\"in\",\"2208\","-1"
"11","v2","","4_4x4_2.php","Airvernel","91.65.180.138","","2014-10-06 13:17:29",""mousemove\",\"c1\",\"29,0\",\"2209\","-1"
"11","v2","","4_4x4_2.php","Airvernel","91.65.180.138","","2014-10-06 13:17:29",""mousemove\",\"c1\",\"28,1\",\"2211\","-1"
"11","v2","","4_4x4_2.php","Airvernel","91.65.180.138","","2014-10-06 13:17:29",""mousemove\",\"c1\",\"28,2\",\"2211\","-1"
"11","v2","","4_4x4_2.php","Airvernel","91.65.180.138","","2014-10-06 13:17:29",""mousemove\",\"c1\",\"27,3\",\"2212\","-1"
"11","v2","","4_4x4_2.php","Airvernel","91.65.180.138","","2014-10-06 13:17:29",""mousemove\",\"c1\",\"26,4\",\"2214\","-1"
"11","v2","","4_4x4_2.php","Airvernel","91.65.180.138","","2014-10-06 13:17:29",""mousemove\",\"c1\",\"26,5\",\"2215\","-1"
"11","v2","","4_4x4_2.php","Airvernel","91.65.180.138","","2014-10-06 13:17:29",""mousemove\",\"c1\",\"25,6\",\"2216\","-1"
"11","v2","","4_4x4_2.php","Airvernel","91.65.180.138","","2014-10-06 13:17:29",""mousemove\",\"c1\",\"21,11\",\"2223\","-1"
"11","v2","","4_4x4_2.php","Airvernel","91.65.180.138","","2014-10-06 13:17:29",""mousemove\",\"c1\",\"20,12\",\"2224\","-1"
"11","v2","","4_4x4_2.php","Airvernel","91.65.180.138","","2014-10-06 13:17:29",""mousemove\",\"c1\",\"20,13\",\"2225\","-1"
"11","v2","","4_4x4_2.php","Airvernel","91.65.180.138","","2014-10-06 13:17:29",""mousemove\",\"c1\",\"19,14\",\"2226\","-1"
"11","v2","","4_4x4_2.php","Airvernel","91.65.180.138","","2014-10-06 13:17:29",""mousemove\",\"c1\",\"18,15\",\"2227\","-1"
"11","v2","","4_4x4_2.php","Airvernel","91.65.180.138","","2014-10-06 13:17:29",""mousemove\",\"c1\",\"17,16\",\"2229\","-1"
"11","v2","","4_4x4_2.php","Airvernel","91.65.180.138","","2014-10-06 13:17:29",""mousemove\",\"c1\",\"17,17\",\"2230\","-1"
"11","v2","","4_4x4_2.php","Airvernel","91.65.180.138","","2014-10-06 13:17:29",""mousemove\",\"c1\",\"16,18\",\"2231\","-1"
"11","v2","","4_4x4_2.php","Airvernel","91.65.180.138","","2014-10-06 13:17:29",""mousemove\",\"c1\",\"15,18\",\"2232\","-1"
"11","v2","","4_4x4_2.php","Airvernel","91.65.180.138","","2014-10-06 13:17:29",""mousemove\",\"c1\",\"15,19\",\"2233\","-1"
"11","v2","","4_4x4_2.php","Airvernel","91.65.180.138","","2014-10-06 13:17:29",""mousemove\",\"c1\",\"14,20\",\"2234\","-1"
"11","v2","","4_4x4_2.php","Airvernel","91.65.180.138","","2014-10-06 13:17:29",""mousemove\",\"c1\",\"14,21\",\"2236\","-1"
"11","v2","","4_4x4_2.php","Airvernel","91.65.180.138","","2014-10-06 13:17:29",""mousemove\",\"c1\",\"13,22\",\"2236\","-1"
"11","v2","","4_4x4_2.php","Airvernel","91.65.180.138","","2014-10-06 13:17:29",""mousemove\",\"c1\",\"12,22\",\"2237\","-1"
"11","v2","","4_4x4_2.php","Airvernel","91.65.180.138","","2014-10-06 13:17:29",""mousemove\",\"c1\",\"12,23\",\"2238\","-1"
"11","v2","","4_4x4_2.php","Airvernel","91.65.180.138","","2014-10-06 13:17:29",""mousemove\",\"c1\",\"11,24\",\"2239\","-1"
"11","v2","","4_4x4_2.php","Airvernel","91.65.180.138","","2014-10-06 13:17:29",""mousemove\",\"c1\",\"11,25\",\"2240\","-1"
"11","v2","","4_4x4_2.php","Airvernel","91.65.180.138","","2014-10-06 13:17:29",""mousemove\",\"c1\",\"10,25\",\"2241\","-1"
"11","v2","","4_4x4_2.php","Airvernel","91.65.180.138","","2014-10-06 13:17:29",""mousemove\",\"c1\",\"9,26\",\"2242\","-1"
"11","v2","","4_4x4_2.php","Airvernel","91.65.180.138","","2014-10-06 13:17:29",""mousemove\",\"c1\",\"8,28\",\"2244\","-1"
"11","v2","","4_4x4_2.php","Airvernel","91.65.180.138","","2014-10-06 13:17:29",""mousemove\",\"c1\",\"7,29\",\"2246\","-1"
"11","v2","","4_4x4_2.php","Airvernel","91.65.180.138","","2014-10-06 13:17:29",""mousemove\",\"c1\",\"6,29\",\"2247\","-1"
"11","v2","","4_4x4_2.php","Airvernel","91.65.180.138","","2014-10-06 13:17:29",""mousemove\",\"c1\",\"6,30\",\"2248\","-1"
"11","v2","","4_4x4_2.php","Airvernel","91.65.180.138","","2014-10-06 13:17:29",""mousemove\",\"c1\",\"5,30\",\"2249\","-1"
"11","v2","","4_4x4_2.php","Airvernel","91.65.180.138","","2014-10-06 13:17:29",""mousemove\",\"c1\",\"5,31\",\"2250\","-1"
"11","v2","","4_4x4_2.php","Airvernel","91.65.180.138","","2014-10-06 13:17:29",""mousemove\",\"c1\",\"5,32\",\"2251\","-1"
"11","v2","","4_4x4_2.php","Airvernel","91.65.180.138","","2014-10-06 13:17:29",""mousemove\",\"c1\",\"4,33\",\"2252\","-1"
"11","v2","","4_4x4_2.php","Airvernel","91.65.180.138","","2014-10-06 13:17:29",""mousemove\",\"c1\",\"4,34\",\"2253\","-1"
"11","v2","","4_4x4_2.php","Airvernel","91.65.180.138","","2014-10-06 13:17:29",""mousemove\",\"c1\",\"3,34\",\"2254\","-1"
"11","v2","","4_4x4_2.php","Airvernel","91.65.180.138","","2014-10-06 13:17:29",""mousemove\",\"c1\",\"2,34\",\"2255\","-1"
"11","v2","","4_4x4_2.php","Airvernel","91.65.180.138","","2014-10-06 13:17:29",""mousemove\",\"c1\",\"2,35\",\"2256\","-1"
"11","v2","","4_4x4_2.php","Airvernel","91.65.180.138","","2014-10-06 13:17:29",""mousemove\",\"c1\",\"2,36\",\"2257\","-1"
"11","v2","","4_4x4_2.php","Airvernel","91.65.180.138","","2014-10-06 13:17:29",""mousemove\",\"c1\",\"1,37\",\"2258\","-1"
"11","v2","","4_4x4_2.php","Airvernel","91.65.180.138","","2014-10-06 13:17:29",""mousemove\",\"c1\",\"1,38\",\"2260\","-1"
"11","v2","","4_4x4_2.php","Airvernel","91.65.180.138","","2014-10-06 13:17:29",""mousemove\",\"c1\",\"0,38\",\"2261\","-1"
"11","v2","","4_4x4_2.php","Airvernel","91.65.180.138","","2014-10-06 13:17:29",""mouseout\",\"c1\",\"out\",\"2262\","-1"
"11","v2","","4_4x4_2.php","Airvernel","91.65.180.138","","2014-10-06 13:17:29",""mouseover\",\"c0\",\"in\",\"2278\","-1"
"11","v2","","4_4x4_2.php","Airvernel","91.65.180.138","","2014-10-06 13:17:29",""mousemove\",\"c0\",\"99,46\",\"2278\","-1"
"11","v2","","4_4x4_2.php","Airvernel","91.65.180.138","","2014-10-06 13:17:29",""mousemove\",\"c0\",\"98,47\",\"2279\","-1"
"11","v2","","4_4x4_2.php","Airvernel","91.65.180.138","","2014-10-06 13:17:29",""mousemove\",\"c0\",\"98,48\",\"2281\","-1"
"11","v2","","4_4x4_2.php","Airvernel","91.65.180.138","","2014-10-06 13:17:29",""mousemove\",\"c0\",\"97,48\",\"2283\","-1"
"11","v2","","4_4x4_2.php","Airvernel","91.65.180.138","","2014-10-06 13:17:29",""mouseout\",\"c0\",\"out\",\"2290\","-1"
"11","v2","","4_4x4_2.php","Airvernel","91.65.180.138","","2014-10-06 13:17:29",""mouseover\",\"d0\",\"in\",\"2305\","-1"
"11","v2","","4_4x4_2.php","Airvernel","91.65.180.138","","2014-10-06 13:17:29",""mousemove\",\"d0\",\"89,1\",\"2305\","-1"
"11","v2","","4_4x4_2.php","Airvernel","91.65.180.138","","2014-10-06 13:17:29",""mousemove\",\"d0\",\"88,2\",\"2306\","-1"
"11","v2","","4_4x4_2.php","Airvernel","91.65.180.138","","2014-10-06 13:17:29",""mousemove\",\"d0\",\"87,2\",\"2308\","-1"
"11","v2","","4_4x4_2.php","Airvernel","91.65.180.138","","2014-10-06 13:17:29",""mousemove\",\"d0\",\"87,3\",\"2309\","-1"
"11","v2","","4_4x4_2.php","Airvernel","91.65.180.138","","2014-10-06 13:17:29",""mousemove\",\"d0\",\"86,3\",\"2311\","-1"
"11","v2","","4_4x4_2.php","Airvernel","91.65.180.138","","2014-10-06 13:17:29",""mousemove\",\"d0\",\"86,4\",\"2312\","-1"
"11","v2","","4_4x4_2.php","Airvernel","91.65.180.138","","2014-10-06 13:17:29",""mousemove\",\"d0\",\"85,5\",\"2315\","-1"
"11","v2","","4_4x4_2.php","Airvernel","91.65.180.138","","2014-10-06 13:17:29",""mousemove\",\"d0\",\"84,5\",\"2316\","-1"
"11","v2","","4_4x4_2.php","Airvernel","91.65.180.138","","2014-10-06 13:17:29",""mousemove\",\"d0\",\"84,6\",\"2318\","-1"
"11","v2","","4_4x4_2.php","Airvernel","91.65.180.138","","2014-10-06 13:17:29",""mousemove\",\"d0\",\"83,6\",\"2320\","-1"
"11","v2","","4_4x4_2.php","Airvernel","91.65.180.138","","2014-10-06 13:17:29",""mousemove\",\"d0\",\"83,7\",\"2321\","-1"
"11","v2","","4_4x4_2.php","Airvernel","91.65.180.138","","2014-10-06 13:17:29",""mousemove\",\"d0\",\"82,8\",\"2324\","-1"
"11","v2","","4_4x4_2.php","Airvernel","91.65.180.138","","2014-10-06 13:17:29",""mousemove\",\"d0\",\"81,9\",\"2325\","-1"
"11","v2","","4_4x4_2.php","Airvernel","91.65.180.138","","2014-10-06 13:17:29",""mousemove\",\"d0\",\"81,10\",\"2329\","-1"
"11","v2","","4_4x4_2.php","Airvernel","91.65.180.138","","2014-10-06 13:17:29",""mousemove\",\"d0\",\"80,10\",\"2332\","-1"
"11","v2","","4_4x4_2.php","Airvernel","91.65.180.138","","2014-10-06 13:17:29",""mousemove\",\"d0\",\"80,11\",\"2334\","-1"
"11","v2","","4_4x4_2.php","Airvernel","91.65.180.138","","2014-10-06 13:17:29",""mousemove\",\"d0\",\"79,11\",\"2335\","-1"
"11","v2","","4_4x4_2.php","Airvernel","91.65.180.138","","2014-10-06 13:17:29",""mousemove\",\"d0\",\"78,13\",\"2348\","-1"
"11","v2","","4_4x4_2.php","Airvernel","91.65.180.138","","2014-10-06 13:17:29",""mousemove\",\"d0\",\"77,14\",\"2348\","-1"
"11","v2","","4_4x4_2.php","Airvernel","91.65.180.138","","2014-10-06 13:17:29",""mousemove\",\"d0\",\"76,15\",\"2359\","-1"
"11","v2","","4_4x4_2.php","Airvernel","91.65.180.138","","2014-10-06 13:17:29",""mousemove\",\"d0\",\"77,15\",\"2501\","-1"
"11","v2","","4_4x4_2.php","Airvernel","91.65.180.138","","2014-10-06 13:17:29",""mousemove\",\"d0\",\"78,15\",\"2505\","-1"
"11","v2","","4_4x4_2.php","Airvernel","91.65.180.138","","2014-10-06 13:17:29",""mousemove\",\"d0\",\"79,15\",\"2511\","-1"
"11","v2","","4_4x4_2.php","Airvernel","91.65.180.138","","2014-10-06 13:17:29",""mousemove\",\"d0\",\"86,12\",\"2538\","-1"
"11","v2","","4_4x4_2.php","Airvernel","91.65.180.138","","2014-10-06 13:17:29",""mousemove\",\"d0\",\"87,12\",\"2539\","-1"
"11","v2","","4_4x4_2.php","Airvernel","91.65.180.138","","2014-10-06 13:17:29",""mousemove\",\"d0\",\"88,12\",\"2542\","-1"
"11","v2","","4_4x4_2.php","Airvernel","91.65.180.138","","2014-10-06 13:17:29",""mousemove\",\"d0\",\"89,12\",\"2543\","-1"
"11","v2","","4_4x4_2.php","Airvernel","91.65.180.138","","2014-10-06 13:17:29",""mousemove\",\"d0\",\"90,11\",\"2545\","-1"
"11","v2","","4_4x4_2.php","Airvernel","91.65.180.138","","2014-10-06 13:17:29",""mousemove\",\"d0\",\"91,11\",\"2550\","-1"
"11","v2","","4_4x4_2.php","Airvernel","91.65.180.138","","2014-10-06 13:17:29",""mousemove\",\"d0\",\"96,9\",\"2563\","-1"
"11","v2","","4_4x4_2.php","Airvernel","91.65.180.138","","2014-10-06 13:17:29",""mousemove\",\"d0\",\"98,7\",\"2564\","-1"
"11","v2","","4_4x4_2.php","Airvernel","91.65.180.138","","2014-10-06 13:17:29",""mousemove\",\"d0\",\"99,7\",\"2565\","-1"
"11","v2","","4_4x4_2.php","Airvernel","91.65.180.138","","2014-10-06 13:17:29",""mouseout\",\"d0\",\"out\",\"2566\","-1"
"11","v2","","4_4x4_2.php","Airvernel","91.65.180.138","","2014-10-06 13:17:29",""mouseover\",\"d1\",\"in\",\"2576\","-1"
"11","v2","","4_4x4_2.php","Airvernel","91.65.180.138","","2014-10-06 13:17:29",""mousemove\",\"d1\",\"0,4\",\"2577\","-1"
"11","v2","","4_4x4_2.php","Airvernel","91.65.180.138","","2014-10-06 13:17:29",""mousemove\",\"d1\",\"1,4\",\"2578\","-1"
"11","v2","","4_4x4_2.php","Airvernel","91.65.180.138","","2014-10-06 13:17:29",""mousemove\",\"d1\",\"1,3\",\"2579\","-1"
"11","v2","","4_4x4_2.php","Airvernel","91.65.180.138","","2014-10-06 13:17:29",""mousemove\",\"d1\",\"3,2\",\"2580\","-1"
"11","v2","","4_4x4_2.php","Airvernel","91.65.180.138","","2014-10-06 13:17:29",""mousemove\",\"d1\",\"4,2\",\"2583\","-1"
"11","v2","","4_4x4_2.php","Airvernel","91.65.180.138","","2014-10-06 13:17:29",""mousemove\",\"d1\",\"4,1\",\"2584\","-1"
"11","v2","","4_4x4_2.php","Airvernel","91.65.180.138","","2014-10-06 13:17:29",""mouseout\",\"d1\",\"out\",\"2591\","-1"
"11","v2","","4_4x4_2.php","Airvernel","91.65.180.138","","2014-10-06 13:17:29",""mouseover\",\"c1\",\"in\",\"2606\","-1"
"11","v2","","4_4x4_2.php","Airvernel","91.65.180.138","","2014-10-06 13:17:29",""mousemove\",\"c1\",\"17,48\",\"2607\","-1"
"11","v2","","4_4x4_2.php","Airvernel","91.65.180.138","","2014-10-06 13:17:29",""mousemove\",\"c1\",\"18,48\",\"2608\","-1"
"11","v2","","4_4x4_2.php","Airvernel","91.65.180.138","","2014-10-06 13:17:29",""mousemove\",\"c1\",\"19,47\",\"2609\","-1"
"11","v2","","4_4x4_2.php","Airvernel","91.65.180.138","","2014-10-06 13:17:29",""mousemove\",\"c1\",\"20,46\",\"2611\","-1"
"11","v2","","4_4x4_2.php","Airvernel","91.65.180.138","","2014-10-06 13:17:29",""mousemove\",\"c1\",\"20,45\",\"2613\","-1"
"11","v2","","4_4x4_2.php","Airvernel","91.65.180.138","","2014-10-06 13:17:29",""mousemove\",\"c1\",\"21,45\",\"2615\","-1"
"11","v2","","4_4x4_2.php","Airvernel","91.65.180.138","","2014-10-06 13:17:29",""mousemove\",\"c1\",\"22,44\",\"2617\","-1"
"11","v2","","4_4x4_2.php","Airvernel","91.65.180.138","","2014-10-06 13:17:29",""mousemove\",\"c1\",\"23,43\",\"2620\","-1"
"11","v2","","4_4x4_2.php","Airvernel","91.65.180.138","","2014-10-06 13:17:29",""mousemove\",\"c1\",\"24,42\",\"2624\","-1"
"11","v2","","4_4x4_2.php","Airvernel","91.65.180.138","","2014-10-06 13:17:29",""mousemove\",\"c1\",\"24,41\",\"2625\","-1"
"11","v2","","4_4x4_2.php","Airvernel","91.65.180.138","","2014-10-06 13:17:29",""mousemove\",\"c1\",\"25,41\",\"2628\","-1"
"11","v2","","4_4x4_2.php","Airvernel","91.65.180.138","","2014-10-06 13:17:29",""mousemove\",\"c1\",\"25,40\",\"2629\","-1"
"11","v2","","4_4x4_2.php","Airvernel","91.65.180.138","","2014-10-06 13:17:29",""mousemove\",\"c1\",\"26,40\",\"2630\","-1"
"11","v2","","4_4x4_2.php","Airvernel","91.65.180.138","","2014-10-06 13:17:29",""mousemove\",\"c1\",\"26,39\",\"2632\","-1"
"11","v2","","4_4x4_2.php","Airvernel","91.65.180.138","","2014-10-06 13:17:29",""mousemove\",\"c1\",\"26,38\",\"2634\","-1"
"11","v2","","4_4x4_2.php","Airvernel","91.65.180.138","","2014-10-06 13:17:29",""mousemove\",\"c1\",\"27,38\",\"2636\","-1"
"11","v2","","4_4x4_2.php","Airvernel","91.65.180.138","","2014-10-06 13:17:29",""mousemove\",\"c1\",\"27,37\",\"2639\","-1"
"11","v2","","4_4x4_2.php","Airvernel","91.65.180.138","","2014-10-06 13:17:29",""mousemove\",\"c1\",\"27,36\",\"2646\","-1"
"11","v2","","4_4x4_2.php","Airvernel","91.65.180.138","","2014-10-06 13:17:29",""mousemove\",\"c1\",\"28,36\",\"2647\","-1"
"11","v2","","4_4x4_2.php","Airvernel","91.65.180.138","","2014-10-06 13:17:29",""mousemove\",\"c1\",\"28,35\",\"2653\","-1"
"11","v2","","4_4x4_2.php","Airvernel","91.65.180.138","","2014-10-06 13:17:29",""mousemove\",\"c1\",\"28,34\",\"2657\","-1"
"11","v2","","4_4x4_2.php","Airvernel","91.65.180.138","","2014-10-06 13:17:29",""mousemove\",\"c1\",\"29,34\",\"2658\","-1"
"11","v2","","4_4x4_2.php","Airvernel","91.65.180.138","","2014-10-06 13:17:29",""mousemove\",\"c1\",\"30,34\",\"2665\","-1"
"11","v2","","4_4x4_2.php","Airvernel","91.65.180.138","","2014-10-06 13:17:29",""mousemove\",\"c1\",\"30,33\",\"2666\","-1"
"11","v2","","4_4x4_2.php","Airvernel","91.65.180.138","","2014-10-06 13:17:29",""mousemove\",\"c1\",\"30,32\",\"2682\","-1"
"11","v2","","4_4x4_2.php","Airvernel","91.65.180.138","","2014-10-06 13:17:29",""mousemove\",\"c1\",\"31,32\",\"2686\","-1"
"11","v2","","4_4x4_2.php","Airvernel","91.65.180.138","","2014-10-06 13:17:29",""mousemove\",\"c1\",\"31,31\",\"2693\","-1"
"11","v2","","4_4x4_2.php","Airvernel","91.65.180.138","","2014-10-06 13:17:29",""mousemove\",\"c1\",\"32,31\",\"2698\","-1"
"11","v2","","4_4x4_2.php","Airvernel","91.65.180.138","","2014-10-06 13:17:29",""mousemove\",\"c1\",\"33,31\",\"2702\","-1"
"11","v2","","4_4x4_2.php","Airvernel","91.65.180.138","","2014-10-06 13:17:29",""mousemove\",\"c1\",\"33,30\",\"2706\","-1"
"11","v2","","4_4x4_2.php","Airvernel","91.65.180.138","","2014-10-06 13:17:29",""mousemove\",\"c1\",\"34,30\",\"2710\","-1"
"11","v2","","4_4x4_2.php","Airvernel","91.65.180.138","","2014-10-06 13:17:29",""mousemove\",\"c1\",\"35,30\",\"2716\","-1"
"11","v2","","4_4x4_2.php","Airvernel","91.65.180.138","","2014-10-06 13:17:29",""mousemove\",\"c1\",\"35,29\",\"2718\","-1"
"11","v2","","4_4x4_2.php","Airvernel","91.65.180.138","","2014-10-06 13:17:29",""mousemove\",\"c1\",\"36,29\",\"2724\","-1"
"11","v2","","4_4x4_2.php","Airvernel","91.65.180.138","","2014-10-06 13:17:29",""mousemove\",\"c1\",\"37,29\",\"2728\","-1"
"11","v2","","4_4x4_2.php","Airvernel","91.65.180.138","","2014-10-06 13:17:29",""mousemove\",\"c1\",\"37,28\",\"2734\","-1"
"11","v2","","4_4x4_2.php","Airvernel","91.65.180.138","","2014-10-06 13:17:29",""mousemove\",\"c1\",\"38,28\",\"2736\","-1"
"11","v2","","4_4x4_2.php","Airvernel","91.65.180.138","","2014-10-06 13:17:29",""mousemove\",\"c1\",\"38,27\",\"2743\","-1"
"11","v2","","4_4x4_2.php","Airvernel","91.65.180.138","","2014-10-06 13:17:29",""mousemove\",\"c1\",\"39,27\",\"2807\","-1"
"11","v2","","4_4x4_2.php","Airvernel","91.65.180.138","","2014-10-06 13:17:29",""mousemove\",\"c1\",\"40,27\",\"2815\","-1"
"11","v2","","4_4x4_2.php","Airvernel","91.65.180.138","","2014-10-06 13:17:29",""mousemove\",\"c1\",\"40,26\",\"2857\","-1"
"11","v2","","4_4x4_2.php","Airvernel","91.65.180.138","","2014-10-06 13:17:29",""mousemove\",\"c1\",\"40,25\",\"2862\","-1"
"11","v2","","4_4x4_2.php","Airvernel","91.65.180.138","","2014-10-06 13:17:29",""mousemove\",\"c1\",\"40,24\",\"2866\","-1"
