"id","expversion","transform","expname","subject","ip","choice","submitted","event","name","value","time","condnum"
"11","v2","","4_4x4_2.php","Airvernel","91.65.180.138","","2014-10-06 13:17:29",""mousemove\",\"c3\",\"79,48\",\"294\","-1"
"11","v2","","4_4x4_2.php","Airvernel","91.65.180.138","","2014-10-06 13:17:29",""mousemove\",\"c3\",\"85,49\",\"295\","-1"
"11","v2","","4_4x4_2.php","Airvernel","91.65.180.138","","2014-10-06 13:17:29",""mousemove\",\"c3\",\"89,49\",\"296\","-1"
"11","v2","","4_4x4_2.php","Airvernel","91.65.180.138","","2014-10-06 13:17:29",""mousemove\",\"c3\",\"93,49\",\"297\","-1"
"11","v2","","4_4x4_2.php","Airvernel","91.65.180.138","","2014-10-06 13:17:29",""mousemove\",\"c3\",\"98,49\",\"299\","-1"
"11","v2","","4_4x4_2.php","Airvernel","91.65.180.138","","2014-10-06 13:17:29",""mouseout\",\"c3\",\"out\",\"300\","-1"
"11","v2","","4_4x4_2.php","Airvernel","91.65.180.138","","2014-10-06 13:17:29",""mouseover\",\"btn3\",\"Strategie 3\",\"479\","-1"
"11","v2","","4_4x4_2.php","Airvernel","91.65.180.138","","2014-10-06 13:17:29",""mouseout\",\"btn3\",\"Strategie 3\",\"480\","-1"
"11","v2","","4_4x4_2.php","Airvernel","91.65.180.138","","2014-10-06 13:17:29",""mouseover\",\"c3\",\"in\",\"482\","-1"
"11","v2","","4_4x4_2.php","Airvernel","91.65.180.138","","2014-10-06 13:17:29",""mousemove\",\"c3\",\"97,36\",\"482\","-1"
"11","v2","","4_4x4_2.php","Airvernel","91.65.180.138","","2014-10-06 13:17:29",""mousemove\",\"c3\",\"94,36\",\"483\","-1"
"11","v2","","4_4x4_2.php","Airvernel","91.65.180.138","","2014-10-06 13:17:29",""mousemove\",\"c3\",\"90,35\",\"484\","-1"
"11","v2","","4_4x4_2.php","Airvernel","91.65.180.138","","2014-10-06 13:17:29",""mousemove\",\"c3\",\"78,33\",\"488\","-1"
"11","v2","","4_4x4_2.php","Airvernel","91.65.180.138","","2014-10-06 13:17:29",""mousemove\",\"c3\",\"74,32\",\"489\","-1"
"11","v2","","4_4x4_2.php","Airvernel","91.65.180.138","","2014-10-06 13:17:29",""mousemove\",\"c3\",\"71,32\",\"490\","-1"
"11","v2","","4_4x4_2.php","Airvernel","91.65.180.138","","2014-10-06 13:17:29",""mousemove\",\"c3\",\"69,32\",\"490\","-1"
"11","v2","","4_4x4_2.php","Airvernel","91.65.180.138","","2014-10-06 13:17:29",""mousemove\",\"c3\",\"65,31\",\"492\","-1"
"11","v2","","4_4x4_2.php","Airvernel","91.65.180.138","","2014-10-06 13:17:29",""mousemove\",\"c3\",\"60,31\",\"493\","-1"
"11","v2","","4_4x4_2.php","Airvernel","91.65.180.138","","2014-10-06 13:17:29",""mousemove\",\"c3\",\"57,31\",\"494\","-1"
"11","v2","","4_4x4_2.php","Airvernel","91.65.180.138","","2014-10-06 13:17:29",""mousemove\",\"c3\",\"54,31\",\"495\","-1"
"11","v2","","4_4x4_2.php","Airvernel","91.65.180.138","","2014-10-06 13:17:29",""mousemove\",\"c3\",\"51,30\",\"496\","-1"
"11","v2","","4_4x4_2.php","Airvernel","91.65.180.138","","2014-10-06 13:17:29",""mousemove\",\"c3\",\"48,30\",\"497\","-1"
"11","v2","","4_4x4_2.php","Airvernel","91.65.180.138","","2014-10-06 13:17:29",""mousemove\",\"c3\",\"44,29\",\"498\","-1"
"11","v2","","4_4x4_2.php","Airvernel","91.65.180.138","","2014-10-06 13:17:29",""mousemove\",\"c3\",\"41,29\",\"499\","-1"
"11","v2","","4_4x4_2.php","Airvernel","91.65.180.138","","2014-10-06 13:17:29",""mousemove\",\"c3\",\"38,29\",\"500\","-1"
"11","v2","","4_4x4_2.php","Airvernel","91.65.180.138","","2014-10-06 13:17:29",""mousemove\",\"c3\",\"35,28\",\"501\","-1"
"11","v2","","4_4x4_2.php","Airvernel","91.65.180.138","","2014-10-06 13:17:29",""mousemove\",\"c3\",\"27,27\",\"503\","-1"
"11","v2","","4_4x4_2.php","Airvernel","91.65.180.138","","2014-10-06 13:17:29",""mousemove\",\"c3\",\"24,27\",\"504\","-1"
"11","v2","","4_4x4_2.php","Airvernel","91.65.180.138","","2014-10-06 13:17:29",""mousemove\",\"c3\",\"21,27\",\"505\","-1"
"11","v2","","4_4x4_2.php","Airvernel","91.65.180.138","","2014-10-06 13:17:29",""mousemove\",\"c3\",\"19,27\",\"506\","-1"
"11","v2","","4_4x4_2.php","Airvernel","91.65.180.138","","2014-10-06 13:17:29",""mousemove\",\"c3\",\"15,26\",\"507\","-1"
"11","v2","","4_4x4_2.php","Airvernel","91.65.180.138","","2014-10-06 13:17:29",""mousemove\",\"c3\",\"12,26\",\"508\","-1"
"11","v2","","4_4x4_2.php","Airvernel","91.65.180.138","","2014-10-06 13:17:29",""mousemove\",\"c3\",\"9,25\",\"509\","-1"
"11","v2","","4_4x4_2.php","Airvernel","91.65.180.138","","2014-10-06 13:17:29",""mousemove\",\"c3\",\"6,25\",\"510\","-1"
"11","v2","","4_4x4_2.php","Airvernel","91.65.180.138","","2014-10-06 13:17:29",""mousemove\",\"c3\",\"3,24\",\"511\","-1"
"11","v2","","4_4x4_2.php","Airvernel","91.65.180.138","","2014-10-06 13:17:29",""mouseout\",\"c3\",\"out\",\"512\","-1"
"11","v2","","4_4x4_2.php","Airvernel","91.65.180.138","","2014-10-06 13:17:29",""mouseover\",\"c2\",\"in\",\"515\","-1"
"11","v2","","4_4x4_2.php","Airvernel","91.65.180.138","","2014-10-06 13:17:29",""mousemove\",\"c2\",\"97,23\",\"515\","-1"
"11","v2","","4_4x4_2.php","Airvernel","91.65.180.138","","2014-10-06 13:17:29",""mousemove\",\"c2\",\"92,23\",\"515\","-1"
"11","v2","","4_4x4_2.php","Airvernel","91.65.180.138","","2014-10-06 13:17:29",""mousemove\",\"c2\",\"89,23\",\"516\","-1"
"11","v2","","4_4x4_2.php","Airvernel","91.65.180.138","","2014-10-06 13:17:29",""mousemove\",\"c2\",\"81,22\",\"520\","-1"
"11","v2","","4_4x4_2.php","Airvernel","91.65.180.138","","2014-10-06 13:17:29",""mousemove\",\"c2\",\"78,22\",\"521\","-1"
"11","v2","","4_4x4_2.php","Airvernel","91.65.180.138","","2014-10-06 13:17:29",""mousemove\",\"c2\",\"75,21\",\"521\","-1"
"11","v2","","4_4x4_2.php","Airvernel","91.65.180.138","","2014-10-06 13:17:29",""mousemove\",\"c2\",\"72,21\",\"522\","-1"
"11","v2","","4_4x4_2.php","Airvernel","91.65.180.138","","2014-10-06 13:17:29",""mousemove\",\"c2\",\"69,20\",\"523\","-1"
"11","v2","","4_4x4_2.php","Airvernel","91.65.180.138","","2014-10-06 13:17:29",""mousemove\",\"c2\",\"65,20\",\"524\","-1"
"11","v2","","4_4x4_2.php","Airvernel","91.65.180.138","","2014-10-06 13:17:29",""mousemove\",\"c2\",\"63,20\",\"525\","-1"
"11","v2","","4_4x4_2.php","Airvernel","91.65.180.138","","2014-10-06 13:17:29",""mousemove\",\"c2\",\"60,20\",\"526\","-1"
"11","v2","","4_4x4_2.php","Airvernel","91.65.180.138","","2014-10-06 13:17:29",""mousemove\",\"c2\",\"57,20\",\"527\","-1"
"11","v2","","4_4x4_2.php","Airvernel","91.65.180.138","","2014-10-06 13:17:29",""mousemove\",\"c2\",\"55,19\",\"528\","-1"
"11","v2","","4_4x4_2.php","Airvernel","91.65.180.138","","2014-10-06 13:17:29",""mousemove\",\"c2\",\"51,19\",\"529\","-1"
"11","v2","","4_4x4_2.php","Airvernel","91.65.180.138","","2014-10-06 13:17:29",""mousemove\",\"c2\",\"47,18\",\"530\","-1"
"11","v2","","4_4x4_2.php","Airvernel","91.65.180.138","","2014-10-06 13:17:29",""mousemove\",\"c2\",\"45,18\",\"531\","-1"
"11","v2","","4_4x4_2.php","Airvernel","91.65.180.138","","2014-10-06 13:17:29",""mousemove\",\"c2\",\"42,18\",\"532\","-1"
"11","v2","","4_4x4_2.php","Airvernel","91.65.180.138","","2014-10-06 13:17:29",""mousemove\",\"c2\",\"39,17\",\"533\","-1"
"11","v2","","4_4x4_2.php","Airvernel","91.65.180.138","","2014-10-06 13:17:29",""mousemove\",\"c2\",\"36,17\",\"534\","-1"
"11","v2","","4_4x4_2.php","Airvernel","91.65.180.138","","2014-10-06 13:17:29",""mousemove\",\"c2\",\"34,16\",\"535\","-1"
"11","v2","","4_4x4_2.php","Airvernel","91.65.180.138","","2014-10-06 13:17:29",""mousemove\",\"c2\",\"31,16\",\"536\","-1"
"11","v2","","4_4x4_2.php","Airvernel","91.65.180.138","","2014-10-06 13:17:29",""mousemove\",\"c2\",\"28,16\",\"537\","-1"
"11","v2","","4_4x4_2.php","Airvernel","91.65.180.138","","2014-10-06 13:17:29",""mousemove\",\"c2\",\"25,16\",\"538\","-1"
"11","v2","","4_4x4_2.php","Airvernel","91.65.180.138","","2014-10-06 13:17:29",""mousemove\",\"c2\",\"22,16\",\"539\","-1"
"11","v2","","4_4x4_2.php","Airvernel","91.65.180.138","","2014-10-06 13:17:29",""mousemove\",\"c2\",\"20,15\",\"540\","-1"
"11","v2","","4_4x4_2.php","Airvernel","91.65.180.138","","2014-10-06 13:17:29",""mousemove\",\"c2\",\"18,15\",\"541\","-1"
"11","v2","","4_4x4_2.php","Airvernel","91.65.180.138","","2014-10-06 13:17:29",""mousemove\",\"c2\",\"16,15\",\"542\","-1"
"11","v2","","4_4x4_2.php","Airvernel","91.65.180.138","","2014-10-06 13:17:29",""mousemove\",\"c2\",\"13,15\",\"543\","-1"
"11","v2","","4_4x4_2.php","Airvernel","91.65.180.138","","2014-10-06 13:17:29",""mousemove\",\"c2\",\"9,14\",\"544\","-1"
"11","v2","","4_4x4_2.php","Airvernel","91.65.180.138","","2014-10-06 13:17:29",""mousemove\",\"c2\",\"7,14\",\"545\","-1"
"11","v2","","4_4x4_2.php","Airvernel","91.65.180.138","","2014-10-06 13:17:29",""mousemove\",\"c2\",\"5,14\",\"546\","-1"
"11","v2","","4_4x4_2.php","Airvernel","91.65.180.138","","2014-10-06 13:17:29",""mousemove\",\"c2\",\"2,13\",\"547\","-1"
"11","v2","","4_4x4_2.php","Airvernel","91.65.180.138","","2014-10-06 13:17:29",""mousemove\",\"c2\",\"0,13\",\"548\","-1"
"11","v2","","4_4x4_2.php","Airvernel","91.65.180.138","","2014-10-06 13:17:29",""mouseout\",\"c2\",\"out\",\"550\","-1"
"11","v2","","4_4x4_2.php","Airvernel","91.65.180.138","","2014-10-06 13:17:29",""mouseover\",\"c1\",\"in\",\"554\","-1"
"11","v2","","4_4x4_2.php","Airvernel","91.65.180.138","","2014-10-06 13:17:29",""mousemove\",\"c1\",\"94,12\",\"554\","-1"
"11","v2","","4_4x4_2.php","Airvernel","91.65.180.138","","2014-10-06 13:17:29",""mousemove\",\"c1\",\"92,12\",\"555\","-1"
"11","v2","","4_4x4_2.php","Airvernel","91.65.180.138","","2014-10-06 13:17:29",""mousemove\",\"c1\",\"90,12\",\"556\","-1"
"11","v2","","4_4x4_2.php","Airvernel","91.65.180.138","","2014-10-06 13:17:29",""mousemove\",\"c1\",\"87,11\",\"557\","-1"
