"id","expversion","transform","expname","subject","ip","choice","submitted","event","name","value","time","condnum"
"9","v2","","2_4x4_2.php","Airvernel","91.65.180.138","","2014-10-06 13:17:06",""mousemove\",\"b1\",\"45,47\",\"1236\","-1"
"9","v2","","2_4x4_2.php","Airvernel","91.65.180.138","","2014-10-06 13:17:06",""mousemove\",\"b1\",\"46,47\",\"1239\","-1"
"9","v2","","2_4x4_2.php","Airvernel","91.65.180.138","","2014-10-06 13:17:06",""mousemove\",\"b1\",\"47,47\",\"1246\","-1"
"9","v2","","2_4x4_2.php","Airvernel","91.65.180.138","","2014-10-06 13:17:06",""mousemove\",\"b1\",\"48,47\",\"1248\","-1"
"9","v2","","2_4x4_2.php","Airvernel","91.65.180.138","","2014-10-06 13:17:06",""mousemove\",\"b1\",\"49,47\",\"1255\","-1"
"9","v2","","2_4x4_2.php","Airvernel","91.65.180.138","","2014-10-06 13:17:06",""mousemove\",\"b1\",\"50,47\",\"1267\","-1"
"9","v2","","2_4x4_2.php","Airvernel","91.65.180.138","","2014-10-06 13:17:06",""mousemove\",\"b1\",\"51,47\",\"1277\","-1"
"9","v2","","2_4x4_2.php","Airvernel","91.65.180.138","","2014-10-06 13:17:06",""mousemove\",\"b1\",\"51,46\",\"1283\","-1"
"9","v2","","2_4x4_2.php","Airvernel","91.65.180.138","","2014-10-06 13:17:06",""mousemove\",\"b1\",\"52,46\",\"1284\","-1"
"9","v2","","2_4x4_2.php","Airvernel","91.65.180.138","","2014-10-06 13:17:06",""mousemove\",\"b1\",\"53,46\",\"1303\","-1"
"9","v2","","2_4x4_2.php","Airvernel","91.65.180.138","","2014-10-06 13:17:06",""mousemove\",\"b1\",\"53,45\",\"1310\","-1"
"9","v2","","2_4x4_2.php","Airvernel","91.65.180.138","","2014-10-06 13:17:06",""mousemove\",\"b1\",\"54,45\",\"1328\","-1"
"9","v2","","2_4x4_2.php","Airvernel","91.65.180.138","","2014-10-06 13:17:06",""mousemove\",\"b1\",\"54,44\",\"1333\","-1"
"9","v2","","2_4x4_2.php","Airvernel","91.65.180.138","","2014-10-06 13:17:06",""mousemove\",\"b1\",\"55,44\",\"1338\","-1"
"9","v2","","2_4x4_2.php","Airvernel","91.65.180.138","","2014-10-06 13:17:06",""mousemove\",\"b1\",\"55,43\",\"1342\","-1"
"9","v2","","2_4x4_2.php","Airvernel","91.65.180.138","","2014-10-06 13:17:06",""mousemove\",\"b1\",\"55,42\",\"1352\","-1"
"9","v2","","2_4x4_2.php","Airvernel","91.65.180.138","","2014-10-06 13:17:06",""mousemove\",\"b1\",\"55,41\",\"1365\","-1"
"9","v2","","2_4x4_2.php","Airvernel","91.65.180.138","","2014-10-06 13:17:06",""click\",\"b1\",\"\",\"1482\","-1"
"9","v2","","2_4x4_2.php","Airvernel","91.65.180.138","","2014-10-06 13:17:06",""mousemove\",\"b1\",\"55,42\",\"1518\","-1"
"9","v2","","2_4x4_2.php","Airvernel","91.65.180.138","","2014-10-06 13:17:06",""mousemove\",\"b1\",\"55,43\",\"1524\","-1"
"9","v2","","2_4x4_2.php","Airvernel","91.65.180.138","","2014-10-06 13:17:06",""mousemove\",\"b1\",\"55,44\",\"1530\","-1"
"9","v2","","2_4x4_2.php","Airvernel","91.65.180.138","","2014-10-06 13:17:06",""mousemove\",\"b1\",\"56,44\",\"1532\","-1"
"9","v2","","2_4x4_2.php","Airvernel","91.65.180.138","","2014-10-06 13:17:06",""mousemove\",\"b1\",\"56,45\",\"1537\","-1"
"9","v2","","2_4x4_2.php","Airvernel","91.65.180.138","","2014-10-06 13:17:06",""mousemove\",\"b1\",\"56,46\",\"1539\","-1"
"9","v2","","2_4x4_2.php","Airvernel","91.65.180.138","","2014-10-06 13:17:06",""mousemove\",\"b1\",\"56,47\",\"1544\","-1"
"9","v2","","2_4x4_2.php","Airvernel","91.65.180.138","","2014-10-06 13:17:06",""mousemove\",\"b1\",\"56,48\",\"1549\","-1"
"9","v2","","2_4x4_2.php","Airvernel","91.65.180.138","","2014-10-06 13:17:06",""mousemove\",\"b1\",\"56,49\",\"1551\","-1"
"9","v2","","2_4x4_2.php","Airvernel","91.65.180.138","","2014-10-06 13:17:06",""mouseout\",\"b1\",\"out\",\"1555\","-1"
"9","v2","","2_4x4_2.php","Airvernel","91.65.180.138","","2014-10-06 13:17:06",""mouseover\",\"c1\",\"in\",\"1568\","-1"
"9","v2","","2_4x4_2.php","Airvernel","91.65.180.138","","2014-10-06 13:17:06",""mousemove\",\"c1\",\"56,0\",\"1568\","-1"
"9","v2","","2_4x4_2.php","Airvernel","91.65.180.138","","2014-10-06 13:17:06",""mousemove\",\"c1\",\"56,1\",\"1570\","-1"
"9","v2","","2_4x4_2.php","Airvernel","91.65.180.138","","2014-10-06 13:17:06",""mousemove\",\"c1\",\"56,8\",\"1584\","-1"
"9","v2","","2_4x4_2.php","Airvernel","91.65.180.138","","2014-10-06 13:17:06",""mousemove\",\"c1\",\"56,10\",\"1587\","-1"
"9","v2","","2_4x4_2.php","Airvernel","91.65.180.138","","2014-10-06 13:17:06",""mousemove\",\"c1\",\"56,11\",\"1588\","-1"
