"id","expversion","transform","expname","subject","ip","choice","submitted","event","name","value","time","condnum"
"49","v2","","1_5x5_2.php","Benno","178.8.88.51","","2014-10-06 20:09:59",""submit\",\"erwartung\",\"28\",\"8943\","-1"
"65","v2","","1_5x5_2.php","Hannaney","134.76.63.97","","2014-10-06 20:16:06",""onload\",\"body\",\"body\",\"62\","-1"
"65","v2","","1_5x5_2.php","Hannaney","134.76.63.97","","2014-10-06 20:16:06",""subject\",\"random\",\"1\",\"67\","-1"
"65","v2","","1_5x5_2.php","Hannaney","134.76.63.97","","2014-10-06 20:16:06",""order\",\"col\",\"0_1_2_3_4\",\"67\","-1"
"65","v2","","1_5x5_2.php","Hannaney","134.76.63.97","","2014-10-06 20:16:06",""order\",\"row\",\"1_0_2_3_4\",\"67\","-1"
"65","v2","","1_5x5_2.php","Hannaney","134.76.63.97","","2014-10-06 20:16:06",""events\",\"open_close\",\"1_1\",\"67\","-1"
"65","v2","","1_5x5_2.php","Hannaney","134.76.63.97","","2014-10-06 20:16:06",""mouseover\",\"btn2\",\"Strategie 2\",\"428\","-1"
"65","v2","","1_5x5_2.php","Hannaney","134.76.63.97","","2014-10-06 20:16:06",""mouseout\",\"btn2\",\"Strategie 2\",\"463\","-1"
"65","v2","","1_5x5_2.php","Hannaney","134.76.63.97","","2014-10-06 20:16:06",""mouseover\",\"btn1\",\"Strategie 1\",\"547\","-1"
"65","v2","","1_5x5_2.php","Hannaney","134.76.63.97","","2014-10-06 20:16:06",""mouseout\",\"btn1\",\"Strategie 1\",\"598\","-1"
"65","v2","","1_5x5_2.php","Hannaney","134.76.63.97","","2014-10-06 20:16:06",""mouseover\",\"btn3\",\"Strategie 3\",\"665\","-1"
"65","v2","","1_5x5_2.php","Hannaney","134.76.63.97","","2014-10-06 20:16:06",""mouseout\",\"btn3\",\"Strategie 3\",\"1638\","-1"
"65","v2","","1_5x5_2.php","Hannaney","134.76.63.97","","2014-10-06 20:16:06",""mouseover\",\"btn1\",\"Strategie 1\",\"1672\","-1"
"65","v2","","1_5x5_2.php","Hannaney","134.76.63.97","","2014-10-06 20:16:06",""mouseout\",\"btn1\",\"Strategie 1\",\"1689\","-1"
"65","v2","","1_5x5_2.php","Hannaney","134.76.63.97","","2014-10-06 20:16:06",""mouseover\",\"btn2\",\"Strategie 2\",\"1724\","-1"
"65","v2","","1_5x5_2.php","Hannaney","134.76.63.97","","2014-10-06 20:16:06",""onclick\",\"btn2\",\"Strategie 1\",\"2379\","-1"
"65","v2","","1_5x5_2.php","Hannaney","134.76.63.97","","2014-10-06 20:16:06",""mouseout\",\"btn2\",\"Strategie 2\",\"5990\","-1"
"65","v2","","1_5x5_2.php","Hannaney","134.76.63.97","","2014-10-06 20:16:06",""mouseover\",\"btn1\",\"Strategie 1\",\"6042\","-1"
"65","v2","","1_5x5_2.php","Hannaney","134.76.63.97","","2014-10-06 20:16:06",""mouseout\",\"btn1\",\"Strategie 1\",\"6093\","-1"
"65","v2","","1_5x5_2.php","Hannaney","134.76.63.97","","2014-10-06 20:16:06",""fertig\",\"fertig\",\"fertig\",\"6595\","-1"
"65","v2","","1_5x5_2.php","Hannaney","134.76.63.97","","2014-10-06 20:16:06",""submit\",\"erwartung\",\"29\",\"8879\","-1"
"88","v2","","1_5x5_2.php","Pauline","90.153.37.5","","2014-10-06 20:35:51",""onload\",\"body\",\"body\",\"343\","-1"
"88","v2","","1_5x5_2.php","Pauline","90.153.37.5","","2014-10-06 20:35:51",""subject\",\"random\",\"1\",\"362\","-1"
"88","v2","","1_5x5_2.php","Pauline","90.153.37.5","","2014-10-06 20:35:51",""order\",\"col\",\"0_1_2_3_4\",\"363\","-1"
"88","v2","","1_5x5_2.php","Pauline","90.153.37.5","","2014-10-06 20:35:51",""order\",\"row\",\"1_0_2_3_4\",\"363\","-1"
"88","v2","","1_5x5_2.php","Pauline","90.153.37.5","","2014-10-06 20:35:51",""events\",\"open_close\",\"1_1\",\"363\","-1"
"88","v2","","1_5x5_2.php","Pauline","90.153.37.5","","2014-10-06 20:35:51",""mouseover\",\"btn1\",\"Strategie 1\",\"716\","-1"
"88","v2","","1_5x5_2.php","Pauline","90.153.37.5","","2014-10-06 20:35:51",""mouseout\",\"btn1\",\"Strategie 1\",\"730\","-1"
"88","v2","","1_5x5_2.php","Pauline","90.153.37.5","","2014-10-06 20:35:51",""mouseover\",\"btn4\",\"Strategie 4\",\"750\","-1"
"88","v2","","1_5x5_2.php","Pauline","90.153.37.5","","2014-10-06 20:35:51",""mouseout\",\"btn4\",\"Strategie 4\",\"761\","-1"
"88","v2","","1_5x5_2.php","Pauline","90.153.37.5","","2014-10-06 20:35:51",""mouseover\",\"e4\",\"in\",\"786\","-1"
"88","v2","","1_5x5_2.php","Pauline","90.153.37.5","","2014-10-06 20:35:51",""mousemove\",\"e4\",\"92,24\",\"786\","-1"
"88","v2","","1_5x5_2.php","Pauline","90.153.37.5","","2014-10-06 20:35:51",""mousemove\",\"e4\",\"74,40\",\"816\","-1"
"88","v2","","1_5x5_2.php","Pauline","90.153.37.5","","2014-10-06 20:35:51",""mousemove\",\"e4\",\"66,45\",\"830\","-1"
"88","v2","","1_5x5_2.php","Pauline","90.153.37.5","","2014-10-06 20:35:51",""mousemove\",\"e4\",\"49,48\",\"846\","-1"
"88","v2","","1_5x5_2.php","Pauline","90.153.37.5","","2014-10-06 20:35:51",""mousemove\",\"e4\",\"39,47\",\"864\","-1"
"88","v2","","1_5x5_2.php","Pauline","90.153.37.5","","2014-10-06 20:35:51",""mousemove\",\"e4\",\"22,38\",\"885\","-1"
"88","v2","","1_5x5_2.php","Pauline","90.153.37.5","","2014-10-06 20:35:51",""mousemove\",\"e4\",\"12,28\",\"897\","-1"
"88","v2","","1_5x5_2.php","Pauline","90.153.37.5","","2014-10-06 20:35:51",""mousemove\",\"e4\",\"2,14\",\"913\","-1"
"88","v2","","1_5x5_2.php","Pauline","90.153.37.5","","2014-10-06 20:35:51",""mouseout\",\"e4\",\"out\",\"931\","-1"
"88","v2","","1_5x5_2.php","Pauline","90.153.37.5","","2014-10-06 20:35:51",""mouseover\",\"d3\",\"in\",\"931\","-1"
"88","v2","","1_5x5_2.php","Pauline","90.153.37.5","","2014-10-06 20:35:51",""mousemove\",\"d3\",\"91,43\",\"931\","-1"
"88","v2","","1_5x5_2.php","Pauline","90.153.37.5","","2014-10-06 20:35:51",""mousemove\",\"d3\",\"85,28\",\"949\","-1"
"88","v2","","1_5x5_2.php","Pauline","90.153.37.5","","2014-10-06 20:35:51",""mousemove\",\"d3\",\"75,4\",\"963\","-1"
"88","v2","","1_5x5_2.php","Pauline","90.153.37.5","","2014-10-06 20:35:51",""mouseout\",\"d3\",\"out\",\"982\","-1"
"88","v2","","1_5x5_2.php","Pauline","90.153.37.5","","2014-10-06 20:35:51",""mouseover\",\"c3\",\"in\",\"982\","-1"
"88","v2","","1_5x5_2.php","Pauline","90.153.37.5","","2014-10-06 20:35:51",""mousemove\",\"c3\",\"73,50\",\"983\","-1"
"88","v2","","1_5x5_2.php","Pauline","90.153.37.5","","2014-10-06 20:35:51",""mousemove\",\"c3\",\"69,39\",\"1005\","-1"
"88","v2","","1_5x5_2.php","Pauline","90.153.37.5","","2014-10-06 20:35:51",""mousemove\",\"c3\",\"68,34\",\"1014\","-1"
"88","v2","","1_5x5_2.php","Pauline","90.153.37.5","","2014-10-06 20:35:51",""mousemove\",\"c3\",\"68,31\",\"1031\","-1"
"88","v2","","1_5x5_2.php","Pauline","90.153.37.5","","2014-10-06 20:35:51",""mousemove\",\"c3\",\"68,25\",\"1047\","-1"
"88","v2","","1_5x5_2.php","Pauline","90.153.37.5","","2014-10-06 20:35:51",""mousemove\",\"c3\",\"69,18\",\"1064\","-1"
"88","v2","","1_5x5_2.php","Pauline","90.153.37.5","","2014-10-06 20:35:51",""mousemove\",\"c3\",\"73,9\",\"1081\","-1"
"88","v2","","1_5x5_2.php","Pauline","90.153.37.5","","2014-10-06 20:35:51",""mousemove\",\"c3\",\"78,0\",\"1097\","-1"
"88","v2","","1_5x5_2.php","Pauline","90.153.37.5","","2014-10-06 20:35:51",""mousemove\",\"c3\",\"78,4\",\"1306\","-1"
"88","v2","","1_5x5_2.php","Pauline","90.153.37.5","","2014-10-06 20:35:51",""mousemove\",\"c3\",\"75,14\",\"1321\","-1"
"88","v2","","1_5x5_2.php","Pauline","90.153.37.5","","2014-10-06 20:35:51",""mousemove\",\"c3\",\"70,26\",\"1331\","-1"
"88","v2","","1_5x5_2.php","Pauline","90.153.37.5","","2014-10-06 20:35:51",""mousemove\",\"c3\",\"62,40\",\"1344\","-1"
"88","v2","","1_5x5_2.php","Pauline","90.153.37.5","","2014-10-06 20:35:51",""mouseout\",\"c3\",\"out\",\"1356\","-1"
"88","v2","","1_5x5_2.php","Pauline","90.153.37.5","","2014-10-06 20:35:51",""mouseover\",\"d3\",\"in\",\"1356\","-1"
"88","v2","","1_5x5_2.php","Pauline","90.153.37.5","","2014-10-06 20:35:51",""mousemove\",\"d3\",\"44,10\",\"1356\","-1"
"88","v2","","1_5x5_2.php","Pauline","90.153.37.5","","2014-10-06 20:35:51",""mouseout\",\"d3\",\"out\",\"1383\","-1"
"88","v2","","1_5x5_2.php","Pauline","90.153.37.5","","2014-10-06 20:35:51",""mouseover\",\"d2\",\"in\",\"1384\","-1"
"88","v2","","1_5x5_2.php","Pauline","90.153.37.5","","2014-10-06 20:35:51",""mousemove\",\"d2\",\"92,43\",\"1385\","-1"
"88","v2","","1_5x5_2.php","Pauline","90.153.37.5","","2014-10-06 20:35:51",""mousemove\",\"d2\",\"62,50\",\"1401\","-1"
"88","v2","","1_5x5_2.php","Pauline","90.153.37.5","","2014-10-06 20:35:51",""mouseout\",\"d2\",\"out\",\"1414\","-1"
"88","v2","","1_5x5_2.php","Pauline","90.153.37.5","","2014-10-06 20:35:51",""mouseover\",\"d1\",\"in\",\"1431\","-1"
"88","v2","","1_5x5_2.php","Pauline","90.153.37.5","","2014-10-06 20:35:51",""mousemove\",\"d1\",\"82,39\",\"1431\","-1"
"88","v2","","1_5x5_2.php","Pauline","90.153.37.5","","2014-10-06 20:35:51",""mousemove\",\"d1\",\"50,12\",\"1451\","-1"
"88","v2","","1_5x5_2.php","Pauline","90.153.37.5","","2014-10-06 20:35:51",""mouseout\",\"d1\",\"out\",\"1464\","-1"
"88","v2","","1_5x5_2.php","Pauline","90.153.37.5","","2014-10-06 20:35:51",""mouseover\",\"c1\",\"in\",\"1484\","-1"
"88","v2","","1_5x5_2.php","Pauline","90.153.37.5","","2014-10-06 20:35:51",""mousemove\",\"c1\",\"27,34\",\"1485\","-1"
"88","v2","","1_5x5_2.php","Pauline","90.153.37.5","","2014-10-06 20:35:51",""mouseout\",\"c1\",\"out\",\"1502\","-1"
"88","v2","","1_5x5_2.php","Pauline","90.153.37.5","","2014-10-06 20:35:51",""mouseover\",\"b1\",\"in\",\"1519\","-1"
"88","v2","","1_5x5_2.php","Pauline","90.153.37.5","","2014-10-06 20:35:51",""mousemove\",\"b1\",\"13,42\",\"1519\","-1"
"88","v2","","1_5x5_2.php","Pauline","90.153.37.5","","2014-10-06 20:35:51",""mousemove\",\"b1\",\"11,31\",\"1534\","-1"
"88","v2","","1_5x5_2.php","Pauline","90.153.37.5","","2014-10-06 20:35:51",""mousemove\",\"b1\",\"11,28\",\"1547\","-1"
"88","v2","","1_5x5_2.php","Pauline","90.153.37.5","","2014-10-06 20:35:51",""mousemove\",\"b1\",\"11,27\",\"1580\","-1"
"88","v2","","1_5x5_2.php","Pauline","90.153.37.5","","2014-10-06 20:35:51",""mousemove\",\"b1\",\"11,26\",\"1628\","-1"
"88","v2","","1_5x5_2.php","Pauline","90.153.37.5","","2014-10-06 20:35:51",""mousemove\",\"b1\",\"12,23\",\"1641\","-1"
"88","v2","","1_5x5_2.php","Pauline","90.153.37.5","","2014-10-06 20:35:51",""mousemove\",\"b1\",\"13,19\",\"1652\","-1"
"88","v2","","1_5x5_2.php","Pauline","90.153.37.5","","2014-10-06 20:35:51",""mousemove\",\"b1\",\"16,13\",\"1664\","-1"
"88","v2","","1_5x5_2.php","Pauline","90.153.37.5","","2014-10-06 20:35:51",""mousemove\",\"b1\",\"20,8\",\"1676\","-1"
"88","v2","","1_5x5_2.php","Pauline","90.153.37.5","","2014-10-06 20:35:51",""mousemove\",\"b1\",\"24,3\",\"1688\","-1"
"88","v2","","1_5x5_2.php","Pauline","90.153.37.5","","2014-10-06 20:35:51",""mouseout\",\"b1\",\"out\",\"1702\","-1"
"88","v2","","1_5x5_2.php","Pauline","90.153.37.5","","2014-10-06 20:35:51",""mouseover\",\"a1\",\"in\",\"1739\","-1"
"88","v2","","1_5x5_2.php","Pauline","90.153.37.5","","2014-10-06 20:35:51",""mousemove\",\"a1\",\"40,49\",\"1739\","-1"
"88","v2","","1_5x5_2.php","Pauline","90.153.37.5","","2014-10-06 20:35:51",""mousemove\",\"a1\",\"44,49\",\"1754\","-1"
"88","v2","","1_5x5_2.php","Pauline","90.153.37.5","","2014-10-06 20:35:51",""mousemove\",\"a1\",\"51,49\",\"1770\","-1"
"88","v2","","1_5x5_2.php","Pauline","90.153.37.5","","2014-10-06 20:35:51",""mousemove\",\"a1\",\"54,50\",\"1787\","-1"
"88","v2","","1_5x5_2.php","Pauline","90.153.37.5","","2014-10-06 20:35:51",""mousemove\",\"a1\",\"57,50\",\"1797\","-1"
"88","v2","","1_5x5_2.php","Pauline","90.153.37.5","","2014-10-06 20:35:51",""mouseout\",\"a1\",\"out\",\"1815\","-1"
"88","v2","","1_5x5_2.php","Pauline","90.153.37.5","","2014-10-06 20:35:51",""mouseover\",\"b1\",\"in\",\"1871\","-1"
"88","v2","","1_5x5_2.php","Pauline","90.153.37.5","","2014-10-06 20:35:51",""mousemove\",\"b1\",\"75,2\",\"1871\","-1"
"88","v2","","1_5x5_2.php","Pauline","90.153.37.5","","2014-10-06 20:35:51",""mousemove\",\"b1\",\"76,5\",\"1881\","-1"
"88","v2","","1_5x5_2.php","Pauline","90.153.37.5","","2014-10-06 20:35:51",""mousemove\",\"b1\",\"78,6\",\"1897\","-1"
"88","v2","","1_5x5_2.php","Pauline","90.153.37.5","","2014-10-06 20:35:51",""mousemove\",\"b1\",\"80,11\",\"1915\","-1"
"88","v2","","1_5x5_2.php","Pauline","90.153.37.5","","2014-10-06 20:35:51",""mousemove\",\"b1\",\"81,14\",\"1931\","-1"
"88","v2","","1_5x5_2.php","Pauline","90.153.37.5","","2014-10-06 20:35:51",""mousemove\",\"b1\",\"82,18\",\"1947\","-1"
"88","v2","","1_5x5_2.php","Pauline","90.153.37.5","","2014-10-06 20:35:51",""mousemove\",\"b1\",\"83,27\",\"1964\","-1"
"88","v2","","1_5x5_2.php","Pauline","90.153.37.5","","2014-10-06 20:35:51",""mousemove\",\"b1\",\"84,32\",\"1981\","-1"
"88","v2","","1_5x5_2.php","Pauline","90.153.37.5","","2014-10-06 20:35:51",""mousemove\",\"b1\",\"85,40\",\"1998\","-1"
"88","v2","","1_5x5_2.php","Pauline","90.153.37.5","","2014-10-06 20:35:51",""mousemove\",\"b1\",\"85,44\",\"2014\","-1"
"88","v2","","1_5x5_2.php","Pauline","90.153.37.5","","2014-10-06 20:35:51",""mousemove\",\"b1\",\"85,50\",\"2031\","-1"
"88","v2","","1_5x5_2.php","Pauline","90.153.37.5","","2014-10-06 20:35:51",""mouseout\",\"b1\",\"out\",\"2047\","-1"
"88","v2","","1_5x5_2.php","Pauline","90.153.37.5","","2014-10-06 20:35:51",""mouseover\",\"c1\",\"in\",\"2048\","-1"
"88","v2","","1_5x5_2.php","Pauline","90.153.37.5","","2014-10-06 20:35:51",""mousemove\",\"c1\",\"85,1\",\"2048\","-1"
"88","v2","","1_5x5_2.php","Pauline","90.153.37.5","","2014-10-06 20:35:51",""mousemove\",\"c1\",\"84,9\",\"2074\","-1"
"88","v2","","1_5x5_2.php","Pauline","90.153.37.5","","2014-10-06 20:35:51",""mousemove\",\"c1\",\"84,12\",\"2081\","-1"
"88","v2","","1_5x5_2.php","Pauline","90.153.37.5","","2014-10-06 20:35:51",""mousemove\",\"c1\",\"83,14\",\"2097\","-1"
"88","v2","","1_5x5_2.php","Pauline","90.153.37.5","","2014-10-06 20:35:51",""mousemove\",\"c1\",\"82,16\",\"2114\","-1"
"88","v2","","1_5x5_2.php","Pauline","90.153.37.5","","2014-10-06 20:35:51",""mousemove\",\"c1\",\"80,19\",\"2131\","-1"
"88","v2","","1_5x5_2.php","Pauline","90.153.37.5","","2014-10-06 20:35:51",""mousemove\",\"c1\",\"78,21\",\"2147\","-1"
"88","v2","","1_5x5_2.php","Pauline","90.153.37.5","","2014-10-06 20:35:51",""mousemove\",\"c1\",\"70,23\",\"2164\","-1"
"88","v2","","1_5x5_2.php","Pauline","90.153.37.5","","2014-10-06 20:35:51",""mousemove\",\"c1\",\"64,23\",\"2181\","-1"
"88","v2","","1_5x5_2.php","Pauline","90.153.37.5","","2014-10-06 20:35:51",""mousemove\",\"c1\",\"60,22\",\"2197\","-1"
"88","v2","","1_5x5_2.php","Pauline","90.153.37.5","","2014-10-06 20:35:51",""mousemove\",\"c1\",\"45,13\",\"2214\","-1"
"88","v2","","1_5x5_2.php","Pauline","90.153.37.5","","2014-10-06 20:35:51",""mousemove\",\"c1\",\"35,4\",\"2232\","-1"
"88","v2","","1_5x5_2.php","Pauline","90.153.37.5","","2014-10-06 20:35:51",""mouseout\",\"c1\",\"out\",\"2248\","-1"
"88","v2","","1_5x5_2.php","Pauline","90.153.37.5","","2014-10-06 20:35:51",""mouseover\",\"b1\",\"in\",\"2248\","-1"
"88","v2","","1_5x5_2.php","Pauline","90.153.37.5","","2014-10-06 20:35:51",""mousemove\",\"b1\",\"20,36\",\"2248\","-1"
"88","v2","","1_5x5_2.php","Pauline","90.153.37.5","","2014-10-06 20:35:51",""mousemove\",\"b1\",\"8,15\",\"2273\","-1"
"88","v2","","1_5x5_2.php","Pauline","90.153.37.5","","2014-10-06 20:35:51",""mousemove\",\"b1\",\"4,5\",\"2282\","-1"
"88","v2","","1_5x5_2.php","Pauline","90.153.37.5","","2014-10-06 20:35:51",""mouseout\",\"b1\",\"out\",\"2299\","-1"
"88","v2","","1_5x5_2.php","Pauline","90.153.37.5","","2014-10-06 20:35:51",""mouseover\",\"a1\",\"in\",\"2426\","-1"
"88","v2","","1_5x5_2.php","Pauline","90.153.37.5","","2014-10-06 20:35:51",""mousemove\",\"a1\",\"0,9\",\"2427\","-1"
"88","v2","","1_5x5_2.php","Pauline","90.153.37.5","","2014-10-06 20:35:51",""mousemove\",\"a1\",\"1,9\",\"2438\","-1"
"88","v2","","1_5x5_2.php","Pauline","90.153.37.5","","2014-10-06 20:35:51",""mousemove\",\"a1\",\"2,8\",\"2447\","-1"
"88","v2","","1_5x5_2.php","Pauline","90.153.37.5","","2014-10-06 20:35:51",""mousemove\",\"a1\",\"3,8\",\"2495\","-1"
"88","v2","","1_5x5_2.php","Pauline","90.153.37.5","","2014-10-06 20:35:51",""mousemove\",\"a1\",\"3,9\",\"2850\","-1"
"88","v2","","1_5x5_2.php","Pauline","90.153.37.5","","2014-10-06 20:35:51",""mousemove\",\"a1\",\"4,10\",\"2852\","-1"
"88","v2","","1_5x5_2.php","Pauline","90.153.37.5","","2014-10-06 20:35:51",""mousemove\",\"a1\",\"4,11\",\"2888\","-1"
"88","v2","","1_5x5_2.php","Pauline","90.153.37.5","","2014-10-06 20:35:51",""mousemove\",\"a1\",\"5,13\",\"2900\","-1"
"88","v2","","1_5x5_2.php","Pauline","90.153.37.5","","2014-10-06 20:35:51",""mousemove\",\"a1\",\"6,13\",\"2912\","-1"
"88","v2","","1_5x5_2.php","Pauline","90.153.37.5","","2014-10-06 20:35:51",""mousemove\",\"a1\",\"6,14\",\"2924\","-1"
"88","v2","","1_5x5_2.php","Pauline","90.153.37.5","","2014-10-06 20:35:51",""mousemove\",\"a1\",\"7,15\",\"2934\","-1"
"88","v2","","1_5x5_2.php","Pauline","90.153.37.5","","2014-10-06 20:35:51",""mousemove\",\"a1\",\"8,15\",\"2947\","-1"
"88","v2","","1_5x5_2.php","Pauline","90.153.37.5","","2014-10-06 20:35:51",""mousemove\",\"a1\",\"9,17\",\"2964\","-1"
"88","v2","","1_5x5_2.php","Pauline","90.153.37.5","","2014-10-06 20:35:51",""mousemove\",\"a1\",\"12,18\",\"2982\","-1"
"88","v2","","1_5x5_2.php","Pauline","90.153.37.5","","2014-10-06 20:35:51",""mousemove\",\"a1\",\"12,19\",\"2997\","-1"
"88","v2","","1_5x5_2.php","Pauline","90.153.37.5","","2014-10-06 20:35:51",""mousemove\",\"a1\",\"13,19\",\"3015\","-1"
"88","v2","","1_5x5_2.php","Pauline","90.153.37.5","","2014-10-06 20:35:51",""mousemove\",\"a1\",\"13,20\",\"3031\","-1"
"88","v2","","1_5x5_2.php","Pauline","90.153.37.5","","2014-10-06 20:35:51",""mousemove\",\"a1\",\"13,21\",\"3075\","-1"
"88","v2","","1_5x5_2.php","Pauline","90.153.37.5","","2014-10-06 20:35:51",""mousemove\",\"a1\",\"13,22\",\"4705\","-1"
"88","v2","","1_5x5_2.php","Pauline","90.153.37.5","","2014-10-06 20:35:51",""mousemove\",\"a1\",\"13,23\",\"4740\","-1"
"88","v2","","1_5x5_2.php","Pauline","90.153.37.5","","2014-10-06 20:35:51",""mousemove\",\"a1\",\"14,23\",\"4763\","-1"
"88","v2","","1_5x5_2.php","Pauline","90.153.37.5","","2014-10-06 20:35:51",""mousemove\",\"a1\",\"14,24\",\"4777\","-1"
"88","v2","","1_5x5_2.php","Pauline","90.153.37.5","","2014-10-06 20:35:51",""mousemove\",\"a1\",\"14,25\",\"4799\","-1"
"88","v2","","1_5x5_2.php","Pauline","90.153.37.5","","2014-10-06 20:35:51",""mousemove\",\"a1\",\"14,27\",\"4811\","-1"
"88","v2","","1_5x5_2.php","Pauline","90.153.37.5","","2014-10-06 20:35:51",""mousemove\",\"a1\",\"14,31\",\"4823\","-1"
"88","v2","","1_5x5_2.php","Pauline","90.153.37.5","","2014-10-06 20:35:51",""mousemove\",\"a1\",\"15,37\",\"4836\","-1"
"88","v2","","1_5x5_2.php","Pauline","90.153.37.5","","2014-10-06 20:35:51",""mousemove\",\"a1\",\"15,42\",\"4847\","-1"
"88","v2","","1_5x5_2.php","Pauline","90.153.37.5","","2014-10-06 20:35:51",""mousemove\",\"a1\",\"16,49\",\"4864\","-1"
"88","v2","","1_5x5_2.php","Pauline","90.153.37.5","","2014-10-06 20:35:51",""mouseout\",\"a1\",\"out\",\"4881\","-1"
"88","v2","","1_5x5_2.php","Pauline","90.153.37.5","","2014-10-06 20:35:51",""mouseover\",\"b1\",\"in\",\"4882\","-1"
"88","v2","","1_5x5_2.php","Pauline","90.153.37.5","","2014-10-06 20:35:51",""mousemove\",\"b1\",\"16,0\",\"4882\","-1"
"88","v2","","1_5x5_2.php","Pauline","90.153.37.5","","2014-10-06 20:35:51",""mousemove\",\"b1\",\"17,12\",\"4903\","-1"
"88","v2","","1_5x5_2.php","Pauline","90.153.37.5","","2014-10-06 20:35:51",""mousemove\",\"b1\",\"18,14\",\"4914\","-1"
"88","v2","","1_5x5_2.php","Pauline","90.153.37.5","","2014-10-06 20:35:51",""mousemove\",\"b1\",\"21,19\",\"4932\","-1"
"88","v2","","1_5x5_2.php","Pauline","90.153.37.5","","2014-10-06 20:35:51",""mousemove\",\"b1\",\"25,20\",\"4947\","-1"
"88","v2","","1_5x5_2.php","Pauline","90.153.37.5","","2014-10-06 20:35:51",""mousemove\",\"b1\",\"28,21\",\"4965\","-1"
"88","v2","","1_5x5_2.php","Pauline","90.153.37.5","","2014-10-06 20:35:51",""mousemove\",\"b1\",\"36,23\",\"4981\","-1"
"88","v2","","1_5x5_2.php","Pauline","90.153.37.5","","2014-10-06 20:35:51",""mousemove\",\"b1\",\"44,26\",\"4997\","-1"
"88","v2","","1_5x5_2.php","Pauline","90.153.37.5","","2014-10-06 20:35:51",""mousemove\",\"b1\",\"59,27\",\"5014\","-1"
"88","v2","","1_5x5_2.php","Pauline","90.153.37.5","","2014-10-06 20:35:51",""mousemove\",\"b1\",\"69,27\",\"5031\","-1"
"88","v2","","1_5x5_2.php","Pauline","90.153.37.5","","2014-10-06 20:35:51",""mousemove\",\"b1\",\"77,27\",\"5047\","-1"
"88","v2","","1_5x5_2.php","Pauline","90.153.37.5","","2014-10-06 20:35:51",""mousemove\",\"b1\",\"90,28\",\"5064\","-1"
"88","v2","","1_5x5_2.php","Pauline","90.153.37.5","","2014-10-06 20:35:51",""mousemove\",\"b1\",\"94,28\",\"5081\","-1"
"88","v2","","1_5x5_2.php","Pauline","90.153.37.5","","2014-10-06 20:35:51",""mouseout\",\"b1\",\"out\",\"5102\","-1"
"88","v2","","1_5x5_2.php","Pauline","90.153.37.5","","2014-10-06 20:35:51",""mouseover\",\"b2\",\"in\",\"5716\","-1"
"88","v2","","1_5x5_2.php","Pauline","90.153.37.5","","2014-10-06 20:35:51",""mousemove\",\"b2\",\"3,24\",\"5716\","-1"
"88","v2","","1_5x5_2.php","Pauline","90.153.37.5","","2014-10-06 20:35:51",""mousemove\",\"b2\",\"18,13\",\"5730\","-1"
"88","v2","","1_5x5_2.php","Pauline","90.153.37.5","","2014-10-06 20:35:51",""mouseout\",\"b2\",\"out\",\"5740\","-1"
"88","v2","","1_5x5_2.php","Pauline","90.153.37.5","","2014-10-06 20:35:51",""mouseover\",\"a2\",\"in\",\"5760\","-1"
"88","v2","","1_5x5_2.php","Pauline","90.153.37.5","","2014-10-06 20:35:51",""mousemove\",\"a2\",\"68,40\",\"5761\","-1"
"88","v2","","1_5x5_2.php","Pauline","90.153.37.5","","2014-10-06 20:35:51",""mouseout\",\"a2\",\"out\",\"5773\","-1"
"88","v2","","1_5x5_2.php","Pauline","90.153.37.5","","2014-10-06 20:35:51",""mouseover\",\"a3\",\"in\",\"5774\","-1"
"88","v2","","1_5x5_2.php","Pauline","90.153.37.5","","2014-10-06 20:35:51",""mousemove\",\"a3\",\"12,24\",\"5774\","-1"
"88","v2","","1_5x5_2.php","Pauline","90.153.37.5","","2014-10-06 20:35:51",""mousemove\",\"a3\",\"34,18\",\"5785\","-1"
"88","v2","","1_5x5_2.php","Pauline","90.153.37.5","","2014-10-06 20:35:51",""mousemove\",\"a3\",\"53,14\",\"5796\","-1"
"88","v2","","1_5x5_2.php","Pauline","90.153.37.5","","2014-10-06 20:35:51",""mousemove\",\"a3\",\"71,13\",\"5813\","-1"
"88","v2","","1_5x5_2.php","Pauline","90.153.37.5","","2014-10-06 20:35:51",""mousemove\",\"a3\",\"83,13\",\"5831\","-1"
"88","v2","","1_5x5_2.php","Pauline","90.153.37.5","","2014-10-06 20:35:51",""mouseout\",\"a3\",\"out\",\"5848\","-1"
"88","v2","","1_5x5_2.php","Pauline","90.153.37.5","","2014-10-06 20:35:51",""mouseover\",\"a4\",\"in\",\"5848\","-1"
"88","v2","","1_5x5_2.php","Pauline","90.153.37.5","","2014-10-06 20:35:51",""mousemove\",\"a4\",\"0,17\",\"5849\","-1"
"88","v2","","1_5x5_2.php","Pauline","90.153.37.5","","2014-10-06 20:35:51",""mousemove\",\"a4\",\"12,22\",\"5869\","-1"
"88","v2","","1_5x5_2.php","Pauline","90.153.37.5","","2014-10-06 20:35:51",""mousemove\",\"a4\",\"14,23\",\"5881\","-1"
"88","v2","","1_5x5_2.php","Pauline","90.153.37.5","","2014-10-06 20:35:51",""mousemove\",\"a4\",\"15,25\",\"5897\","-1"
"88","v2","","1_5x5_2.php","Pauline","90.153.37.5","","2014-10-06 20:35:51",""mousemove\",\"a4\",\"16,27\",\"5914\","-1"
