"id","expversion","transform","expname","subject","ip","choice","submitted","event","name","value","time","condnum"
"1423","v3","","3_2x2_2_T.php","Luke","87.78.213.119","btn1","2014-11-02 15:36:32",""onload\",\"body\",\"body\",\"46\","-1"
"1423","v3","","3_2x2_2_T.php","Luke","87.78.213.119","btn1","2014-11-02 15:36:32",""subject\",\"random\",\"0\",\"53\","-1"
"1423","v3","","3_2x2_2_T.php","Luke","87.78.213.119","btn1","2014-11-02 15:36:32",""order\",\"col\",\"0_1\",\"53\","-1"
"1423","v3","","3_2x2_2_T.php","Luke","87.78.213.119","btn1","2014-11-02 15:36:32",""order\",\"row\",\"0_1\",\"53\","-1"
"1423","v3","","3_2x2_2_T.php","Luke","87.78.213.119","btn1","2014-11-02 15:36:32",""events\",\"open_close\",\"1_1\",\"53\","-1"
"1423","v3","","3_2x2_2_T.php","Luke","87.78.213.119","btn1","2014-11-02 15:36:32",""mousemove\",\"b0\",\"11.809999465942382,0.2800000011920929\",\"6161\","-1"
"1423","v3","","3_2x2_2_T.php","Luke","87.78.213.119","btn1","2014-11-02 15:36:32",""mouseover\",\"b0\",\"57 ; 38\",\"6164\","-1"
"1423","v3","","3_2x2_2_T.php","Luke","87.78.213.119","btn1","2014-11-02 15:36:32",""mousemove\",\"b0\",\"11.809999465942382,2.2799999713897705\",\"6172\","-1"
"1423","v3","","3_2x2_2_T.php","Luke","87.78.213.119","btn1","2014-11-02 15:36:32",""mousemove\",\"b0\",\"11.809999465942382,3.2799999713897705\",\"6192\","-1"
"1423","v3","","3_2x2_2_T.php","Luke","87.78.213.119","btn1","2014-11-02 15:36:32",""mousemove\",\"b0\",\"13.809999465942382,4.279999732971191\",\"6257\","-1"
"1423","v3","","3_2x2_2_T.php","Luke","87.78.213.119","btn1","2014-11-02 15:36:32",""mousemove\",\"b0\",\"13.809999465942382,7.279999732971191\",\"6260\","-1"
"1423","v3","","3_2x2_2_T.php","Luke","87.78.213.119","btn1","2014-11-02 15:36:32",""mousemove\",\"b0\",\"14.809999465942382,7.279999732971191\",\"7514\","-1"
"1423","v3","","3_2x2_2_T.php","Luke","87.78.213.119","btn1","2014-11-02 15:36:32",""mousemove\",\"b0\",\"15.809999465942382,6.279999732971191\",\"7525\","-1"
"1423","v3","","3_2x2_2_T.php","Luke","87.78.213.119","btn1","2014-11-02 15:36:32",""mousemove\",\"b0\",\"16.809999465942383,4.279999732971191\",\"7536\","-1"
"1423","v3","","3_2x2_2_T.php","Luke","87.78.213.119","btn1","2014-11-02 15:36:32",""mousemove\",\"b0\",\"18.809999465942383,2.2799999713897705\",\"7547\","-1"
"1423","v3","","3_2x2_2_T.php","Luke","87.78.213.119","btn1","2014-11-02 15:36:32",""mousemove\",\"b0\",\"19.809999465942383,1.2799999713897705\",\"7558\","-1"
"1423","v3","","3_2x2_2_T.php","Luke","87.78.213.119","btn1","2014-11-02 15:36:32",""mouseout\",\"b0\",\"out\",\"7570\","-1"
