"id","expversion","transform","expname","subject","ip","choice","submitted","event","name","value","time","condnum"
"1429","v3","","1_4x4_2_T.php","Luke","87.78.213.119","btn1","2014-11-02 15:38:48",""onload\",\"body\",\"body\",\"65\","-1"
"1429","v3","","1_4x4_2_T.php","Luke","87.78.213.119","btn1","2014-11-02 15:38:48",""subject\",\"random\",\"0\",\"79\","-1"
"1429","v3","","1_4x4_2_T.php","Luke","87.78.213.119","btn1","2014-11-02 15:38:48",""order\",\"col\",\"0_1_2_3\",\"79\","-1"
"1429","v3","","1_4x4_2_T.php","Luke","87.78.213.119","btn1","2014-11-02 15:38:48",""order\",\"row\",\"0_1_2_3\",\"79\","-1"
"1429","v3","","1_4x4_2_T.php","Luke","87.78.213.119","btn1","2014-11-02 15:38:48",""events\",\"open_close\",\"1_1\",\"79\","-1"
"1429","v3","","1_4x4_2_T.php","Luke","87.78.213.119","btn1","2014-11-02 15:38:48",""mousemove\",\"a0\",\"7,10.279999732971191\",\"2306\","-1"
"1429","v3","","1_4x4_2_T.php","Luke","87.78.213.119","btn1","2014-11-02 15:38:48",""mouseover\",\"a0\",\"-80 ; -80\",\"2310\","-1"
"1429","v3","","1_4x4_2_T.php","Luke","87.78.213.119","btn1","2014-11-02 15:38:48",""mousemove\",\"a0\",\"16,12.279999732971191\",\"2315\","-1"
"1429","v3","","1_4x4_2_T.php","Luke","87.78.213.119","btn1","2014-11-02 15:38:48",""mousemove\",\"a0\",\"25,13.279999732971191\",\"2324\","-1"
"1429","v3","","1_4x4_2_T.php","Luke","87.78.213.119","btn1","2014-11-02 15:38:48",""mousemove\",\"a0\",\"29,15.279999732971191\",\"2336\","-1"
"1429","v3","","1_4x4_2_T.php","Luke","87.78.213.119","btn1","2014-11-02 15:38:48",""mousemove\",\"a0\",\"31,15.279999732971191\",\"2346\","-1"
"1429","v3","","1_4x4_2_T.php","Luke","87.78.213.119","btn1","2014-11-02 15:38:48",""mousemove\",\"a0\",\"32,15.279999732971191\",\"2357\","-1"
"1429","v3","","1_4x4_2_T.php","Luke","87.78.213.119","btn1","2014-11-02 15:38:48",""mousemove\",\"a0\",\"32,17.279998779296875\",\"2369\","-1"
"1429","v3","","1_4x4_2_T.php","Luke","87.78.213.119","btn1","2014-11-02 15:38:48",""mousemove\",\"a0\",\"33,17.279998779296875\",\"2466\","-1"
"1429","v3","","1_4x4_2_T.php","Luke","87.78.213.119","btn1","2014-11-02 15:38:48",""mousemove\",\"a0\",\"34,18.279998779296875\",\"2477\","-1"
