"id","expversion","transform","expname","subject","ip","choice","submitted","event","name","value","time","condnum"
"187","v1","","4_4x4_2.php","Pili","92.227.213.164","btn3","2014-10-06 20:47:44",""click\",\"b1\",\"\",\"2405\","-1"
"187","v1","","4_4x4_2.php","Pili","92.227.213.164","btn3","2014-10-06 20:47:44",""mousemove\",\"b1\",\"75,10\",\"2423\","-1"
"187","v1","","4_4x4_2.php","Pili","92.227.213.164","btn3","2014-10-06 20:47:44",""mousemove\",\"b1\",\"74,11\",\"2439\","-1"
"187","v1","","4_4x4_2.php","Pili","92.227.213.164","btn3","2014-10-06 20:47:44",""mousemove\",\"b1\",\"73,13\",\"2447\","-1"
"187","v1","","4_4x4_2.php","Pili","92.227.213.164","btn3","2014-10-06 20:47:44",""mousemove\",\"b1\",\"73,14\",\"2488\","-1"
"187","v1","","4_4x4_2.php","Pili","92.227.213.164","btn3","2014-10-06 20:47:44",""click\",\"b1\",\"\",\"2627\","-1"
"187","v1","","4_4x4_2.php","Pili","92.227.213.164","btn3","2014-10-06 20:47:44",""mousemove\",\"b1\",\"75,14\",\"2638\","-1"
"187","v1","","4_4x4_2.php","Pili","92.227.213.164","btn3","2014-10-06 20:47:44",""mousemove\",\"b1\",\"79,15\",\"2650\","-1"
"187","v1","","4_4x4_2.php","Pili","92.227.213.164","btn3","2014-10-06 20:47:44",""mousemove\",\"b1\",\"87,16\",\"2661\","-1"
"187","v1","","4_4x4_2.php","Pili","92.227.213.164","btn3","2014-10-06 20:47:44",""mousemove\",\"b1\",\"96,18\",\"2671\","-1"
"187","v1","","4_4x4_2.php","Pili","92.227.213.164","btn3","2014-10-06 20:47:44",""mouseout\",\"b1\",\"out\",\"2682\","-1"
"187","v1","","4_4x4_2.php","Pili","92.227.213.164","btn3","2014-10-06 20:47:44",""mouseover\",\"b2\",\"in\",\"2695\","-1"
"187","v1","","4_4x4_2.php","Pili","92.227.213.164","btn3","2014-10-06 20:47:44",""mousemove\",\"b2\",\"7,21\",\"2696\","-1"
"187","v1","","4_4x4_2.php","Pili","92.227.213.164","btn3","2014-10-06 20:47:44",""mousemove\",\"b2\",\"16,22\",\"2721\","-1"
"187","v1","","4_4x4_2.php","Pili","92.227.213.164","btn3","2014-10-06 20:47:44",""mousemove\",\"b2\",\"24,24\",\"2724\","-1"
"187","v1","","4_4x4_2.php","Pili","92.227.213.164","btn3","2014-10-06 20:47:44",""mousemove\",\"b2\",\"31,26\",\"2732\","-1"
"187","v1","","4_4x4_2.php","Pili","92.227.213.164","btn3","2014-10-06 20:47:44",""mousemove\",\"b2\",\"38,27\",\"2743\","-1"
"187","v1","","4_4x4_2.php","Pili","92.227.213.164","btn3","2014-10-06 20:47:44",""mousemove\",\"b2\",\"39,27\",\"2755\","-1"
"187","v1","","4_4x4_2.php","Pili","92.227.213.164","btn3","2014-10-06 20:47:44",""mousemove\",\"b2\",\"42,28\",\"2767\","-1"
"187","v1","","4_4x4_2.php","Pili","92.227.213.164","btn3","2014-10-06 20:47:44",""mousemove\",\"b2\",\"45,28\",\"2779\","-1"
"187","v1","","4_4x4_2.php","Pili","92.227.213.164","btn3","2014-10-06 20:47:44",""mousemove\",\"b2\",\"47,29\",\"2818\","-1"
"187","v1","","4_4x4_2.php","Pili","92.227.213.164","btn3","2014-10-06 20:47:44",""mousemove\",\"b2\",\"47,30\",\"2867\","-1"
"187","v1","","4_4x4_2.php","Pili","92.227.213.164","btn3","2014-10-06 20:47:44",""click\",\"b2\",\"\",\"2898\","-1"
"187","v1","","4_4x4_2.php","Pili","92.227.213.164","btn3","2014-10-06 20:47:44",""mousemove\",\"b2\",\"48,30\",\"2908\","-1"
"187","v1","","4_4x4_2.php","Pili","92.227.213.164","btn3","2014-10-06 20:47:44",""mousemove\",\"b2\",\"50,30\",\"2927\","-1"
"187","v1","","4_4x4_2.php","Pili","92.227.213.164","btn3","2014-10-06 20:47:44",""mousemove\",\"b2\",\"52,31\",\"2932\","-1"
"187","v1","","4_4x4_2.php","Pili","92.227.213.164","btn3","2014-10-06 20:47:44",""mousemove\",\"b2\",\"56,32\",\"2943\","-1"
"187","v1","","4_4x4_2.php","Pili","92.227.213.164","btn3","2014-10-06 20:47:44",""mousemove\",\"b2\",\"59,32\",\"2955\","-1"
"187","v1","","4_4x4_2.php","Pili","92.227.213.164","btn3","2014-10-06 20:47:44",""mousemove\",\"b2\",\"61,33\",\"2967\","-1"
"187","v1","","4_4x4_2.php","Pili","92.227.213.164","btn3","2014-10-06 20:47:44",""mousemove\",\"b2\",\"64,33\",\"2987\","-1"
"187","v1","","4_4x4_2.php","Pili","92.227.213.164","btn3","2014-10-06 20:47:44",""mousemove\",\"b2\",\"65,33\",\"3005\","-1"
"187","v1","","4_4x4_2.php","Pili","92.227.213.164","btn3","2014-10-06 20:47:44",""mousemove\",\"b2\",\"67,33\",\"3017\","-1"
"187","v1","","4_4x4_2.php","Pili","92.227.213.164","btn3","2014-10-06 20:47:44",""mousemove\",\"b2\",\"69,33\",\"3028\","-1"
"187","v1","","4_4x4_2.php","Pili","92.227.213.164","btn3","2014-10-06 20:47:44",""mousemove\",\"b2\",\"71,33\",\"3041\","-1"
"187","v1","","4_4x4_2.php","Pili","92.227.213.164","btn3","2014-10-06 20:47:44",""mousemove\",\"b2\",\"72,33\",\"3052\","-1"
"187","v1","","4_4x4_2.php","Pili","92.227.213.164","btn3","2014-10-06 20:47:44",""mousemove\",\"b2\",\"73,33\",\"3063\","-1"
"187","v1","","4_4x4_2.php","Pili","92.227.213.164","btn3","2014-10-06 20:47:44",""mousemove\",\"b2\",\"72,34\",\"3114\","-1"
"187","v1","","4_4x4_2.php","Pili","92.227.213.164","btn3","2014-10-06 20:47:44",""click\",\"b2\",\"\",\"3202\","-1"
"187","v1","","4_4x4_2.php","Pili","92.227.213.164","btn3","2014-10-06 20:47:44",""mousemove\",\"b2\",\"73,33\",\"3213\","-1"
"187","v1","","4_4x4_2.php","Pili","92.227.213.164","btn3","2014-10-06 20:47:44",""mousemove\",\"b2\",\"74,33\",\"3252\","-1"
"187","v1","","4_4x4_2.php","Pili","92.227.213.164","btn3","2014-10-06 20:47:44",""mousemove\",\"b2\",\"78,32\",\"3262\","-1"
"187","v1","","4_4x4_2.php","Pili","92.227.213.164","btn3","2014-10-06 20:47:44",""mousemove\",\"b2\",\"82,32\",\"3273\","-1"
"187","v1","","4_4x4_2.php","Pili","92.227.213.164","btn3","2014-10-06 20:47:44",""mousemove\",\"b2\",\"87,33\",\"3285\","-1"
"187","v1","","4_4x4_2.php","Pili","92.227.213.164","btn3","2014-10-06 20:47:44",""mousemove\",\"b2\",\"92,33\",\"3297\","-1"
"187","v1","","4_4x4_2.php","Pili","92.227.213.164","btn3","2014-10-06 20:47:44",""mousemove\",\"b2\",\"97,32\",\"3309\","-1"
"187","v1","","4_4x4_2.php","Pili","92.227.213.164","btn3","2014-10-06 20:47:44",""mouseout\",\"b2\",\"out\",\"3323\","-1"
"187","v1","","4_4x4_2.php","Pili","92.227.213.164","btn3","2014-10-06 20:47:44",""mouseover\",\"b3\",\"in\",\"3346\","-1"
"187","v1","","4_4x4_2.php","Pili","92.227.213.164","btn3","2014-10-06 20:47:44",""mousemove\",\"b3\",\"4,31\",\"3348\","-1"
"187","v1","","4_4x4_2.php","Pili","92.227.213.164","btn3","2014-10-06 20:47:44",""mousemove\",\"b3\",\"8,31\",\"3369\","-1"
"187","v1","","4_4x4_2.php","Pili","92.227.213.164","btn3","2014-10-06 20:47:44",""mousemove\",\"b3\",\"12,31\",\"3372\","-1"
"187","v1","","4_4x4_2.php","Pili","92.227.213.164","btn3","2014-10-06 20:47:44",""mousemove\",\"b3\",\"21,32\",\"3392\","-1"
"187","v1","","4_4x4_2.php","Pili","92.227.213.164","btn3","2014-10-06 20:47:44",""mousemove\",\"b3\",\"24,32\",\"3412\","-1"
"187","v1","","4_4x4_2.php","Pili","92.227.213.164","btn3","2014-10-06 20:47:44",""mousemove\",\"b3\",\"26,31\",\"3424\","-1"
"187","v1","","4_4x4_2.php","Pili","92.227.213.164","btn3","2014-10-06 20:47:44",""mousemove\",\"b3\",\"29,31\",\"3445\","-1"
"187","v1","","4_4x4_2.php","Pili","92.227.213.164","btn3","2014-10-06 20:47:44",""click\",\"b3\",\"\",\"3578\","-1"
"187","v1","","4_4x4_2.php","Pili","92.227.213.164","btn3","2014-10-06 20:47:44",""mousemove\",\"b3\",\"30,31\",\"3620\","-1"
"187","v1","","4_4x4_2.php","Pili","92.227.213.164","btn3","2014-10-06 20:47:44",""mousemove\",\"b3\",\"29,32\",\"3693\","-1"
"187","v1","","4_4x4_2.php","Pili","92.227.213.164","btn3","2014-10-06 20:47:44",""mousemove\",\"b3\",\"28,32\",\"3730\","-1"
"187","v1","","4_4x4_2.php","Pili","92.227.213.164","btn3","2014-10-06 20:47:44",""mousemove\",\"b3\",\"27,32\",\"3742\","-1"
"187","v1","","4_4x4_2.php","Pili","92.227.213.164","btn3","2014-10-06 20:47:44",""mousemove\",\"b3\",\"26,33\",\"3753\","-1"
"187","v1","","4_4x4_2.php","Pili","92.227.213.164","btn3","2014-10-06 20:47:44",""mousemove\",\"b3\",\"24,32\",\"3767\","-1"
"187","v1","","4_4x4_2.php","Pili","92.227.213.164","btn3","2014-10-06 20:47:44",""mousemove\",\"b3\",\"19,32\",\"3777\","-1"
"187","v1","","4_4x4_2.php","Pili","92.227.213.164","btn3","2014-10-06 20:47:44",""mousemove\",\"b3\",\"15,31\",\"3788\","-1"
"187","v1","","4_4x4_2.php","Pili","92.227.213.164","btn3","2014-10-06 20:47:44",""mousemove\",\"b3\",\"9,30\",\"3799\","-1"
"187","v1","","4_4x4_2.php","Pili","92.227.213.164","btn3","2014-10-06 20:47:44",""mousemove\",\"b3\",\"2,29\",\"3812\","-1"
"187","v1","","4_4x4_2.php","Pili","92.227.213.164","btn3","2014-10-06 20:47:44",""mouseout\",\"b3\",\"out\",\"3824\","-1"
"187","v1","","4_4x4_2.php","Pili","92.227.213.164","btn3","2014-10-06 20:47:44",""mouseover\",\"b2\",\"in\",\"3824\","-1"
"187","v1","","4_4x4_2.php","Pili","92.227.213.164","btn3","2014-10-06 20:47:44",""mousemove\",\"b2\",\"96,27\",\"3828\","-1"
"187","v1","","4_4x4_2.php","Pili","92.227.213.164","btn3","2014-10-06 20:47:44",""mousemove\",\"b2\",\"80,24\",\"3835\","-1"
"187","v1","","4_4x4_2.php","Pili","92.227.213.164","btn3","2014-10-06 20:47:44",""mousemove\",\"b2\",\"64,20\",\"3860\","-1"
"187","v1","","4_4x4_2.php","Pili","92.227.213.164","btn3","2014-10-06 20:47:44",""mousemove\",\"b2\",\"51,18\",\"3862\","-1"
"187","v1","","4_4x4_2.php","Pili","92.227.213.164","btn3","2014-10-06 20:47:44",""mousemove\",\"b2\",\"39,14\",\"3873\","-1"
"187","v1","","4_4x4_2.php","Pili","92.227.213.164","btn3","2014-10-06 20:47:44",""mousemove\",\"b2\",\"35,13\",\"3884\","-1"
"187","v1","","4_4x4_2.php","Pili","92.227.213.164","btn3","2014-10-06 20:47:44",""mousemove\",\"b2\",\"32,12\",\"3897\","-1"
"187","v1","","4_4x4_2.php","Pili","92.227.213.164","btn3","2014-10-06 20:47:44",""mousemove\",\"b2\",\"29,11\",\"3909\","-1"
"187","v1","","4_4x4_2.php","Pili","92.227.213.164","btn3","2014-10-06 20:47:44",""mousemove\",\"b2\",\"28,11\",\"3994\","-1"
"187","v1","","4_4x4_2.php","Pili","92.227.213.164","btn3","2014-10-06 20:47:44",""mousemove\",\"b2\",\"26,10\",\"4006\","-1"
"187","v1","","4_4x4_2.php","Pili","92.227.213.164","btn3","2014-10-06 20:47:44",""mouseout\",\"b2\",\"out\",\"4062\","-1"
"187","v1","","4_4x4_2.php","Pili","92.227.213.164","btn3","2014-10-06 20:47:44",""mouseover\",\"b1\",\"in\",\"4129\","-1"
"187","v1","","4_4x4_2.php","Pili","92.227.213.164","btn3","2014-10-06 20:47:44",""mousemove\",\"b1\",\"92,10\",\"4134\","-1"
"187","v1","","4_4x4_2.php","Pili","92.227.213.164","btn3","2014-10-06 20:47:44",""mousemove\",\"b1\",\"88,10\",\"4136\","-1"
"187","v1","","4_4x4_2.php","Pili","92.227.213.164","btn3","2014-10-06 20:47:44",""mousemove\",\"b1\",\"86,9\",\"4172\","-1"
"187","v1","","4_4x4_2.php","Pili","92.227.213.164","btn3","2014-10-06 20:47:44",""mousemove\",\"b1\",\"83,10\",\"4182\","-1"
"187","v1","","4_4x4_2.php","Pili","92.227.213.164","btn3","2014-10-06 20:47:44",""mousemove\",\"b1\",\"20,20\",\"4658\","-1"
"187","v1","","4_4x4_2.php","Pili","92.227.213.164","btn3","2014-10-06 20:47:44",""click\",\"b1\",\"\",\"4662\","-1"
"187","v1","","4_4x4_2.php","Pili","92.227.213.164","btn3","2014-10-06 20:47:44",""mousemove\",\"b1\",\"16,23\",\"4665\","-1"
"187","v1","","4_4x4_2.php","Pili","92.227.213.164","btn3","2014-10-06 20:47:44",""mousemove\",\"b1\",\"12,25\",\"4685\","-1"
"187","v1","","4_4x4_2.php","Pili","92.227.213.164","btn3","2014-10-06 20:47:44",""mousemove\",\"b1\",\"9,28\",\"4688\","-1"
"187","v1","","4_4x4_2.php","Pili","92.227.213.164","btn3","2014-10-06 20:47:44",""mousemove\",\"b1\",\"6,30\",\"4696\","-1"
"187","v1","","4_4x4_2.php","Pili","92.227.213.164","btn3","2014-10-06 20:47:44",""mousemove\",\"b1\",\"2,32\",\"4708\","-1"
"187","v1","","4_4x4_2.php","Pili","92.227.213.164","btn3","2014-10-06 20:47:44",""mouseout\",\"b1\",\"out\",\"4720\","-1"
"187","v1","","4_4x4_2.php","Pili","92.227.213.164","btn3","2014-10-06 20:47:44",""mouseover\",\"b0\",\"in\",\"4746\","-1"
"187","v1","","4_4x4_2.php","Pili","92.227.213.164","btn3","2014-10-06 20:47:44",""mousemove\",\"b0\",\"98,37\",\"4746\","-1"
"187","v1","","4_4x4_2.php","Pili","92.227.213.164","btn3","2014-10-06 20:47:44",""mousemove\",\"b0\",\"94,39\",\"4771\","-1"
"187","v1","","4_4x4_2.php","Pili","92.227.213.164","btn3","2014-10-06 20:47:44",""mousemove\",\"b0\",\"92,39\",\"4779\","-1"
"187","v1","","4_4x4_2.php","Pili","92.227.213.164","btn3","2014-10-06 20:47:44",""mousemove\",\"b0\",\"91,40\",\"4791\","-1"
"187","v1","","4_4x4_2.php","Pili","92.227.213.164","btn3","2014-10-06 20:47:44",""mousemove\",\"b0\",\"89,40\",\"4811\","-1"
"187","v1","","4_4x4_2.php","Pili","92.227.213.164","btn3","2014-10-06 20:47:44",""mousemove\",\"b0\",\"85,39\",\"4845\","-1"
"187","v1","","4_4x4_2.php","Pili","92.227.213.164","btn3","2014-10-06 20:47:44",""mousemove\",\"b0\",\"81,39\",\"4856\","-1"
"187","v1","","4_4x4_2.php","Pili","92.227.213.164","btn3","2014-10-06 20:47:44",""mousemove\",\"b0\",\"79,38\",\"4884\","-1"
"187","v1","","4_4x4_2.php","Pili","92.227.213.164","btn3","2014-10-06 20:47:44",""mousemove\",\"b0\",\"79,37\",\"4895\","-1"
"187","v1","","4_4x4_2.php","Pili","92.227.213.164","btn3","2014-10-06 20:47:44",""mousemove\",\"b0\",\"78,37\",\"4910\","-1"
"187","v1","","4_4x4_2.php","Pili","92.227.213.164","btn3","2014-10-06 20:47:44",""mousemove\",\"b0\",\"80,38\",\"4926\","-1"
"187","v1","","4_4x4_2.php","Pili","92.227.213.164","btn3","2014-10-06 20:47:44",""mousemove\",\"b0\",\"81,39\",\"4947\","-1"
"187","v1","","4_4x4_2.php","Pili","92.227.213.164","btn3","2014-10-06 20:47:44",""mousemove\",\"b0\",\"83,39\",\"4969\","-1"
"187","v1","","4_4x4_2.php","Pili","92.227.213.164","btn3","2014-10-06 20:47:44",""mousemove\",\"b0\",\"86,40\",\"4992\","-1"
"187","v1","","4_4x4_2.php","Pili","92.227.213.164","btn3","2014-10-06 20:47:44",""mouseout\",\"b0\",\"out\",\"5035\","-1"
"187","v1","","4_4x4_2.php","Pili","92.227.213.164","btn3","2014-10-06 20:47:44",""mouseover\",\"b1\",\"in\",\"5077\","-1"
"187","v1","","4_4x4_2.php","Pili","92.227.213.164","btn3","2014-10-06 20:47:44",""mousemove\",\"b1\",\"20,37\",\"5080\","-1"
"187","v1","","4_4x4_2.php","Pili","92.227.213.164","btn3","2014-10-06 20:47:44",""mousemove\",\"b1\",\"25,37\",\"5095\","-1"
"187","v1","","4_4x4_2.php","Pili","92.227.213.164","btn3","2014-10-06 20:47:44",""mousemove\",\"b1\",\"35,37\",\"5116\","-1"
"187","v1","","4_4x4_2.php","Pili","92.227.213.164","btn3","2014-10-06 20:47:44",""mousemove\",\"b1\",\"40,36\",\"5122\","-1"
"187","v1","","4_4x4_2.php","Pili","92.227.213.164","btn3","2014-10-06 20:47:44",""mousemove\",\"b1\",\"45,36\",\"5135\","-1"
"187","v1","","4_4x4_2.php","Pili","92.227.213.164","btn3","2014-10-06 20:47:44",""mousemove\",\"b1\",\"49,36\",\"5146\","-1"
"187","v1","","4_4x4_2.php","Pili","92.227.213.164","btn3","2014-10-06 20:47:44",""mousemove\",\"b1\",\"55,36\",\"5163\","-1"
"187","v1","","4_4x4_2.php","Pili","92.227.213.164","btn3","2014-10-06 20:47:44",""mousemove\",\"b1\",\"61,35\",\"5170\","-1"
"187","v1","","4_4x4_2.php","Pili","92.227.213.164","btn3","2014-10-06 20:47:44",""mousemove\",\"b1\",\"68,35\",\"5182\","-1"
"187","v1","","4_4x4_2.php","Pili","92.227.213.164","btn3","2014-10-06 20:47:44",""mousemove\",\"b1\",\"74,33\",\"5200\","-1"
"187","v1","","4_4x4_2.php","Pili","92.227.213.164","btn3","2014-10-06 20:47:44",""mousemove\",\"b1\",\"77,33\",\"5206\","-1"
"187","v1","","4_4x4_2.php","Pili","92.227.213.164","btn3","2014-10-06 20:47:44",""mousemove\",\"b1\",\"82,32\",\"5234\","-1"
"187","v1","","4_4x4_2.php","Pili","92.227.213.164","btn3","2014-10-06 20:47:44",""mousemove\",\"b1\",\"87,31\",\"5237\","-1"
"187","v1","","4_4x4_2.php","Pili","92.227.213.164","btn3","2014-10-06 20:47:44",""mousemove\",\"b1\",\"91,30\",\"5241\","-1"
"187","v1","","4_4x4_2.php","Pili","92.227.213.164","btn3","2014-10-06 20:47:44",""mousemove\",\"b1\",\"95,30\",\"5253\","-1"
"187","v1","","4_4x4_2.php","Pili","92.227.213.164","btn3","2014-10-06 20:47:44",""mouseout\",\"b1\",\"out\",\"5265\","-1"
"187","v1","","4_4x4_2.php","Pili","92.227.213.164","btn3","2014-10-06 20:47:44",""mouseover\",\"b2\",\"in\",\"5290\","-1"
"187","v1","","4_4x4_2.php","Pili","92.227.213.164","btn3","2014-10-06 20:47:44",""mousemove\",\"b2\",\"2,28\",\"5295\","-1"
"187","v1","","4_4x4_2.php","Pili","92.227.213.164","btn3","2014-10-06 20:47:44",""mousemove\",\"b2\",\"6,27\",\"5301\","-1"
"187","v1","","4_4x4_2.php","Pili","92.227.213.164","btn3","2014-10-06 20:47:44",""mousemove\",\"b2\",\"13,26\",\"5329\","-1"
"187","v1","","4_4x4_2.php","Pili","92.227.213.164","btn3","2014-10-06 20:47:44",""mousemove\",\"b2\",\"17,26\",\"5337\","-1"
"187","v1","","4_4x4_2.php","Pili","92.227.213.164","btn3","2014-10-06 20:47:44",""mousemove\",\"b2\",\"20,25\",\"5349\","-1"
"187","v1","","4_4x4_2.php","Pili","92.227.213.164","btn3","2014-10-06 20:47:44",""mousemove\",\"b2\",\"24,24\",\"5361\","-1"
"187","v1","","4_4x4_2.php","Pili","92.227.213.164","btn3","2014-10-06 20:47:44",""mousemove\",\"b2\",\"28,24\",\"5372\","-1"
"187","v1","","4_4x4_2.php","Pili","92.227.213.164","btn3","2014-10-06 20:47:44",""mousemove\",\"b2\",\"31,23\",\"5392\","-1"
"187","v1","","4_4x4_2.php","Pili","92.227.213.164","btn3","2014-10-06 20:47:44",""mousemove\",\"b2\",\"33,22\",\"5451\","-1"
"187","v1","","4_4x4_2.php","Pili","92.227.213.164","btn3","2014-10-06 20:47:44",""mousemove\",\"b2\",\"38,22\",\"5548\","-1"
"187","v1","","4_4x4_2.php","Pili","92.227.213.164","btn3","2014-10-06 20:47:44",""click\",\"b2\",\"\",\"5554\","-1"
"187","v1","","4_4x4_2.php","Pili","92.227.213.164","btn3","2014-10-06 20:47:44",""mousemove\",\"b2\",\"38,26\",\"5559\","-1"
"187","v1","","4_4x4_2.php","Pili","92.227.213.164","btn3","2014-10-06 20:47:44",""mousemove\",\"b2\",\"38,30\",\"5567\","-1"
"187","v1","","4_4x4_2.php","Pili","92.227.213.164","btn3","2014-10-06 20:47:44",""mousemove\",\"b2\",\"36,41\",\"5609\","-1"
"187","v1","","4_4x4_2.php","Pili","92.227.213.164","btn3","2014-10-06 20:47:44",""mousemove\",\"b2\",\"36,44\",\"5612\","-1"
"187","v1","","4_4x4_2.php","Pili","92.227.213.164","btn3","2014-10-06 20:47:44",""mousemove\",\"b2\",\"35,48\",\"5635\","-1"
"187","v1","","4_4x4_2.php","Pili","92.227.213.164","btn3","2014-10-06 20:47:44",""mouseout\",\"b2\",\"out\",\"5639\","-1"
"187","v1","","4_4x4_2.php","Pili","92.227.213.164","btn3","2014-10-06 20:47:44",""mouseover\",\"c2\",\"in\",\"5661\","-1"
"187","v1","","4_4x4_2.php","Pili","92.227.213.164","btn3","2014-10-06 20:47:44",""mousemove\",\"c2\",\"34,5\",\"5661\","-1"
"187","v1","","4_4x4_2.php","Pili","92.227.213.164","btn3","2014-10-06 20:47:44",""mousemove\",\"c2\",\"34,9\",\"5681\","-1"
"187","v1","","4_4x4_2.php","Pili","92.227.213.164","btn3","2014-10-06 20:47:44",""mousemove\",\"c2\",\"35,12\",\"5684\","-1"
"187","v1","","4_4x4_2.php","Pili","92.227.213.164","btn3","2014-10-06 20:47:44",""mousemove\",\"c2\",\"35,13\",\"5695\","-1"
"187","v1","","4_4x4_2.php","Pili","92.227.213.164","btn3","2014-10-06 20:47:44",""mousemove\",\"c2\",\"35,15\",\"5706\","-1"
"187","v1","","4_4x4_2.php","Pili","92.227.213.164","btn3","2014-10-06 20:47:44",""mousemove\",\"c2\",\"35,19\",\"5718\","-1"
"187","v1","","4_4x4_2.php","Pili","92.227.213.164","btn3","2014-10-06 20:47:44",""mousemove\",\"c2\",\"35,23\",\"5730\","-1"
"187","v1","","4_4x4_2.php","Pili","92.227.213.164","btn3","2014-10-06 20:47:44",""mousemove\",\"c2\",\"35,25\",\"5743\","-1"
"187","v1","","4_4x4_2.php","Pili","92.227.213.164","btn3","2014-10-06 20:47:44",""mousemove\",\"c2\",\"35,29\",\"5754\","-1"
"187","v1","","4_4x4_2.php","Pili","92.227.213.164","btn3","2014-10-06 20:47:44",""mousemove\",\"c2\",\"37,30\",\"5895\","-1"
"187","v1","","4_4x4_2.php","Pili","92.227.213.164","btn3","2014-10-06 20:47:44",""mousemove\",\"c2\",\"39,30\",\"5909\","-1"
"187","v1","","4_4x4_2.php","Pili","92.227.213.164","btn3","2014-10-06 20:47:44",""mousemove\",\"c2\",\"41,30\",\"5918\","-1"
"187","v1","","4_4x4_2.php","Pili","92.227.213.164","btn3","2014-10-06 20:47:44",""click\",\"c2\",\"\",\"5921\","-1"
"187","v1","","4_4x4_2.php","Pili","92.227.213.164","btn3","2014-10-06 20:47:44",""mousemove\",\"c2\",\"48,29\",\"5930\","-1"
"187","v1","","4_4x4_2.php","Pili","92.227.213.164","btn3","2014-10-06 20:47:44",""mousemove\",\"c2\",\"56,28\",\"5949\","-1"
"187","v1","","4_4x4_2.php","Pili","92.227.213.164","btn3","2014-10-06 20:47:44",""mousemove\",\"c2\",\"65,28\",\"5954\","-1"
"187","v1","","4_4x4_2.php","Pili","92.227.213.164","btn3","2014-10-06 20:47:44",""mousemove\",\"c2\",\"77,30\",\"5966\","-1"
"187","v1","","4_4x4_2.php","Pili","92.227.213.164","btn3","2014-10-06 20:47:44",""mousemove\",\"c2\",\"89,30\",\"5978\","-1"
"187","v1","","4_4x4_2.php","Pili","92.227.213.164","btn3","2014-10-06 20:47:44",""mousemove\",\"c2\",\"97,30\",\"6005\","-1"
"187","v1","","4_4x4_2.php","Pili","92.227.213.164","btn3","2014-10-06 20:47:44",""mouseout\",\"c2\",\"out\",\"6018\","-1"
"187","v1","","4_4x4_2.php","Pili","92.227.213.164","btn3","2014-10-06 20:47:44",""mouseover\",\"c3\",\"in\",\"6030\","-1"
"187","v1","","4_4x4_2.php","Pili","92.227.213.164","btn3","2014-10-06 20:47:44",""mousemove\",\"c3\",\"1,29\",\"6036\","-1"
"187","v1","","4_4x4_2.php","Pili","92.227.213.164","btn3","2014-10-06 20:47:44",""mousemove\",\"c3\",\"9,29\",\"6043\","-1"
"187","v1","","4_4x4_2.php","Pili","92.227.213.164","btn3","2014-10-06 20:47:44",""mousemove\",\"c3\",\"25,27\",\"6070\","-1"
"187","v1","","4_4x4_2.php","Pili","92.227.213.164","btn3","2014-10-06 20:47:44",""mousemove\",\"c3\",\"33,27\",\"6077\","-1"
"187","v1","","4_4x4_2.php","Pili","92.227.213.164","btn3","2014-10-06 20:47:44",""mousemove\",\"c3\",\"40,26\",\"6089\","-1"
"187","v1","","4_4x4_2.php","Pili","92.227.213.164","btn3","2014-10-06 20:47:44",""mousemove\",\"c3\",\"38,27\",\"6123\","-1"
"187","v1","","4_4x4_2.php","Pili","92.227.213.164","btn3","2014-10-06 20:47:44",""mousemove\",\"c3\",\"37,27\",\"6142\","-1"
"187","v1","","4_4x4_2.php","Pili","92.227.213.164","btn3","2014-10-06 20:47:44",""mousemove\",\"c3\",\"30,28\",\"6154\","-1"
"187","v1","","4_4x4_2.php","Pili","92.227.213.164","btn3","2014-10-06 20:47:44",""mousemove\",\"c3\",\"15,30\",\"6168\","-1"
"187","v1","","4_4x4_2.php","Pili","92.227.213.164","btn3","2014-10-06 20:47:44",""mouseout\",\"c3\",\"out\",\"6178\","-1"
"187","v1","","4_4x4_2.php","Pili","92.227.213.164","btn3","2014-10-06 20:47:44",""mouseover\",\"c2\",\"in\",\"6190\","-1"
"187","v1","","4_4x4_2.php","Pili","92.227.213.164","btn3","2014-10-06 20:47:44",""mousemove\",\"c2\",\"73,28\",\"6191\","-1"
"187","v1","","4_4x4_2.php","Pili","92.227.213.164","btn3","2014-10-06 20:47:44",""mousemove\",\"c2\",\"17,23\",\"6219\","-1"
"187","v1","","4_4x4_2.php","Pili","92.227.213.164","btn3","2014-10-06 20:47:44",""mouseout\",\"c2\",\"out\",\"6239\","-1"
"187","v1","","4_4x4_2.php","Pili","92.227.213.164","btn3","2014-10-06 20:47:44",""mouseover\",\"c1\",\"in\",\"6240\","-1"
"187","v1","","4_4x4_2.php","Pili","92.227.213.164","btn3","2014-10-06 20:47:44",""mousemove\",\"c1\",\"69,18\",\"6243\","-1"
"187","v1","","4_4x4_2.php","Pili","92.227.213.164","btn3","2014-10-06 20:47:44",""mousemove\",\"c1\",\"37,13\",\"6265\","-1"
"187","v1","","4_4x4_2.php","Pili","92.227.213.164","btn3","2014-10-06 20:47:44",""mousemove\",\"c1\",\"24,11\",\"6272\","-1"
"187","v1","","4_4x4_2.php","Pili","92.227.213.164","btn3","2014-10-06 20:47:44",""mousemove\",\"c1\",\"15,9\",\"6285\","-1"
"187","v1","","4_4x4_2.php","Pili","92.227.213.164","btn3","2014-10-06 20:47:44",""mousemove\",\"c1\",\"7,7\",\"6297\","-1"
