"id","expversion","transform","expname","subject","ip","choice","submitted","event","name","value","time","condnum"
"1300","","","2_3x3_2.php","","91.194.108.88","btn1","2014-10-15 16:39:39",""mousemove\",\"c1\",\"82,31\",\"74052\","-1"
"1300","","","2_3x3_2.php","","91.194.108.88","btn1","2014-10-15 16:39:39",""mousemove\",\"c1\",\"81,31\",\"74057\","-1"
"1300","","","2_3x3_2.php","","91.194.108.88","btn1","2014-10-15 16:39:39",""mousemove\",\"c1\",\"78,31\",\"74065\","-1"
"1300","","","2_3x3_2.php","","91.194.108.88","btn1","2014-10-15 16:39:39",""mousemove\",\"c1\",\"76,31\",\"74073\","-1"
"1300","","","2_3x3_2.php","","91.194.108.88","btn1","2014-10-15 16:39:39",""mousemove\",\"c1\",\"74,31\",\"74081\","-1"
"1300","","","2_3x3_2.php","","91.194.108.88","btn1","2014-10-15 16:39:39",""mousemove\",\"c1\",\"73,31\",\"74089\","-1"
"1300","","","2_3x3_2.php","","91.194.108.88","btn1","2014-10-15 16:39:39",""mousemove\",\"c1\",\"71,31\",\"74097\","-1"
"1300","","","2_3x3_2.php","","91.194.108.88","btn1","2014-10-15 16:39:39",""mousemove\",\"c1\",\"70,31\",\"74113\","-1"
"1300","","","2_3x3_2.php","","91.194.108.88","btn1","2014-10-15 16:39:39",""mousemove\",\"c1\",\"68,31\",\"74121\","-1"
"1300","","","2_3x3_2.php","","91.194.108.88","btn1","2014-10-15 16:39:39",""mousemove\",\"c1\",\"67,31\",\"74137\","-1"
"1300","","","2_3x3_2.php","","91.194.108.88","btn1","2014-10-15 16:39:39",""mousemove\",\"c1\",\"65,31\",\"74145\","-1"
"1300","","","2_3x3_2.php","","91.194.108.88","btn1","2014-10-15 16:39:39",""mousemove\",\"c1\",\"64,31\",\"74161\","-1"
"1300","","","2_3x3_2.php","","91.194.108.88","btn1","2014-10-15 16:39:39",""mousemove\",\"c1\",\"62,31\",\"74169\","-1"
"1300","","","2_3x3_2.php","","91.194.108.88","btn1","2014-10-15 16:39:39",""mousemove\",\"c1\",\"61,31\",\"74177\","-1"
"1300","","","2_3x3_2.php","","91.194.108.88","btn1","2014-10-15 16:39:39",""mousemove\",\"c1\",\"59,31\",\"74189\","-1"
"1300","","","2_3x3_2.php","","91.194.108.88","btn1","2014-10-15 16:39:39",""mousemove\",\"c1\",\"56,31\",\"74193\","-1"
"1300","","","2_3x3_2.php","","91.194.108.88","btn1","2014-10-15 16:39:39",""mousemove\",\"c1\",\"54,31\",\"74201\","-1"
"1300","","","2_3x3_2.php","","91.194.108.88","btn1","2014-10-15 16:39:39",""mousemove\",\"c1\",\"51,31\",\"74209\","-1"
"1300","","","2_3x3_2.php","","91.194.108.88","btn1","2014-10-15 16:39:39",""mousemove\",\"c1\",\"50,31\",\"74217\","-1"
"1300","","","2_3x3_2.php","","91.194.108.88","btn1","2014-10-15 16:39:39",""mousemove\",\"c1\",\"47,31\",\"74225\","-1"
"1300","","","2_3x3_2.php","","91.194.108.88","btn1","2014-10-15 16:39:39",""mousemove\",\"c1\",\"45,31\",\"74233\","-1"
"1300","","","2_3x3_2.php","","91.194.108.88","btn1","2014-10-15 16:39:39",""mousemove\",\"c1\",\"42,31\",\"74241\","-1"
"1300","","","2_3x3_2.php","","91.194.108.88","btn1","2014-10-15 16:39:39",""mousemove\",\"c1\",\"39,31\",\"74249\","-1"
"1300","","","2_3x3_2.php","","91.194.108.88","btn1","2014-10-15 16:39:39",""mousemove\",\"c1\",\"36,31\",\"74257\","-1"
"1300","","","2_3x3_2.php","","91.194.108.88","btn1","2014-10-15 16:39:39",""mousemove\",\"c1\",\"32,31\",\"74265\","-1"
"1300","","","2_3x3_2.php","","91.194.108.88","btn1","2014-10-15 16:39:39",""mousemove\",\"c1\",\"28,31\",\"74273\","-1"
"1300","","","2_3x3_2.php","","91.194.108.88","btn1","2014-10-15 16:39:39",""mousemove\",\"c1\",\"25,31\",\"74281\","-1"
"1300","","","2_3x3_2.php","","91.194.108.88","btn1","2014-10-15 16:39:39",""mousemove\",\"c1\",\"22,31\",\"74289\","-1"
"1300","","","2_3x3_2.php","","91.194.108.88","btn1","2014-10-15 16:39:39",""mousemove\",\"c1\",\"18,31\",\"74297\","-1"
"1300","","","2_3x3_2.php","","91.194.108.88","btn1","2014-10-15 16:39:39",""mousemove\",\"c1\",\"13,31\",\"74305\","-1"
"1300","","","2_3x3_2.php","","91.194.108.88","btn1","2014-10-15 16:39:39",""mousemove\",\"c1\",\"9,31\",\"74313\","-1"
"1300","","","2_3x3_2.php","","91.194.108.88","btn1","2014-10-15 16:39:39",""mousemove\",\"c1\",\"5,31\",\"74321\","-1"
"1300","","","2_3x3_2.php","","91.194.108.88","btn1","2014-10-15 16:39:39",""mousemove\",\"c1\",\"1,31\",\"74329\","-1"
"1300","","","2_3x3_2.php","","91.194.108.88","btn1","2014-10-15 16:39:39",""mouseout\",\"c1\",\"out\",\"74337\","-1"
"1300","","","2_3x3_2.php","","91.194.108.88","btn1","2014-10-15 16:39:39",""mousemove\",\"c0\",\"99,31\",\"74348\","-1"
"1300","","","2_3x3_2.php","","91.194.108.88","btn1","2014-10-15 16:39:39",""mouseover\",\"c1\",\"\",\"74350\","-1"
"1300","","","2_3x3_2.php","","91.194.108.88","btn1","2014-10-15 16:39:39",""mouseover\",\"c0\",\"270 ; 0\",\"74352\","-1"
"1300","","","2_3x3_2.php","","91.194.108.88","btn1","2014-10-15 16:39:39",""mousemove\",\"c0\",\"91,31\",\"74363\","-1"
"1300","","","2_3x3_2.php","","91.194.108.88","btn1","2014-10-15 16:39:39",""mousemove\",\"c0\",\"87,31\",\"74371\","-1"
"1300","","","2_3x3_2.php","","91.194.108.88","btn1","2014-10-15 16:39:39",""mousemove\",\"c0\",\"84,31\",\"74377\","-1"
"1300","","","2_3x3_2.php","","91.194.108.88","btn1","2014-10-15 16:39:39",""mousemove\",\"c0\",\"80,31\",\"74385\","-1"
"1300","","","2_3x3_2.php","","91.194.108.88","btn1","2014-10-15 16:39:39",""mousemove\",\"c0\",\"77,32\",\"74393\","-1"
"1300","","","2_3x3_2.php","","91.194.108.88","btn1","2014-10-15 16:39:39",""mousemove\",\"c0\",\"72,32\",\"74401\","-1"
"1300","","","2_3x3_2.php","","91.194.108.88","btn1","2014-10-15 16:39:39",""mousemove\",\"c0\",\"70,32\",\"74409\","-1"
"1300","","","2_3x3_2.php","","91.194.108.88","btn1","2014-10-15 16:39:39",""mousemove\",\"c0\",\"66,32\",\"74417\","-1"
"1300","","","2_3x3_2.php","","91.194.108.88","btn1","2014-10-15 16:39:39",""mousemove\",\"c0\",\"62,32\",\"74425\","-1"
"1300","","","2_3x3_2.php","","91.194.108.88","btn1","2014-10-15 16:39:39",""mousemove\",\"c0\",\"58,32\",\"74433\","-1"
"1300","","","2_3x3_2.php","","91.194.108.88","btn1","2014-10-15 16:39:39",""mousemove\",\"c0\",\"53,32\",\"74441\","-1"
"1300","","","2_3x3_2.php","","91.194.108.88","btn1","2014-10-15 16:39:39",""mousemove\",\"c0\",\"50,32\",\"74449\","-1"
"1300","","","2_3x3_2.php","","91.194.108.88","btn1","2014-10-15 16:39:39",""mousemove\",\"c0\",\"46,32\",\"74457\","-1"
"1300","","","2_3x3_2.php","","91.194.108.88","btn1","2014-10-15 16:39:39",""mousemove\",\"c0\",\"44,32\",\"74465\","-1"
"1300","","","2_3x3_2.php","","91.194.108.88","btn1","2014-10-15 16:39:39",""mousemove\",\"c0\",\"43,32\",\"74473\","-1"
"1300","","","2_3x3_2.php","","91.194.108.88","btn1","2014-10-15 16:39:39",""mousemove\",\"c0\",\"42,33\",\"74481\","-1"
"1300","","","2_3x3_2.php","","91.194.108.88","btn1","2014-10-15 16:39:39",""mousemove\",\"c0\",\"41,33\",\"74497\","-1"
"1300","","","2_3x3_2.php","","91.194.108.88","btn1","2014-10-15 16:39:39",""mousemove\",\"c0\",\"42,33\",\"74753\","-1"
"1300","","","2_3x3_2.php","","91.194.108.88","btn1","2014-10-15 16:39:39",""mousemove\",\"c0\",\"43,33\",\"74761\","-1"
"1300","","","2_3x3_2.php","","91.194.108.88","btn1","2014-10-15 16:39:39",""mousemove\",\"c0\",\"45,33\",\"74769\","-1"
"1300","","","2_3x3_2.php","","91.194.108.88","btn1","2014-10-15 16:39:39",""mousemove\",\"c0\",\"46,33\",\"74777\","-1"
"1300","","","2_3x3_2.php","","91.194.108.88","btn1","2014-10-15 16:39:39",""mousemove\",\"c0\",\"47,33\",\"74785\","-1"
"1300","","","2_3x3_2.php","","91.194.108.88","btn1","2014-10-15 16:39:39",""mousemove\",\"c0\",\"48,35\",\"74801\","-1"
"1300","","","2_3x3_2.php","","91.194.108.88","btn1","2014-10-15 16:39:39",""mousemove\",\"c0\",\"49,35\",\"74811\","-1"
"1300","","","2_3x3_2.php","","91.194.108.88","btn1","2014-10-15 16:39:39",""mousemove\",\"c0\",\"50,35\",\"74817\","-1"
"1300","","","2_3x3_2.php","","91.194.108.88","btn1","2014-10-15 16:39:39",""mousemove\",\"c0\",\"52,35\",\"74833\","-1"
"1300","","","2_3x3_2.php","","91.194.108.88","btn1","2014-10-15 16:39:39",""mousemove\",\"c0\",\"53,35\",\"74841\","-1"
"1300","","","2_3x3_2.php","","91.194.108.88","btn1","2014-10-15 16:39:39",""mousemove\",\"c0\",\"55,35\",\"74849\","-1"
"1300","","","2_3x3_2.php","","91.194.108.88","btn1","2014-10-15 16:39:39",""mousemove\",\"c0\",\"57,35\",\"74857\","-1"
"1300","","","2_3x3_2.php","","91.194.108.88","btn1","2014-10-15 16:39:39",""mousemove\",\"c0\",\"60,35\",\"74865\","-1"
"1300","","","2_3x3_2.php","","91.194.108.88","btn1","2014-10-15 16:39:39",""mousemove\",\"c0\",\"64,35\",\"74873\","-1"
"1300","","","2_3x3_2.php","","91.194.108.88","btn1","2014-10-15 16:39:39",""mousemove\",\"c0\",\"69,35\",\"74881\","-1"
"1300","","","2_3x3_2.php","","91.194.108.88","btn1","2014-10-15 16:39:39",""mousemove\",\"c0\",\"76,34\",\"74889\","-1"
"1300","","","2_3x3_2.php","","91.194.108.88","btn1","2014-10-15 16:39:39",""mousemove\",\"c0\",\"80,33\",\"74897\","-1"
"1300","","","2_3x3_2.php","","91.194.108.88","btn1","2014-10-15 16:39:39",""mousemove\",\"c0\",\"84,30\",\"74905\","-1"
"1300","","","2_3x3_2.php","","91.194.108.88","btn1","2014-10-15 16:39:39",""mousemove\",\"c0\",\"86,29\",\"74913\","-1"
"1300","","","2_3x3_2.php","","91.194.108.88","btn1","2014-10-15 16:39:39",""mousemove\",\"c0\",\"88,27\",\"74921\","-1"
"1300","","","2_3x3_2.php","","91.194.108.88","btn1","2014-10-15 16:39:39",""mousemove\",\"c0\",\"88,26\",\"74929\","-1"
"1300","","","2_3x3_2.php","","91.194.108.88","btn1","2014-10-15 16:39:39",""mousemove\",\"c0\",\"88,23\",\"74938\","-1"
"1300","","","2_3x3_2.php","","91.194.108.88","btn1","2014-10-15 16:39:39",""mousemove\",\"c0\",\"88,21\",\"74945\","-1"
"1300","","","2_3x3_2.php","","91.194.108.88","btn1","2014-10-15 16:39:39",""mousemove\",\"c0\",\"88,16\",\"74953\","-1"
"1300","","","2_3x3_2.php","","91.194.108.88","btn1","2014-10-15 16:39:39",""mousemove\",\"c0\",\"88,12\",\"74961\","-1"
"1300","","","2_3x3_2.php","","91.194.108.88","btn1","2014-10-15 16:39:39",""mousemove\",\"c0\",\"88,9\",\"74969\","-1"
"1300","","","2_3x3_2.php","","91.194.108.88","btn1","2014-10-15 16:39:39",""mousemove\",\"c0\",\"88,5\",\"74977\","-1"
"1300","","","2_3x3_2.php","","91.194.108.88","btn1","2014-10-15 16:39:39",""mouseout\",\"c0\",\"out\",\"74985\","-1"
"1300","","","2_3x3_2.php","","91.194.108.88","btn1","2014-10-15 16:39:39",""mousemove\",\"b0\",\"80,49\",\"74993\","-1"
"1300","","","2_3x3_2.php","","91.194.108.88","btn1","2014-10-15 16:39:39",""mouseover\",\"c0\",\"\",\"74995\","-1"
"1300","","","2_3x3_2.php","","91.194.108.88","btn1","2014-10-15 16:39:39",""mouseover\",\"b0\",\"540 ; 180\",\"74997\","-1"
"1300","","","2_3x3_2.php","","91.194.108.88","btn1","2014-10-15 16:39:39",""mousemove\",\"b0\",\"71,39\",\"75011\","-1"
"1300","","","2_3x3_2.php","","91.194.108.88","btn1","2014-10-15 16:39:39",""mousemove\",\"b0\",\"69,36\",\"75021\","-1"
"1300","","","2_3x3_2.php","","91.194.108.88","btn1","2014-10-15 16:39:39",""mousemove\",\"b0\",\"67,35\",\"75026\","-1"
"1300","","","2_3x3_2.php","","91.194.108.88","btn1","2014-10-15 16:39:39",""mousemove\",\"b0\",\"65,33\",\"75037\","-1"
"1300","","","2_3x3_2.php","","91.194.108.88","btn1","2014-10-15 16:39:39",""mousemove\",\"b0\",\"63,32\",\"75049\","-1"
"1300","","","2_3x3_2.php","","91.194.108.88","btn1","2014-10-15 16:39:39",""mousemove\",\"b0\",\"63,31\",\"75057\","-1"
"1300","","","2_3x3_2.php","","91.194.108.88","btn1","2014-10-15 16:39:39",""mousemove\",\"b0\",\"61,31\",\"75065\","-1"
"1300","","","2_3x3_2.php","","91.194.108.88","btn1","2014-10-15 16:39:39",""mousemove\",\"b0\",\"61,30\",\"75073\","-1"
"1300","","","2_3x3_2.php","","91.194.108.88","btn1","2014-10-15 16:39:39",""mousemove\",\"b0\",\"60,30\",\"75081\","-1"
"1300","","","2_3x3_2.php","","91.194.108.88","btn1","2014-10-15 16:39:39",""mousemove\",\"b0\",\"59,28\",\"75089\","-1"
"1300","","","2_3x3_2.php","","91.194.108.88","btn1","2014-10-15 16:39:39",""mousemove\",\"b0\",\"57,27\",\"75105\","-1"
"1300","","","2_3x3_2.php","","91.194.108.88","btn1","2014-10-15 16:39:39",""mousemove\",\"b0\",\"57,26\",\"75113\","-1"
"1300","","","2_3x3_2.php","","91.194.108.88","btn1","2014-10-15 16:39:39",""mousemove\",\"b0\",\"55,24\",\"75129\","-1"
"1300","","","2_3x3_2.php","","91.194.108.88","btn1","2014-10-15 16:39:39",""mousemove\",\"b0\",\"54,21\",\"75145\","-1"
"1300","","","2_3x3_2.php","","91.194.108.88","btn1","2014-10-15 16:39:39",""mousemove\",\"b0\",\"53,21\",\"75153\","-1"
"1300","","","2_3x3_2.php","","91.194.108.88","btn1","2014-10-15 16:39:39",""mousemove\",\"b0\",\"53,20\",\"75177\","-1"
"1300","","","2_3x3_2.php","","91.194.108.88","btn1","2014-10-15 16:39:39",""mousemove\",\"b0\",\"60,20\",\"78673\","-1"
"1300","","","2_3x3_2.php","","91.194.108.88","btn1","2014-10-15 16:39:39",""mousemove\",\"b0\",\"73,20\",\"78682\","-1"
"1300","","","2_3x3_2.php","","91.194.108.88","btn1","2014-10-15 16:39:39",""mousemove\",\"b0\",\"93,24\",\"78689\","-1"
"1300","","","2_3x3_2.php","","91.194.108.88","btn1","2014-10-15 16:39:39",""mouseout\",\"b0\",\"out\",\"78697\","-1"
"1300","","","2_3x3_2.php","","91.194.108.88","btn1","2014-10-15 16:39:39",""mousemove\",\"b1\",\"11,27\",\"78698\","-1"
"1300","","","2_3x3_2.php","","91.194.108.88","btn1","2014-10-15 16:39:39",""mouseover\",\"b0\",\"\",\"78700\","-1"
"1300","","","2_3x3_2.php","","91.194.108.88","btn1","2014-10-15 16:39:39",""mouseover\",\"b1\",\"0 ; 0\",\"78702\","-1"
"1300","","","2_3x3_2.php","","91.194.108.88","btn1","2014-10-15 16:39:39",""mousemove\",\"b1\",\"32,29\",\"78711\","-1"
"1300","","","2_3x3_2.php","","91.194.108.88","btn1","2014-10-15 16:39:39",""mousemove\",\"b1\",\"47,29\",\"78713\","-1"
"1300","","","2_3x3_2.php","","91.194.108.88","btn1","2014-10-15 16:39:39",""mousemove\",\"b1\",\"62,29\",\"78726\","-1"
"1300","","","2_3x3_2.php","","91.194.108.88","btn1","2014-10-15 16:39:39",""mousemove\",\"b1\",\"76,29\",\"78728\","-1"
"1300","","","2_3x3_2.php","","91.194.108.88","btn1","2014-10-15 16:39:39",""mousemove\",\"b1\",\"90,31\",\"78736\","-1"
"1300","","","2_3x3_2.php","","91.194.108.88","btn1","2014-10-15 16:39:39",""mouseout\",\"b1\",\"out\",\"78744\","-1"
"1300","","","2_3x3_2.php","","91.194.108.88","btn1","2014-10-15 16:39:39",""mousemove\",\"b2\",\"14,31\",\"78753\","-1"
"1300","","","2_3x3_2.php","","91.194.108.88","btn1","2014-10-15 16:39:39",""mouseover\",\"b1\",\"\",\"78754\","-1"
"1300","","","2_3x3_2.php","","91.194.108.88","btn1","2014-10-15 16:39:39",""mouseover\",\"b2\",\"0 ; 270\",\"78754\","-1"
"1300","","","2_3x3_2.php","","91.194.108.88","btn1","2014-10-15 16:39:39",""mousemove\",\"b2\",\"27,31\",\"78764\","-1"
"1300","","","2_3x3_2.php","","91.194.108.88","btn1","2014-10-15 16:39:39",""mousemove\",\"b2\",\"40,31\",\"78772\","-1"
"1300","","","2_3x3_2.php","","91.194.108.88","btn1","2014-10-15 16:39:39",""mousemove\",\"b2\",\"49,31\",\"78777\","-1"
"1300","","","2_3x3_2.php","","91.194.108.88","btn1","2014-10-15 16:39:39",""mousemove\",\"b2\",\"56,31\",\"78784\","-1"
"1300","","","2_3x3_2.php","","91.194.108.88","btn1","2014-10-15 16:39:39",""mousemove\",\"b2\",\"60,31\",\"78793\","-1"
"1300","","","2_3x3_2.php","","91.194.108.88","btn1","2014-10-15 16:39:39",""mousemove\",\"b2\",\"63,31\",\"78800\","-1"
"1300","","","2_3x3_2.php","","91.194.108.88","btn1","2014-10-15 16:39:39",""mousemove\",\"b2\",\"65,31\",\"78809\","-1"
"1300","","","2_3x3_2.php","","91.194.108.88","btn1","2014-10-15 16:39:39",""mousemove\",\"b2\",\"68,31\",\"78816\","-1"
"1300","","","2_3x3_2.php","","91.194.108.88","btn1","2014-10-15 16:39:39",""mousemove\",\"b2\",\"71,31\",\"78824\","-1"
"1300","","","2_3x3_2.php","","91.194.108.88","btn1","2014-10-15 16:39:39",""mousemove\",\"b2\",\"74,31\",\"78832\","-1"
"1300","","","2_3x3_2.php","","91.194.108.88","btn1","2014-10-15 16:39:39",""mousemove\",\"b2\",\"78,31\",\"78840\","-1"
"1300","","","2_3x3_2.php","","91.194.108.88","btn1","2014-10-15 16:39:39",""mousemove\",\"b2\",\"82,30\",\"78849\","-1"
"1300","","","2_3x3_2.php","","91.194.108.88","btn1","2014-10-15 16:39:39",""mousemove\",\"b2\",\"88,30\",\"78856\","-1"
"1300","","","2_3x3_2.php","","91.194.108.88","btn1","2014-10-15 16:39:39",""mousemove\",\"b2\",\"94,29\",\"78864\","-1"
"1300","","","2_3x3_2.php","","91.194.108.88","btn1","2014-10-15 16:39:39",""mousemove\",\"b2\",\"98,28\",\"78872\","-1"
"1300","","","2_3x3_2.php","","91.194.108.88","btn1","2014-10-15 16:39:39",""mouseout\",\"b2\",\"out\",\"78880\","-1"
"1300","","","2_3x3_2.php","","91.194.108.88","btn1","2014-10-15 16:39:39",""mouseover\",\"btn2\",\"Strategie 2\",\"78883\","-1"
"1300","","","2_3x3_2.php","","91.194.108.88","btn1","2014-10-15 16:39:39",""mouseout\",\"btn2\",\"Strategie 2\",\"81625\","-1"
"1300","","","2_3x3_2.php","","91.194.108.88","btn1","2014-10-15 16:39:39",""mouseover\",\"btn1\",\"Strategie 1\",\"81670\","-1"
"1300","","","2_3x3_2.php","","91.194.108.88","btn1","2014-10-15 16:39:39",""mouseout\",\"btn1\",\"Strategie 1\",\"81709\","-1"
"1300","","","2_3x3_2.php","","91.194.108.88","btn1","2014-10-15 16:39:39",""mousemove\",\"b2\",\"61,12\",\"85097\","-1"
"1300","","","2_3x3_2.php","","91.194.108.88","btn1","2014-10-15 16:39:39",""mouseover\",\"b2\",\"\",\"85099\","-1"
"1300","","","2_3x3_2.php","","91.194.108.88","btn1","2014-10-15 16:39:39",""mouseout\",\"b2\",\"out\",\"85115\","-1"
"1300","","","2_3x3_2.php","","91.194.108.88","btn1","2014-10-15 16:39:39",""mousemove\",\"b1\",\"95,12\",\"85117\","-1"
"1300","","","2_3x3_2.php","","91.194.108.88","btn1","2014-10-15 16:39:39",""mouseover\",\"b1\",\"0 ; 0\",\"85119\","-1"
"1300","","","2_3x3_2.php","","91.194.108.88","btn1","2014-10-15 16:39:39",""mousemove\",\"b1\",\"36,12\",\"85132\","-1"
"1300","","","2_3x3_2.php","","91.194.108.88","btn1","2014-10-15 16:39:39",""mousemove\",\"b1\",\"24,12\",\"85144\","-1"
"1300","","","2_3x3_2.php","","91.194.108.88","btn1","2014-10-15 16:39:39",""mousemove\",\"b1\",\"13,12\",\"85147\","-1"
"1300","","","2_3x3_2.php","","91.194.108.88","btn1","2014-10-15 16:39:39",""mousemove\",\"b1\",\"6,12\",\"85161\","-1"
"1300","","","2_3x3_2.php","","91.194.108.88","btn1","2014-10-15 16:39:39",""mousemove\",\"b1\",\"2,12\",\"85162\","-1"
"1300","","","2_3x3_2.php","","91.194.108.88","btn1","2014-10-15 16:39:39",""mouseout\",\"b1\",\"out\",\"85168\","-1"
"1300","","","2_3x3_2.php","","91.194.108.88","btn1","2014-10-15 16:39:39",""mousemove\",\"b0\",\"98,12\",\"85176\","-1"
"1300","","","2_3x3_2.php","","91.194.108.88","btn1","2014-10-15 16:39:39",""mouseover\",\"b1\",\"\",\"85177\","-1"
"1300","","","2_3x3_2.php","","91.194.108.88","btn1","2014-10-15 16:39:39",""mouseover\",\"b0\",\"540 ; 180\",\"85178\","-1"
"1300","","","2_3x3_2.php","","91.194.108.88","btn1","2014-10-15 16:39:39",""mousemove\",\"b0\",\"93,11\",\"85191\","-1"
"1300","","","2_3x3_2.php","","91.194.108.88","btn1","2014-10-15 16:39:39",""mousemove\",\"b0\",\"88,11\",\"85192\","-1"
"1300","","","2_3x3_2.php","","91.194.108.88","btn1","2014-10-15 16:39:39",""mousemove\",\"b0\",\"83,10\",\"85204\","-1"
"1300","","","2_3x3_2.php","","91.194.108.88","btn1","2014-10-15 16:39:39",""mousemove\",\"b0\",\"79,10\",\"85208\","-1"
"1300","","","2_3x3_2.php","","91.194.108.88","btn1","2014-10-15 16:39:39",""mousemove\",\"b0\",\"74,10\",\"85216\","-1"
"1300","","","2_3x3_2.php","","91.194.108.88","btn1","2014-10-15 16:39:39",""mousemove\",\"b0\",\"69,10\",\"85224\","-1"
"1300","","","2_3x3_2.php","","91.194.108.88","btn1","2014-10-15 16:39:39",""mousemove\",\"b0\",\"66,10\",\"85232\","-1"
"1300","","","2_3x3_2.php","","91.194.108.88","btn1","2014-10-15 16:39:39",""mousemove\",\"b0\",\"66,9\",\"85288\","-1"
"1300","","","2_3x3_2.php","","91.194.108.88","btn1","2014-10-15 16:39:39",""mousemove\",\"b0\",\"69,8\",\"85304\","-1"
"1300","","","2_3x3_2.php","","91.194.108.88","btn1","2014-10-15 16:39:39",""mousemove\",\"b0\",\"72,7\",\"85312\","-1"
"1300","","","2_3x3_2.php","","91.194.108.88","btn1","2014-10-15 16:39:39",""mousemove\",\"b0\",\"74,6\",\"85320\","-1"
"1300","","","2_3x3_2.php","","91.194.108.88","btn1","2014-10-15 16:39:39",""mousemove\",\"b0\",\"79,5\",\"85328\","-1"
"1300","","","2_3x3_2.php","","91.194.108.88","btn1","2014-10-15 16:39:39",""mousemove\",\"b0\",\"88,2\",\"85336\","-1"
"1300","","","2_3x3_2.php","","91.194.108.88","btn1","2014-10-15 16:39:39",""mousemove\",\"b0\",\"94,1\",\"85344\","-1"
"1300","","","2_3x3_2.php","","91.194.108.88","btn1","2014-10-15 16:39:39",""mouseout\",\"b0\",\"out\",\"85352\","-1"
"1300","","","2_3x3_2.php","","91.194.108.88","btn1","2014-10-15 16:39:39",""mousemove\",\"a1\",\"19,47\",\"85369\","-1"
"1300","","","2_3x3_2.php","","91.194.108.88","btn1","2014-10-15 16:39:39",""mouseover\",\"b0\",\"\",\"85370\","-1"
"1300","","","2_3x3_2.php","","91.194.108.88","btn1","2014-10-15 16:39:39",""mouseover\",\"a1\",\"180 ; 540\",\"85372\","-1"
"1300","","","2_3x3_2.php","","91.194.108.88","btn1","2014-10-15 16:39:39",""mousemove\",\"a1\",\"23,45\",\"85385\","-1"
"1300","","","2_3x3_2.php","","91.194.108.88","btn1","2014-10-15 16:39:39",""mousemove\",\"a1\",\"32,42\",\"85388\","-1"
"1300","","","2_3x3_2.php","","91.194.108.88","btn1","2014-10-15 16:39:39",""mousemove\",\"a1\",\"38,41\",\"85398\","-1"
"1300","","","2_3x3_2.php","","91.194.108.88","btn1","2014-10-15 16:39:39",""mousemove\",\"a1\",\"48,39\",\"85411\","-1"
"1300","","","2_3x3_2.php","","91.194.108.88","btn1","2014-10-15 16:39:39",""mousemove\",\"a1\",\"53,39\",\"85416\","-1"
"1300","","","2_3x3_2.php","","91.194.108.88","btn1","2014-10-15 16:39:39",""mousemove\",\"a1\",\"58,39\",\"85424\","-1"
"1300","","","2_3x3_2.php","","91.194.108.88","btn1","2014-10-15 16:39:39",""mousemove\",\"a1\",\"64,39\",\"85437\","-1"
"1300","","","2_3x3_2.php","","91.194.108.88","btn1","2014-10-15 16:39:39",""mousemove\",\"a1\",\"72,39\",\"85440\","-1"
"1300","","","2_3x3_2.php","","91.194.108.88","btn1","2014-10-15 16:39:39",""mousemove\",\"a1\",\"82,39\",\"85448\","-1"
"1300","","","2_3x3_2.php","","91.194.108.88","btn1","2014-10-15 16:39:39",""mousemove\",\"a1\",\"88,39\",\"85456\","-1"
"1300","","","2_3x3_2.php","","91.194.108.88","btn1","2014-10-15 16:39:39",""mousemove\",\"a1\",\"99,40\",\"85464\","-1"
"1300","","","2_3x3_2.php","","91.194.108.88","btn1","2014-10-15 16:39:39",""mouseout\",\"a1\",\"out\",\"85472\","-1"
"1300","","","2_3x3_2.php","","91.194.108.88","btn1","2014-10-15 16:39:39",""mousemove\",\"a2\",\"3,42\",\"85474\","-1"
"1300","","","2_3x3_2.php","","91.194.108.88","btn1","2014-10-15 16:39:39",""mouseover\",\"a1\",\"\",\"85476\","-1"
"1300","","","2_3x3_2.php","","91.194.108.88","btn1","2014-10-15 16:39:39",""mouseover\",\"a2\",\"0 ; 270\",\"85478\","-1"
"1300","","","2_3x3_2.php","","91.194.108.88","btn1","2014-10-15 16:39:39",""mousemove\",\"a2\",\"25,47\",\"85491\","-1"
"1300","","","2_3x3_2.php","","91.194.108.88","btn1","2014-10-15 16:39:39",""mousemove\",\"a2\",\"33,48\",\"85496\","-1"
"1300","","","2_3x3_2.php","","91.194.108.88","btn1","2014-10-15 16:39:39",""mousemove\",\"a2\",\"37,48\",\"85504\","-1"
"1300","","","2_3x3_2.php","","91.194.108.88","btn1","2014-10-15 16:39:39",""mousemove\",\"a2\",\"44,48\",\"85516\","-1"
"1300","","","2_3x3_2.php","","91.194.108.88","btn1","2014-10-15 16:39:39",""mousemove\",\"a2\",\"49,48\",\"85520\","-1"
"1300","","","2_3x3_2.php","","91.194.108.88","btn1","2014-10-15 16:39:39",""mousemove\",\"a2\",\"53,48\",\"85528\","-1"
"1300","","","2_3x3_2.php","","91.194.108.88","btn1","2014-10-15 16:39:39",""mousemove\",\"a2\",\"58,48\",\"85536\","-1"
"1300","","","2_3x3_2.php","","91.194.108.88","btn1","2014-10-15 16:39:39",""mousemove\",\"a2\",\"62,48\",\"85544\","-1"
"1300","","","2_3x3_2.php","","91.194.108.88","btn1","2014-10-15 16:39:39",""mousemove\",\"a2\",\"66,48\",\"85552\","-1"
