"id","expversion","transform","expname","subject","ip","choice","submitted","event","name","value","time","condnum"
"68","","","2_3x3_2.php","","82.82.162.35","btn2","2014-10-06 15:10:47",""mousemove\",\"c1\",\"44,36\",\"3647\","-1"
"68","","","2_3x3_2.php","","82.82.162.35","btn2","2014-10-06 15:10:47",""mousemove\",\"c1\",\"54,37\",\"3655\","-1"
"68","","","2_3x3_2.php","","82.82.162.35","btn2","2014-10-06 15:10:47",""mousemove\",\"c1\",\"58,39\",\"3663\","-1"
"68","","","2_3x3_2.php","","82.82.162.35","btn2","2014-10-06 15:10:47",""mousemove\",\"c1\",\"61,39\",\"3674\","-1"
"68","","","2_3x3_2.php","","82.82.162.35","btn2","2014-10-06 15:10:47",""mousemove\",\"c1\",\"67,39\",\"3678\","-1"
"68","","","2_3x3_2.php","","82.82.162.35","btn2","2014-10-06 15:10:47",""mousemove\",\"c1\",\"72,40\",\"3685\","-1"
"68","","","2_3x3_2.php","","82.82.162.35","btn2","2014-10-06 15:10:47",""mousemove\",\"c1\",\"76,40\",\"3693\","-1"
"68","","","2_3x3_2.php","","82.82.162.35","btn2","2014-10-06 15:10:47",""mousemove\",\"c1\",\"78,40\",\"3701\","-1"
"68","","","2_3x3_2.php","","82.82.162.35","btn2","2014-10-06 15:10:47",""mousemove\",\"c1\",\"81,40\",\"3709\","-1"
"68","","","2_3x3_2.php","","82.82.162.35","btn2","2014-10-06 15:10:47",""mousemove\",\"c1\",\"85,40\",\"3716\","-1"
"68","","","2_3x3_2.php","","82.82.162.35","btn2","2014-10-06 15:10:47",""mousemove\",\"c1\",\"87,40\",\"3724\","-1"
"68","","","2_3x3_2.php","","82.82.162.35","btn2","2014-10-06 15:10:47",""mousemove\",\"c1\",\"90,40\",\"3733\","-1"
"68","","","2_3x3_2.php","","82.82.162.35","btn2","2014-10-06 15:10:47",""mousemove\",\"c1\",\"92,40\",\"3739\","-1"
"68","","","2_3x3_2.php","","82.82.162.35","btn2","2014-10-06 15:10:47",""mousemove\",\"c1\",\"94,40\",\"3746\","-1"
"68","","","2_3x3_2.php","","82.82.162.35","btn2","2014-10-06 15:10:47",""mousemove\",\"c1\",\"96,40\",\"3755\","-1"
"68","","","2_3x3_2.php","","82.82.162.35","btn2","2014-10-06 15:10:47",""mousemove\",\"c1\",\"97,40\",\"3763\","-1"
"68","","","2_3x3_2.php","","82.82.162.35","btn2","2014-10-06 15:10:47",""mouseout\",\"c1\",\"out\",\"3771\","-1"
"68","","","2_3x3_2.php","","82.82.162.35","btn2","2014-10-06 15:10:47",""mouseover\",\"c2\",\"in\",\"3792\","-1"
"68","","","2_3x3_2.php","","82.82.162.35","btn2","2014-10-06 15:10:47",""mousemove\",\"c2\",\"2,40\",\"3792\","-1"
"68","","","2_3x3_2.php","","82.82.162.35","btn2","2014-10-06 15:10:47",""mousemove\",\"c2\",\"6,40\",\"3796\","-1"
"68","","","2_3x3_2.php","","82.82.162.35","btn2","2014-10-06 15:10:47",""mousemove\",\"c2\",\"10,40\",\"3803\","-1"
"68","","","2_3x3_2.php","","82.82.162.35","btn2","2014-10-06 15:10:47",""mousemove\",\"c2\",\"13,40\",\"3810\","-1"
"68","","","2_3x3_2.php","","82.82.162.35","btn2","2014-10-06 15:10:47",""mousemove\",\"c2\",\"15,41\",\"3819\","-1"
"68","","","2_3x3_2.php","","82.82.162.35","btn2","2014-10-06 15:10:47",""mousemove\",\"c2\",\"17,41\",\"3827\","-1"
"68","","","2_3x3_2.php","","82.82.162.35","btn2","2014-10-06 15:10:47",""mousemove\",\"c2\",\"20,41\",\"3833\","-1"
"68","","","2_3x3_2.php","","82.82.162.35","btn2","2014-10-06 15:10:47",""mousemove\",\"c2\",\"20,40\",\"3897\","-1"
"68","","","2_3x3_2.php","","82.82.162.35","btn2","2014-10-06 15:10:47",""mousemove\",\"c2\",\"21,40\",\"4020\","-1"
"68","","","2_3x3_2.php","","82.82.162.35","btn2","2014-10-06 15:10:47",""mousemove\",\"c2\",\"25,40\",\"4029\","-1"
"68","","","2_3x3_2.php","","82.82.162.35","btn2","2014-10-06 15:10:47",""mousemove\",\"c2\",\"32,40\",\"4037\","-1"
"68","","","2_3x3_2.php","","82.82.162.35","btn2","2014-10-06 15:10:47",""mousemove\",\"c2\",\"40,40\",\"4045\","-1"
"68","","","2_3x3_2.php","","82.82.162.35","btn2","2014-10-06 15:10:47",""mousemove\",\"c2\",\"49,40\",\"4052\","-1"
"68","","","2_3x3_2.php","","82.82.162.35","btn2","2014-10-06 15:10:47",""mousemove\",\"c2\",\"61,40\",\"4061\","-1"
"68","","","2_3x3_2.php","","82.82.162.35","btn2","2014-10-06 15:10:47",""mousemove\",\"c2\",\"65,40\",\"4069\","-1"
"68","","","2_3x3_2.php","","82.82.162.35","btn2","2014-10-06 15:10:47",""mousemove\",\"c2\",\"72,40\",\"4074\","-1"
"68","","","2_3x3_2.php","","82.82.162.35","btn2","2014-10-06 15:10:47",""mousemove\",\"c2\",\"73,40\",\"4084\","-1"
"68","","","2_3x3_2.php","","82.82.162.35","btn2","2014-10-06 15:10:47",""mousemove\",\"c2\",\"73,39\",\"4166\","-1"
"68","","","2_3x3_2.php","","82.82.162.35","btn2","2014-10-06 15:10:47",""click\",\"c2\",\"\",\"4313\","-1"
"68","","","2_3x3_2.php","","82.82.162.35","btn2","2014-10-06 15:10:47",""mousemove\",\"c2\",\"70,38\",\"4397\","-1"
"68","","","2_3x3_2.php","","82.82.162.35","btn2","2014-10-06 15:10:47",""mousemove\",\"c2\",\"60,37\",\"4405\","-1"
"68","","","2_3x3_2.php","","82.82.162.35","btn2","2014-10-06 15:10:47",""mousemove\",\"c2\",\"28,26\",\"4447\","-1"
"68","","","2_3x3_2.php","","82.82.162.35","btn2","2014-10-06 15:10:47",""mousemove\",\"c2\",\"25,26\",\"4450\","-1"
"68","","","2_3x3_2.php","","82.82.162.35","btn2","2014-10-06 15:10:47",""mousemove\",\"c2\",\"20,23\",\"4459\","-1"
"68","","","2_3x3_2.php","","82.82.162.35","btn2","2014-10-06 15:10:47",""mousemove\",\"c2\",\"18,22\",\"4467\","-1"
"68","","","2_3x3_2.php","","82.82.162.35","btn2","2014-10-06 15:10:47",""mousemove\",\"c2\",\"14,20\",\"4474\","-1"
"68","","","2_3x3_2.php","","82.82.162.35","btn2","2014-10-06 15:10:47",""mousemove\",\"c2\",\"12,17\",\"4483\","-1"
"68","","","2_3x3_2.php","","82.82.162.35","btn2","2014-10-06 15:10:47",""mousemove\",\"c2\",\"11,16\",\"4490\","-1"
"68","","","2_3x3_2.php","","82.82.162.35","btn2","2014-10-06 15:10:47",""mousemove\",\"c2\",\"10,14\",\"4497\","-1"
"68","","","2_3x3_2.php","","82.82.162.35","btn2","2014-10-06 15:10:47",""mousemove\",\"c2\",\"9,11\",\"4505\","-1"
"68","","","2_3x3_2.php","","82.82.162.35","btn2","2014-10-06 15:10:47",""mousemove\",\"c2\",\"8,5\",\"4513\","-1"
"68","","","2_3x3_2.php","","82.82.162.35","btn2","2014-10-06 15:10:47",""mousemove\",\"c2\",\"8,0\",\"4521\","-1"
"68","","","2_3x3_2.php","","82.82.162.35","btn2","2014-10-06 15:10:47",""mouseout\",\"c2\",\"out\",\"4529\","-1"
"68","","","2_3x3_2.php","","82.82.162.35","btn2","2014-10-06 15:10:47",""mouseover\",\"b2\",\"in\",\"4530\","-1"
"68","","","2_3x3_2.php","","82.82.162.35","btn2","2014-10-06 15:10:47",""mousemove\",\"b2\",\"7,49\",\"4533\","-1"
"68","","","2_3x3_2.php","","82.82.162.35","btn2","2014-10-06 15:10:47",""mousemove\",\"b2\",\"7,41\",\"4543\","-1"
"68","","","2_3x3_2.php","","82.82.162.35","btn2","2014-10-06 15:10:47",""mousemove\",\"b2\",\"7,34\",\"4545\","-1"
"68","","","2_3x3_2.php","","82.82.162.35","btn2","2014-10-06 15:10:47",""mousemove\",\"b2\",\"6,30\",\"4553\","-1"
"68","","","2_3x3_2.php","","82.82.162.35","btn2","2014-10-06 15:10:47",""mousemove\",\"b2\",\"8,21\",\"4595\","-1"
"68","","","2_3x3_2.php","","82.82.162.35","btn2","2014-10-06 15:10:47",""mousemove\",\"b2\",\"11,17\",\"4599\","-1"
"68","","","2_3x3_2.php","","82.82.162.35","btn2","2014-10-06 15:10:47",""mousemove\",\"b2\",\"15,11\",\"4608\","-1"
"68","","","2_3x3_2.php","","82.82.162.35","btn2","2014-10-06 15:10:47",""mousemove\",\"b2\",\"18,4\",\"4615\","-1"
"68","","","2_3x3_2.php","","82.82.162.35","btn2","2014-10-06 15:10:47",""mouseout\",\"b2\",\"out\",\"4626\","-1"
"68","","","2_3x3_2.php","","82.82.162.35","btn2","2014-10-06 15:10:47",""mouseover\",\"a2\",\"in\",\"4632\","-1"
"68","","","2_3x3_2.php","","82.82.162.35","btn2","2014-10-06 15:10:47",""mousemove\",\"a2\",\"23,45\",\"4634\","-1"
"68","","","2_3x3_2.php","","82.82.162.35","btn2","2014-10-06 15:10:47",""mousemove\",\"a2\",\"25,40\",\"4645\","-1"
"68","","","2_3x3_2.php","","82.82.162.35","btn2","2014-10-06 15:10:47",""mousemove\",\"a2\",\"29,35\",\"4646\","-1"
"68","","","2_3x3_2.php","","82.82.162.35","btn2","2014-10-06 15:10:47",""mousemove\",\"a2\",\"34,28\",\"4661\","-1"
"68","","","2_3x3_2.php","","82.82.162.35","btn2","2014-10-06 15:10:47",""mousemove\",\"a2\",\"38,24\",\"4670\","-1"
"68","","","2_3x3_2.php","","82.82.162.35","btn2","2014-10-06 15:10:47",""mousemove\",\"a2\",\"40,21\",\"4677\","-1"
"68","","","2_3x3_2.php","","82.82.162.35","btn2","2014-10-06 15:10:47",""mousemove\",\"a2\",\"43,19\",\"4685\","-1"
"68","","","2_3x3_2.php","","82.82.162.35","btn2","2014-10-06 15:10:47",""mousemove\",\"a2\",\"45,18\",\"4696\","-1"
"68","","","2_3x3_2.php","","82.82.162.35","btn2","2014-10-06 15:10:47",""mousemove\",\"a2\",\"50,17\",\"4710\","-1"
"68","","","2_3x3_2.php","","82.82.162.35","btn2","2014-10-06 15:10:47",""mousemove\",\"a2\",\"52,15\",\"4717\","-1"
"68","","","2_3x3_2.php","","82.82.162.35","btn2","2014-10-06 15:10:47",""mousemove\",\"a2\",\"52,14\",\"4733\","-1"
"68","","","2_3x3_2.php","","82.82.162.35","btn2","2014-10-06 15:10:47",""mousemove\",\"a2\",\"53,14\",\"4748\","-1"
"68","","","2_3x3_2.php","","82.82.162.35","btn2","2014-10-06 15:10:47",""click\",\"b2\",\"\",\"4944\","-1"
"68","","","2_3x3_2.php","","82.82.162.35","btn2","2014-10-06 15:10:47",""mousemove\",\"a2\",\"53,15\",\"5005\","-1"
"68","","","2_3x3_2.php","","82.82.162.35","btn2","2014-10-06 15:10:47",""mousemove\",\"a2\",\"53,17\",\"5006\","-1"
"68","","","2_3x3_2.php","","82.82.162.35","btn2","2014-10-06 15:10:47",""mousemove\",\"a2\",\"52,17\",\"5013\","-1"
"68","","","2_3x3_2.php","","82.82.162.35","btn2","2014-10-06 15:10:47",""mousemove\",\"a2\",\"49,19\",\"5021\","-1"
"68","","","2_3x3_2.php","","82.82.162.35","btn2","2014-10-06 15:10:47",""mousemove\",\"a2\",\"46,21\",\"5029\","-1"
"68","","","2_3x3_2.php","","82.82.162.35","btn2","2014-10-06 15:10:47",""mousemove\",\"a2\",\"42,22\",\"5043\","-1"
"68","","","2_3x3_2.php","","82.82.162.35","btn2","2014-10-06 15:10:47",""mouseout\",\"a2\",\"out\",\"5115\","-1"
"68","","","2_3x3_2.php","","82.82.162.35","btn2","2014-10-06 15:10:47",""mouseover\",\"a1\",\"in\",\"5115\","-1"
"68","","","2_3x3_2.php","","82.82.162.35","btn2","2014-10-06 15:10:47",""mousemove\",\"a1\",\"79,28\",\"5118\","-1"
"68","","","2_3x3_2.php","","82.82.162.35","btn2","2014-10-06 15:10:47",""mousemove\",\"a1\",\"73,30\",\"5128\","-1"
"68","","","2_3x3_2.php","","82.82.162.35","btn2","2014-10-06 15:10:47",""mousemove\",\"a1\",\"56,31\",\"5142\","-1"
"68","","","2_3x3_2.php","","82.82.162.35","btn2","2014-10-06 15:10:47",""mousemove\",\"a1\",\"37,32\",\"5166\","-1"
"68","","","2_3x3_2.php","","82.82.162.35","btn2","2014-10-06 15:10:47",""mousemove\",\"a1\",\"35,32\",\"5169\","-1"
"68","","","2_3x3_2.php","","82.82.162.35","btn2","2014-10-06 15:10:47",""mousemove\",\"a1\",\"33,32\",\"5177\","-1"
"68","","","2_3x3_2.php","","82.82.162.35","btn2","2014-10-06 15:10:47",""mousemove\",\"a1\",\"32,32\",\"5184\","-1"
"68","","","2_3x3_2.php","","82.82.162.35","btn2","2014-10-06 15:10:47",""mousemove\",\"a1\",\"31,32\",\"5193\","-1"
"68","","","2_3x3_2.php","","82.82.162.35","btn2","2014-10-06 15:10:47",""mousemove\",\"a1\",\"30,32\",\"5278\","-1"
"68","","","2_3x3_2.php","","82.82.162.35","btn2","2014-10-06 15:10:47",""click\",\"b1\",\"\",\"5452\","-1"
"68","","","2_3x3_2.php","","82.82.162.35","btn2","2014-10-06 15:10:47",""mousemove\",\"a1\",\"28,35\",\"5505\","-1"
"68","","","2_3x3_2.php","","82.82.162.35","btn2","2014-10-06 15:10:47",""mousemove\",\"a1\",\"27,37\",\"5513\","-1"
"68","","","2_3x3_2.php","","82.82.162.35","btn2","2014-10-06 15:10:47",""mousemove\",\"a1\",\"26,40\",\"5521\","-1"
"68","","","2_3x3_2.php","","82.82.162.35","btn2","2014-10-06 15:10:47",""mousemove\",\"a1\",\"25,42\",\"5529\","-1"
"68","","","2_3x3_2.php","","82.82.162.35","btn2","2014-10-06 15:10:47",""mousemove\",\"a1\",\"24,46\",\"5536\","-1"
"68","","","2_3x3_2.php","","82.82.162.35","btn2","2014-10-06 15:10:47",""mousemove\",\"a1\",\"23,48\",\"5545\","-1"
"68","","","2_3x3_2.php","","82.82.162.35","btn2","2014-10-06 15:10:47",""mousemove\",\"a1\",\"23,49\",\"5561\","-1"
"68","","","2_3x3_2.php","","82.82.162.35","btn2","2014-10-06 15:10:47",""mouseout\",\"a1\",\"out\",\"5591\","-1"
"68","","","2_3x3_2.php","","82.82.162.35","btn2","2014-10-06 15:10:47",""mouseover\",\"b1\",\"in\",\"5641\","-1"
"68","","","2_3x3_2.php","","82.82.162.35","btn2","2014-10-06 15:10:47",""mousemove\",\"b1\",\"26,1\",\"5641\","-1"
"68","","","2_3x3_2.php","","82.82.162.35","btn2","2014-10-06 15:10:47",""mousemove\",\"b1\",\"27,3\",\"5647\","-1"
"68","","","2_3x3_2.php","","82.82.162.35","btn2","2014-10-06 15:10:47",""mousemove\",\"b1\",\"28,5\",\"5655\","-1"
"68","","","2_3x3_2.php","","82.82.162.35","btn2","2014-10-06 15:10:47",""mousemove\",\"b1\",\"30,9\",\"5664\","-1"
"68","","","2_3x3_2.php","","82.82.162.35","btn2","2014-10-06 15:10:47",""mousemove\",\"b1\",\"31,14\",\"5674\","-1"
"68","","","2_3x3_2.php","","82.82.162.35","btn2","2014-10-06 15:10:47",""mousemove\",\"b1\",\"33,16\",\"5678\","-1"
"68","","","2_3x3_2.php","","82.82.162.35","btn2","2014-10-06 15:10:47",""mousemove\",\"b1\",\"33,19\",\"5684\","-1"
"68","","","2_3x3_2.php","","82.82.162.35","btn2","2014-10-06 15:10:47",""mousemove\",\"b1\",\"34,21\",\"5693\","-1"
"68","","","2_3x3_2.php","","82.82.162.35","btn2","2014-10-06 15:10:47",""mousemove\",\"b1\",\"34,22\",\"5700\","-1"
"68","","","2_3x3_2.php","","82.82.162.35","btn2","2014-10-06 15:10:47",""mousemove\",\"b1\",\"35,25\",\"5709\","-1"
"68","","","2_3x3_2.php","","82.82.162.35","btn2","2014-10-06 15:10:47",""mousemove\",\"b1\",\"36,26\",\"5717\","-1"
"68","","","2_3x3_2.php","","82.82.162.35","btn2","2014-10-06 15:10:47",""mousemove\",\"b1\",\"36,28\",\"5733\","-1"
"68","","","2_3x3_2.php","","82.82.162.35","btn2","2014-10-06 15:10:47",""mousemove\",\"b1\",\"36,30\",\"5739\","-1"
"68","","","2_3x3_2.php","","82.82.162.35","btn2","2014-10-06 15:10:47",""mousemove\",\"b1\",\"36,31\",\"5755\","-1"
"68","","","2_3x3_2.php","","82.82.162.35","btn2","2014-10-06 15:10:47",""mousemove\",\"b1\",\"37,31\",\"5771\","-1"
"68","","","2_3x3_2.php","","82.82.162.35","btn2","2014-10-06 15:10:47",""mousemove\",\"b1\",\"37,32\",\"5787\","-1"
"68","","","2_3x3_2.php","","82.82.162.35","btn2","2014-10-06 15:10:47",""click\",\"a1\",\"\",\"5898\","-1"
"68","","","2_3x3_2.php","","82.82.162.35","btn2","2014-10-06 15:10:47",""mousemove\",\"b1\",\"34,33\",\"5920\","-1"
"68","","","2_3x3_2.php","","82.82.162.35","btn2","2014-10-06 15:10:47",""mousemove\",\"b1\",\"28,34\",\"5927\","-1"
"68","","","2_3x3_2.php","","82.82.162.35","btn2","2014-10-06 15:10:47",""mousemove\",\"b1\",\"20,34\",\"5935\","-1"
"68","","","2_3x3_2.php","","82.82.162.35","btn2","2014-10-06 15:10:47",""mousemove\",\"b1\",\"12,34\",\"5943\","-1"
"68","","","2_3x3_2.php","","82.82.162.35","btn2","2014-10-06 15:10:47",""mousemove\",\"b1\",\"0,34\",\"5951\","-1"
"68","","","2_3x3_2.php","","82.82.162.35","btn2","2014-10-06 15:10:47",""mouseout\",\"b1\",\"out\",\"5959\","-1"
"68","","","2_3x3_2.php","","82.82.162.35","btn2","2014-10-06 15:10:47",""mouseover\",\"b0\",\"in\",\"5960\","-1"
"68","","","2_3x3_2.php","","82.82.162.35","btn2","2014-10-06 15:10:47",""mousemove\",\"b0\",\"97,32\",\"5962\","-1"
"68","","","2_3x3_2.php","","82.82.162.35","btn2","2014-10-06 15:10:47",""mousemove\",\"b0\",\"85,31\",\"5972\","-1"
"68","","","2_3x3_2.php","","82.82.162.35","btn2","2014-10-06 15:10:47",""mousemove\",\"b0\",\"76,29\",\"5975\","-1"
"68","","","2_3x3_2.php","","82.82.162.35","btn2","2014-10-06 15:10:47",""mousemove\",\"b0\",\"70,28\",\"5983\","-1"
"68","","","2_3x3_2.php","","82.82.162.35","btn2","2014-10-06 15:10:47",""mousemove\",\"b0\",\"67,28\",\"5990\","-1"
"68","","","2_3x3_2.php","","82.82.162.35","btn2","2014-10-06 15:10:47",""mousemove\",\"b0\",\"64,27\",\"5996\","-1"
"68","","","2_3x3_2.php","","82.82.162.35","btn2","2014-10-06 15:10:47",""mousemove\",\"b0\",\"63,27\",\"6004\","-1"
"68","","","2_3x3_2.php","","82.82.162.35","btn2","2014-10-06 15:10:47",""mousemove\",\"b0\",\"63,26\",\"6013\","-1"
"68","","","2_3x3_2.php","","82.82.162.35","btn2","2014-10-06 15:10:47",""mousemove\",\"b0\",\"63,27\",\"6249\","-1"
"68","","","2_3x3_2.php","","82.82.162.35","btn2","2014-10-06 15:10:47",""click\",\"a0\",\"\",\"6252\","-1"
"68","","","2_3x3_2.php","","82.82.162.35","btn2","2014-10-06 15:10:47",""mousemove\",\"b0\",\"66,29\",\"6257\","-1"
"68","","","2_3x3_2.php","","82.82.162.35","btn2","2014-10-06 15:10:47",""mousemove\",\"b0\",\"68,31\",\"6263\","-1"
"68","","","2_3x3_2.php","","82.82.162.35","btn2","2014-10-06 15:10:47",""mousemove\",\"b0\",\"73,34\",\"6270\","-1"
"68","","","2_3x3_2.php","","82.82.162.35","btn2","2014-10-06 15:10:47",""mousemove\",\"b0\",\"79,39\",\"6279\","-1"
"68","","","2_3x3_2.php","","82.82.162.35","btn2","2014-10-06 15:10:47",""mousemove\",\"b0\",\"83,42\",\"6287\","-1"
"68","","","2_3x3_2.php","","82.82.162.35","btn2","2014-10-06 15:10:47",""mousemove\",\"b0\",\"91,45\",\"6294\","-1"
"68","","","2_3x3_2.php","","82.82.162.35","btn2","2014-10-06 15:10:47",""mouseout\",\"b0\",\"out\",\"6303\","-1"
"68","","","2_3x3_2.php","","82.82.162.35","btn2","2014-10-06 15:10:47",""mouseover\",\"c1\",\"in\",\"6336\","-1"
"68","","","2_3x3_2.php","","82.82.162.35","btn2","2014-10-06 15:10:47",""mousemove\",\"c1\",\"0,1\",\"6336\","-1"
"68","","","2_3x3_2.php","","82.82.162.35","btn2","2014-10-06 15:10:47",""mousemove\",\"c1\",\"2,2\",\"6341\","-1"
"68","","","2_3x3_2.php","","82.82.162.35","btn2","2014-10-06 15:10:47",""mousemove\",\"c1\",\"3,3\",\"6348\","-1"
"68","","","2_3x3_2.php","","82.82.162.35","btn2","2014-10-06 15:10:47",""mousemove\",\"c1\",\"5,6\",\"6357\","-1"
"68","","","2_3x3_2.php","","82.82.162.35","btn2","2014-10-06 15:10:47",""mousemove\",\"c1\",\"7,8\",\"6365\","-1"
"68","","","2_3x3_2.php","","82.82.162.35","btn2","2014-10-06 15:10:47",""mousemove\",\"c1\",\"10,11\",\"6373\","-1"
"68","","","2_3x3_2.php","","82.82.162.35","btn2","2014-10-06 15:10:47",""mousemove\",\"c1\",\"14,13\",\"6381\","-1"
"68","","","2_3x3_2.php","","82.82.162.35","btn2","2014-10-06 15:10:47",""mousemove\",\"c1\",\"19,16\",\"6389\","-1"
"68","","","2_3x3_2.php","","82.82.162.35","btn2","2014-10-06 15:10:47",""mousemove\",\"c1\",\"23,19\",\"6397\","-1"
"68","","","2_3x3_2.php","","82.82.162.35","btn2","2014-10-06 15:10:47",""mousemove\",\"c1\",\"28,21\",\"6405\","-1"
"68","","","2_3x3_2.php","","82.82.162.35","btn2","2014-10-06 15:10:47",""mousemove\",\"c1\",\"34,24\",\"6411\","-1"
"68","","","2_3x3_2.php","","82.82.162.35","btn2","2014-10-06 15:10:47",""mousemove\",\"c1\",\"37,25\",\"6421\","-1"
"68","","","2_3x3_2.php","","82.82.162.35","btn2","2014-10-06 15:10:47",""mousemove\",\"c1\",\"39,25\",\"6427\","-1"
"68","","","2_3x3_2.php","","82.82.162.35","btn2","2014-10-06 15:10:47",""mousemove\",\"c1\",\"41,25\",\"6435\","-1"
"68","","","2_3x3_2.php","","82.82.162.35","btn2","2014-10-06 15:10:47",""mousemove\",\"c1\",\"42,25\",\"6442\","-1"
"68","","","2_3x3_2.php","","82.82.162.35","btn2","2014-10-06 15:10:47",""mousemove\",\"c1\",\"42,26\",\"6544\","-1"
"68","","","2_3x3_2.php","","82.82.162.35","btn2","2014-10-06 15:10:47",""mousemove\",\"c1\",\"42,27\",\"6561\","-1"
"68","","","2_3x3_2.php","","82.82.162.35","btn2","2014-10-06 15:10:47",""mousemove\",\"c1\",\"42,28\",\"6569\","-1"
"68","","","2_3x3_2.php","","82.82.162.35","btn2","2014-10-06 15:10:47",""mousemove\",\"c1\",\"42,29\",\"6575\","-1"
"68","","","2_3x3_2.php","","82.82.162.35","btn2","2014-10-06 15:10:47",""mousemove\",\"c1\",\"42,30\",\"6591\","-1"
"68","","","2_3x3_2.php","","82.82.162.35","btn2","2014-10-06 15:10:47",""mousemove\",\"c1\",\"42,31\",\"6616\","-1"
"68","","","2_3x3_2.php","","82.82.162.35","btn2","2014-10-06 15:10:47",""click\",\"c1\",\"\",\"6788\","-1"
"68","","","2_3x3_2.php","","82.82.162.35","btn2","2014-10-06 15:10:47",""mousemove\",\"c1\",\"41,31\",\"6803\","-1"
"68","","","2_3x3_2.php","","82.82.162.35","btn2","2014-10-06 15:10:47",""mousemove\",\"c1\",\"39,29\",\"6810\","-1"
"68","","","2_3x3_2.php","","82.82.162.35","btn2","2014-10-06 15:10:47",""mousemove\",\"c1\",\"36,28\",\"6819\","-1"
"68","","","2_3x3_2.php","","82.82.162.35","btn2","2014-10-06 15:10:47",""mousemove\",\"c1\",\"36,27\",\"6825\","-1"
"68","","","2_3x3_2.php","","82.82.162.35","btn2","2014-10-06 15:10:47",""mousemove\",\"c1\",\"34,26\",\"6833\","-1"
"68","","","2_3x3_2.php","","82.82.162.35","btn2","2014-10-06 15:10:47",""mousemove\",\"c1\",\"34,25\",\"6840\","-1"
"68","","","2_3x3_2.php","","82.82.162.35","btn2","2014-10-06 15:10:47",""mousemove\",\"c1\",\"33,24\",\"6873\","-1"
"68","","","2_3x3_2.php","","82.82.162.35","btn2","2014-10-06 15:10:47",""mousemove\",\"c1\",\"33,23\",\"6881\","-1"
"68","","","2_3x3_2.php","","82.82.162.35","btn2","2014-10-06 15:10:47",""mousemove\",\"c1\",\"33,22\",\"6897\","-1"
"68","","","2_3x3_2.php","","82.82.162.35","btn2","2014-10-06 15:10:47",""mousemove\",\"c1\",\"34,21\",\"6912\","-1"
"68","","","2_3x3_2.php","","82.82.162.35","btn2","2014-10-06 15:10:47",""mousemove\",\"c1\",\"34,20\",\"6918\","-1"
"68","","","2_3x3_2.php","","82.82.162.35","btn2","2014-10-06 15:10:47",""mousemove\",\"c1\",\"35,19\",\"6926\","-1"
"68","","","2_3x3_2.php","","82.82.162.35","btn2","2014-10-06 15:10:47",""mousemove\",\"c1\",\"35,18\",\"6934\","-1"
"68","","","2_3x3_2.php","","82.82.162.35","btn2","2014-10-06 15:10:47",""mousemove\",\"c1\",\"36,17\",\"6943\","-1"
"68","","","2_3x3_2.php","","82.82.162.35","btn2","2014-10-06 15:10:47",""mousemove\",\"c1\",\"37,16\",\"6959\","-1"
"68","","","2_3x3_2.php","","82.82.162.35","btn2","2014-10-06 15:10:47",""mousemove\",\"c1\",\"39,15\",\"6966\","-1"
"68","","","2_3x3_2.php","","82.82.162.35","btn2","2014-10-06 15:10:47",""mousemove\",\"c1\",\"43,13\",\"6975\","-1"
"68","","","2_3x3_2.php","","82.82.162.35","btn2","2014-10-06 15:10:47",""mousemove\",\"c1\",\"46,11\",\"6983\","-1"
"68","","","2_3x3_2.php","","82.82.162.35","btn2","2014-10-06 15:10:47",""mousemove\",\"c1\",\"53,8\",\"6991\","-1"
"68","","","2_3x3_2.php","","82.82.162.35","btn2","2014-10-06 15:10:47",""mousemove\",\"c1\",\"59,4\",\"6997\","-1"
"68","","","2_3x3_2.php","","82.82.162.35","btn2","2014-10-06 15:10:47",""mousemove\",\"c1\",\"65,0\",\"7005\","-1"
"68","","","2_3x3_2.php","","82.82.162.35","btn2","2014-10-06 15:10:47",""mouseout\",\"c1\",\"out\",\"7013\","-1"
"68","","","2_3x3_2.php","","82.82.162.35","btn2","2014-10-06 15:10:47",""mouseover\",\"b1\",\"in\",\"7036\","-1"
"68","","","2_3x3_2.php","","82.82.162.35","btn2","2014-10-06 15:10:47",""mousemove\",\"b1\",\"83,47\",\"7037\","-1"
"68","","","2_3x3_2.php","","82.82.162.35","btn2","2014-10-06 15:10:47",""mousemove\",\"b1\",\"88,45\",\"7038\","-1"
"68","","","2_3x3_2.php","","82.82.162.35","btn2","2014-10-06 15:10:47",""mousemove\",\"b1\",\"94,42\",\"7045\","-1"
"68","","","2_3x3_2.php","","82.82.162.35","btn2","2014-10-06 15:10:47",""mousemove\",\"b1\",\"99,40\",\"7053\","-1"
"68","","","2_3x3_2.php","","82.82.162.35","btn2","2014-10-06 15:10:47",""mouseout\",\"b1\",\"out\",\"7061\","-1"
"68","","","2_3x3_2.php","","82.82.162.35","btn2","2014-10-06 15:10:47",""mouseover\",\"b2\",\"in\",\"7061\","-1"
"68","","","2_3x3_2.php","","82.82.162.35","btn2","2014-10-06 15:10:47",""mousemove\",\"b2\",\"2,38\",\"7064\","-1"
"68","","","2_3x3_2.php","","82.82.162.35","btn2","2014-10-06 15:10:47",""mousemove\",\"b2\",\"8,35\",\"7072\","-1"
