"id","expversion","transform","expname","subject","ip","choice","submitted","event","name","value","time","condnum"
"328","","","4_3x3_2.php","","139.11.120.64","btn2","2014-10-06 21:44:07",""mousemove\",\"b0\",\"65,38\",\"3200\","-1"
"328","","","4_3x3_2.php","","139.11.120.64","btn2","2014-10-06 21:44:07",""mousemove\",\"b0\",\"63,42\",\"3208\","-1"
"328","","","4_3x3_2.php","","139.11.120.64","btn2","2014-10-06 21:44:07",""mousemove\",\"b0\",\"61,45\",\"3216\","-1"
"328","","","4_3x3_2.php","","139.11.120.64","btn2","2014-10-06 21:44:07",""mousemove\",\"b0\",\"60,46\",\"3224\","-1"
"328","","","4_3x3_2.php","","139.11.120.64","btn2","2014-10-06 21:44:07",""mousemove\",\"b0\",\"58,48\",\"3232\","-1"
"328","","","4_3x3_2.php","","139.11.120.64","btn2","2014-10-06 21:44:07",""mousemove\",\"b0\",\"58,49\",\"3240\","-1"
"328","","","4_3x3_2.php","","139.11.120.64","btn2","2014-10-06 21:44:07",""mouseout\",\"b0\",\"out\",\"3248\","-1"
"328","","","4_3x3_2.php","","139.11.120.64","btn2","2014-10-06 21:44:07",""mouseover\",\"a0\",\"\",\"3416\","-1"
"328","","","4_3x3_2.php","","139.11.120.64","btn2","2014-10-06 21:44:07",""mouseover\",\"c0\",\"156 ; 0\",\"3417\","-1"
"328","","","4_3x3_2.php","","139.11.120.64","btn2","2014-10-06 21:44:07",""mousemove\",\"c0\",\"55,0\",\"3418\","-1"
"328","","","4_3x3_2.php","","139.11.120.64","btn2","2014-10-06 21:44:07",""mousemove\",\"c0\",\"55,1\",\"3424\","-1"
"328","","","4_3x3_2.php","","139.11.120.64","btn2","2014-10-06 21:44:07",""mousemove\",\"c0\",\"55,2\",\"3448\","-1"
"328","","","4_3x3_2.php","","139.11.120.64","btn2","2014-10-06 21:44:07",""mousemove\",\"c0\",\"55,3\",\"3488\","-1"
"328","","","4_3x3_2.php","","139.11.120.64","btn2","2014-10-06 21:44:07",""mousemove\",\"c0\",\"55,4\",\"3584\","-1"
"328","","","4_3x3_2.php","","139.11.120.64","btn2","2014-10-06 21:44:07",""mousemove\",\"c0\",\"57,4\",\"3592\","-1"
"328","","","4_3x3_2.php","","139.11.120.64","btn2","2014-10-06 21:44:07",""mousemove\",\"c0\",\"58,4\",\"3608\","-1"
"328","","","4_3x3_2.php","","139.11.120.64","btn2","2014-10-06 21:44:07",""mousemove\",\"c0\",\"60,5\",\"3616\","-1"
"328","","","4_3x3_2.php","","139.11.120.64","btn2","2014-10-06 21:44:07",""mousemove\",\"c0\",\"62,5\",\"3624\","-1"
"328","","","4_3x3_2.php","","139.11.120.64","btn2","2014-10-06 21:44:07",""mousemove\",\"c0\",\"64,5\",\"3632\","-1"
"328","","","4_3x3_2.php","","139.11.120.64","btn2","2014-10-06 21:44:07",""mousemove\",\"c0\",\"67,6\",\"3640\","-1"
"328","","","4_3x3_2.php","","139.11.120.64","btn2","2014-10-06 21:44:07",""mousemove\",\"c0\",\"70,6\",\"3648\","-1"
"328","","","4_3x3_2.php","","139.11.120.64","btn2","2014-10-06 21:44:07",""mousemove\",\"c0\",\"73,6\",\"3656\","-1"
"328","","","4_3x3_2.php","","139.11.120.64","btn2","2014-10-06 21:44:07",""mousemove\",\"c0\",\"76,7\",\"3664\","-1"
"328","","","4_3x3_2.php","","139.11.120.64","btn2","2014-10-06 21:44:07",""mousemove\",\"c0\",\"79,7\",\"3672\","-1"
"328","","","4_3x3_2.php","","139.11.120.64","btn2","2014-10-06 21:44:07",""mousemove\",\"c0\",\"82,8\",\"3680\","-1"
"328","","","4_3x3_2.php","","139.11.120.64","btn2","2014-10-06 21:44:07",""mousemove\",\"c0\",\"85,9\",\"3688\","-1"
"328","","","4_3x3_2.php","","139.11.120.64","btn2","2014-10-06 21:44:07",""mousemove\",\"c0\",\"88,9\",\"3696\","-1"
"328","","","4_3x3_2.php","","139.11.120.64","btn2","2014-10-06 21:44:07",""mousemove\",\"c0\",\"90,9\",\"3704\","-1"
"328","","","4_3x3_2.php","","139.11.120.64","btn2","2014-10-06 21:44:07",""mousemove\",\"c0\",\"94,10\",\"3712\","-1"
"328","","","4_3x3_2.php","","139.11.120.64","btn2","2014-10-06 21:44:07",""mousemove\",\"c0\",\"96,10\",\"3720\","-1"
"328","","","4_3x3_2.php","","139.11.120.64","btn2","2014-10-06 21:44:07",""mousemove\",\"c0\",\"99,11\",\"3728\","-1"
"328","","","4_3x3_2.php","","139.11.120.64","btn2","2014-10-06 21:44:07",""mouseout\",\"c0\",\"out\",\"3736\","-1"
"328","","","4_3x3_2.php","","139.11.120.64","btn2","2014-10-06 21:44:07",""mouseover\",\"c0\",\"\",\"3754\","-1"
"328","","","4_3x3_2.php","","139.11.120.64","btn2","2014-10-06 21:44:07",""mouseover\",\"c1\",\"156 ; 0\",\"3754\","-1"
"328","","","4_3x3_2.php","","139.11.120.64","btn2","2014-10-06 21:44:07",""mousemove\",\"c1\",\"0,12\",\"3755\","-1"
"328","","","4_3x3_2.php","","139.11.120.64","btn2","2014-10-06 21:44:07",""mousemove\",\"c1\",\"5,13\",\"3773\","-1"
"328","","","4_3x3_2.php","","139.11.120.64","btn2","2014-10-06 21:44:07",""mousemove\",\"c1\",\"8,14\",\"3776\","-1"
"328","","","4_3x3_2.php","","139.11.120.64","btn2","2014-10-06 21:44:07",""mousemove\",\"c1\",\"9,14\",\"3784\","-1"
"328","","","4_3x3_2.php","","139.11.120.64","btn2","2014-10-06 21:44:07",""mousemove\",\"c1\",\"12,15\",\"3792\","-1"
"328","","","4_3x3_2.php","","139.11.120.64","btn2","2014-10-06 21:44:07",""mousemove\",\"c1\",\"14,15\",\"3800\","-1"
"328","","","4_3x3_2.php","","139.11.120.64","btn2","2014-10-06 21:44:07",""mousemove\",\"c1\",\"16,15\",\"3808\","-1"
"328","","","4_3x3_2.php","","139.11.120.64","btn2","2014-10-06 21:44:07",""mousemove\",\"c1\",\"18,16\",\"3816\","-1"
"328","","","4_3x3_2.php","","139.11.120.64","btn2","2014-10-06 21:44:07",""mousemove\",\"c1\",\"21,16\",\"3824\","-1"
"328","","","4_3x3_2.php","","139.11.120.64","btn2","2014-10-06 21:44:07",""mousemove\",\"c1\",\"24,17\",\"3832\","-1"
"328","","","4_3x3_2.php","","139.11.120.64","btn2","2014-10-06 21:44:07",""mousemove\",\"c1\",\"27,18\",\"3840\","-1"
"328","","","4_3x3_2.php","","139.11.120.64","btn2","2014-10-06 21:44:07",""mousemove\",\"c1\",\"35,19\",\"3857\","-1"
"328","","","4_3x3_2.php","","139.11.120.64","btn2","2014-10-06 21:44:07",""mousemove\",\"c1\",\"40,20\",\"3864\","-1"
"328","","","4_3x3_2.php","","139.11.120.64","btn2","2014-10-06 21:44:07",""mousemove\",\"c1\",\"44,20\",\"3872\","-1"
"328","","","4_3x3_2.php","","139.11.120.64","btn2","2014-10-06 21:44:07",""mousemove\",\"c1\",\"49,21\",\"3880\","-1"
"328","","","4_3x3_2.php","","139.11.120.64","btn2","2014-10-06 21:44:07",""mousemove\",\"c1\",\"53,22\",\"3888\","-1"
"328","","","4_3x3_2.php","","139.11.120.64","btn2","2014-10-06 21:44:07",""mousemove\",\"c1\",\"56,23\",\"3896\","-1"
"328","","","4_3x3_2.php","","139.11.120.64","btn2","2014-10-06 21:44:07",""mousemove\",\"c1\",\"59,24\",\"3904\","-1"
"328","","","4_3x3_2.php","","139.11.120.64","btn2","2014-10-06 21:44:07",""mousemove\",\"c1\",\"63,25\",\"3912\","-1"
"328","","","4_3x3_2.php","","139.11.120.64","btn2","2014-10-06 21:44:07",""mousemove\",\"c1\",\"65,25\",\"3920\","-1"
"328","","","4_3x3_2.php","","139.11.120.64","btn2","2014-10-06 21:44:07",""mousemove\",\"c1\",\"67,26\",\"3928\","-1"
"328","","","4_3x3_2.php","","139.11.120.64","btn2","2014-10-06 21:44:07",""mousemove\",\"c1\",\"70,27\",\"3936\","-1"
"328","","","4_3x3_2.php","","139.11.120.64","btn2","2014-10-06 21:44:07",""mousemove\",\"c1\",\"72,28\",\"3944\","-1"
"328","","","4_3x3_2.php","","139.11.120.64","btn2","2014-10-06 21:44:07",""mousemove\",\"c1\",\"75,28\",\"3952\","-1"
"328","","","4_3x3_2.php","","139.11.120.64","btn2","2014-10-06 21:44:07",""mousemove\",\"c1\",\"77,28\",\"3960\","-1"
"328","","","4_3x3_2.php","","139.11.120.64","btn2","2014-10-06 21:44:07",""mousemove\",\"c1\",\"79,29\",\"3969\","-1"
"328","","","4_3x3_2.php","","139.11.120.64","btn2","2014-10-06 21:44:07",""mousemove\",\"c1\",\"81,29\",\"3976\","-1"
"328","","","4_3x3_2.php","","139.11.120.64","btn2","2014-10-06 21:44:07",""mousemove\",\"c1\",\"84,30\",\"3984\","-1"
"328","","","4_3x3_2.php","","139.11.120.64","btn2","2014-10-06 21:44:07",""mousemove\",\"c1\",\"85,30\",\"3992\","-1"
"328","","","4_3x3_2.php","","139.11.120.64","btn2","2014-10-06 21:44:07",""mousemove\",\"c1\",\"87,30\",\"4008\","-1"
"328","","","4_3x3_2.php","","139.11.120.64","btn2","2014-10-06 21:44:07",""mousemove\",\"c1\",\"88,30\",\"4024\","-1"
"328","","","4_3x3_2.php","","139.11.120.64","btn2","2014-10-06 21:44:07",""mousemove\",\"c1\",\"88,31\",\"4032\","-1"
"328","","","4_3x3_2.php","","139.11.120.64","btn2","2014-10-06 21:44:07",""mousemove\",\"c1\",\"89,31\",\"4047\","-1"
"328","","","4_3x3_2.php","","139.11.120.64","btn2","2014-10-06 21:44:07",""mousemove\",\"c1\",\"90,31\",\"4056\","-1"
"328","","","4_3x3_2.php","","139.11.120.64","btn2","2014-10-06 21:44:07",""mousemove\",\"c1\",\"91,32\",\"4080\","-1"
"328","","","4_3x3_2.php","","139.11.120.64","btn2","2014-10-06 21:44:07",""mousemove\",\"c1\",\"92,32\",\"4088\","-1"
"328","","","4_3x3_2.php","","139.11.120.64","btn2","2014-10-06 21:44:07",""mousemove\",\"c1\",\"93,32\",\"4096\","-1"
"328","","","4_3x3_2.php","","139.11.120.64","btn2","2014-10-06 21:44:07",""mousemove\",\"c1\",\"94,32\",\"4104\","-1"
"328","","","4_3x3_2.php","","139.11.120.64","btn2","2014-10-06 21:44:07",""mousemove\",\"c1\",\"95,32\",\"4112\","-1"
"328","","","4_3x3_2.php","","139.11.120.64","btn2","2014-10-06 21:44:07",""mousemove\",\"c1\",\"96,32\",\"4120\","-1"
"328","","","4_3x3_2.php","","139.11.120.64","btn2","2014-10-06 21:44:07",""mousemove\",\"c1\",\"98,32\",\"4128\","-1"
"328","","","4_3x3_2.php","","139.11.120.64","btn2","2014-10-06 21:44:07",""mouseout\",\"c1\",\"out\",\"4136\","-1"
"328","","","4_3x3_2.php","","139.11.120.64","btn2","2014-10-06 21:44:07",""mouseover\",\"c1\",\"\",\"4160\","-1"
"328","","","4_3x3_2.php","","139.11.120.64","btn2","2014-10-06 21:44:07",""mouseover\",\"c2\",\"156 ; 156\",\"4161\","-1"
"328","","","4_3x3_2.php","","139.11.120.64","btn2","2014-10-06 21:44:07",""mousemove\",\"c2\",\"1,33\",\"4162\","-1"
"328","","","4_3x3_2.php","","139.11.120.64","btn2","2014-10-06 21:44:07",""mousemove\",\"c2\",\"8,34\",\"4181\","-1"
"328","","","4_3x3_2.php","","139.11.120.64","btn2","2014-10-06 21:44:07",""mousemove\",\"c2\",\"12,34\",\"4184\","-1"
"328","","","4_3x3_2.php","","139.11.120.64","btn2","2014-10-06 21:44:07",""mousemove\",\"c2\",\"16,34\",\"4192\","-1"
"328","","","4_3x3_2.php","","139.11.120.64","btn2","2014-10-06 21:44:07",""mousemove\",\"c2\",\"21,35\",\"4200\","-1"
"328","","","4_3x3_2.php","","139.11.120.64","btn2","2014-10-06 21:44:07",""mousemove\",\"c2\",\"24,35\",\"4208\","-1"
"328","","","4_3x3_2.php","","139.11.120.64","btn2","2014-10-06 21:44:07",""mousemove\",\"c2\",\"27,35\",\"4216\","-1"
"328","","","4_3x3_2.php","","139.11.120.64","btn2","2014-10-06 21:44:07",""mousemove\",\"c2\",\"29,35\",\"4224\","-1"
"328","","","4_3x3_2.php","","139.11.120.64","btn2","2014-10-06 21:44:07",""mousemove\",\"c2\",\"31,36\",\"4232\","-1"
"328","","","4_3x3_2.php","","139.11.120.64","btn2","2014-10-06 21:44:07",""mousemove\",\"c2\",\"33,36\",\"4240\","-1"
"328","","","4_3x3_2.php","","139.11.120.64","btn2","2014-10-06 21:44:07",""mousemove\",\"c2\",\"35,36\",\"4248\","-1"
"328","","","4_3x3_2.php","","139.11.120.64","btn2","2014-10-06 21:44:07",""mousemove\",\"c2\",\"37,36\",\"4256\","-1"
"328","","","4_3x3_2.php","","139.11.120.64","btn2","2014-10-06 21:44:07",""mousemove\",\"c2\",\"38,36\",\"4264\","-1"
"328","","","4_3x3_2.php","","139.11.120.64","btn2","2014-10-06 21:44:07",""mousemove\",\"c2\",\"40,36\",\"4272\","-1"
"328","","","4_3x3_2.php","","139.11.120.64","btn2","2014-10-06 21:44:07",""mousemove\",\"c2\",\"42,36\",\"4280\","-1"
"328","","","4_3x3_2.php","","139.11.120.64","btn2","2014-10-06 21:44:07",""mousemove\",\"c2\",\"43,36\",\"4288\","-1"
"328","","","4_3x3_2.php","","139.11.120.64","btn2","2014-10-06 21:44:07",""mousemove\",\"c2\",\"44,36\",\"4311\","-1"
"328","","","4_3x3_2.php","","139.11.120.64","btn2","2014-10-06 21:44:07",""mousemove\",\"c2\",\"44,35\",\"4520\","-1"
"328","","","4_3x3_2.php","","139.11.120.64","btn2","2014-10-06 21:44:07",""mousemove\",\"c2\",\"44,34\",\"4536\","-1"
"328","","","4_3x3_2.php","","139.11.120.64","btn2","2014-10-06 21:44:07",""mousemove\",\"c2\",\"44,32\",\"4544\","-1"
"328","","","4_3x3_2.php","","139.11.120.64","btn2","2014-10-06 21:44:07",""mousemove\",\"c2\",\"44,30\",\"4552\","-1"
"328","","","4_3x3_2.php","","139.11.120.64","btn2","2014-10-06 21:44:07",""mousemove\",\"c2\",\"44,28\",\"4560\","-1"
"328","","","4_3x3_2.php","","139.11.120.64","btn2","2014-10-06 21:44:07",""mousemove\",\"c2\",\"44,26\",\"4568\","-1"
"328","","","4_3x3_2.php","","139.11.120.64","btn2","2014-10-06 21:44:07",""mousemove\",\"c2\",\"44,23\",\"4576\","-1"
"328","","","4_3x3_2.php","","139.11.120.64","btn2","2014-10-06 21:44:07",""mousemove\",\"c2\",\"45,20\",\"4584\","-1"
"328","","","4_3x3_2.php","","139.11.120.64","btn2","2014-10-06 21:44:07",""mousemove\",\"c2\",\"45,16\",\"4592\","-1"
"328","","","4_3x3_2.php","","139.11.120.64","btn2","2014-10-06 21:44:07",""mousemove\",\"c2\",\"47,12\",\"4600\","-1"
"328","","","4_3x3_2.php","","139.11.120.64","btn2","2014-10-06 21:44:07",""mousemove\",\"c2\",\"48,6\",\"4608\","-1"
"328","","","4_3x3_2.php","","139.11.120.64","btn2","2014-10-06 21:44:07",""mousemove\",\"c2\",\"50,0\",\"4615\","-1"
"328","","","4_3x3_2.php","","139.11.120.64","btn2","2014-10-06 21:44:07",""mouseout\",\"c2\",\"out\",\"4624\","-1"
"328","","","4_3x3_2.php","","139.11.120.64","btn2","2014-10-06 21:44:07",""mouseover\",\"c2\",\"\",\"4640\","-1"
"328","","","4_3x3_2.php","","139.11.120.64","btn2","2014-10-06 21:44:07",""mouseover\",\"a2\",\"0 ; 156\",\"4641\","-1"
"328","","","4_3x3_2.php","","139.11.120.64","btn2","2014-10-06 21:44:07",""mousemove\",\"b2\",\"55,47\",\"4642\","-1"
"328","","","4_3x3_2.php","","139.11.120.64","btn2","2014-10-06 21:44:07",""mousemove\",\"b2\",\"58,43\",\"4657\","-1"
"328","","","4_3x3_2.php","","139.11.120.64","btn2","2014-10-06 21:44:07",""mousemove\",\"b2\",\"59,42\",\"4672\","-1"
"328","","","4_3x3_2.php","","139.11.120.64","btn2","2014-10-06 21:44:07",""mousemove\",\"b2\",\"59,41\",\"4679\","-1"
"328","","","4_3x3_2.php","","139.11.120.64","btn2","2014-10-06 21:44:07",""mousemove\",\"b2\",\"57,41\",\"4888\","-1"
"328","","","4_3x3_2.php","","139.11.120.64","btn2","2014-10-06 21:44:07",""mousemove\",\"b2\",\"56,41\",\"4896\","-1"
"328","","","4_3x3_2.php","","139.11.120.64","btn2","2014-10-06 21:44:07",""mousemove\",\"b2\",\"55,41\",\"4904\","-1"
"328","","","4_3x3_2.php","","139.11.120.64","btn2","2014-10-06 21:44:07",""mousemove\",\"b2\",\"53,41\",\"4912\","-1"
"328","","","4_3x3_2.php","","139.11.120.64","btn2","2014-10-06 21:44:07",""mousemove\",\"b2\",\"49,40\",\"4920\","-1"
"328","","","4_3x3_2.php","","139.11.120.64","btn2","2014-10-06 21:44:07",""mousemove\",\"b2\",\"46,40\",\"4928\","-1"
"328","","","4_3x3_2.php","","139.11.120.64","btn2","2014-10-06 21:44:07",""mousemove\",\"b2\",\"43,40\",\"4936\","-1"
"328","","","4_3x3_2.php","","139.11.120.64","btn2","2014-10-06 21:44:07",""mousemove\",\"b2\",\"39,40\",\"4944\","-1"
"328","","","4_3x3_2.php","","139.11.120.64","btn2","2014-10-06 21:44:07",""mousemove\",\"b2\",\"33,39\",\"4953\","-1"
"328","","","4_3x3_2.php","","139.11.120.64","btn2","2014-10-06 21:44:07",""mousemove\",\"b2\",\"28,39\",\"4960\","-1"
"328","","","4_3x3_2.php","","139.11.120.64","btn2","2014-10-06 21:44:07",""mousemove\",\"b2\",\"21,38\",\"4968\","-1"
"328","","","4_3x3_2.php","","139.11.120.64","btn2","2014-10-06 21:44:07",""mousemove\",\"b2\",\"13,38\",\"4976\","-1"
"328","","","4_3x3_2.php","","139.11.120.64","btn2","2014-10-06 21:44:07",""mousemove\",\"b2\",\"6,37\",\"4984\","-1"
"328","","","4_3x3_2.php","","139.11.120.64","btn2","2014-10-06 21:44:07",""mousemove\",\"b2\",\"0,36\",\"4994\","-1"
"328","","","4_3x3_2.php","","139.11.120.64","btn2","2014-10-06 21:44:07",""mouseout\",\"b2\",\"out\",\"5000\","-1"
"328","","","4_3x3_2.php","","139.11.120.64","btn2","2014-10-06 21:44:07",""mouseover\",\"a2\",\"\",\"5001\","-1"
"328","","","4_3x3_2.php","","139.11.120.64","btn2","2014-10-06 21:44:07",""mouseover\",\"a1\",\"104 ; 312\",\"5001\","-1"
"328","","","4_3x3_2.php","","139.11.120.64","btn2","2014-10-06 21:44:07",""mousemove\",\"b1\",\"99,36\",\"5003\","-1"
"328","","","4_3x3_2.php","","139.11.120.64","btn2","2014-10-06 21:44:07",""mousemove\",\"b1\",\"93,35\",\"5008\","-1"
"328","","","4_3x3_2.php","","139.11.120.64","btn2","2014-10-06 21:44:07",""mousemove\",\"b1\",\"88,35\",\"5016\","-1"
"328","","","4_3x3_2.php","","139.11.120.64","btn2","2014-10-06 21:44:07",""mousemove\",\"b1\",\"78,34\",\"5032\","-1"
"328","","","4_3x3_2.php","","139.11.120.64","btn2","2014-10-06 21:44:07",""mousemove\",\"b1\",\"75,33\",\"5040\","-1"
"328","","","4_3x3_2.php","","139.11.120.64","btn2","2014-10-06 21:44:07",""mousemove\",\"b1\",\"71,33\",\"5048\","-1"
"328","","","4_3x3_2.php","","139.11.120.64","btn2","2014-10-06 21:44:07",""mousemove\",\"b1\",\"68,33\",\"5056\","-1"
"328","","","4_3x3_2.php","","139.11.120.64","btn2","2014-10-06 21:44:07",""mousemove\",\"b1\",\"67,33\",\"5064\","-1"
"328","","","4_3x3_2.php","","139.11.120.64","btn2","2014-10-06 21:44:07",""mousemove\",\"b1\",\"66,33\",\"5072\","-1"
"328","","","4_3x3_2.php","","139.11.120.64","btn2","2014-10-06 21:44:07",""mousemove\",\"b1\",\"64,33\",\"5080\","-1"
"328","","","4_3x3_2.php","","139.11.120.64","btn2","2014-10-06 21:44:07",""mousemove\",\"b1\",\"63,33\",\"5096\","-1"
"328","","","4_3x3_2.php","","139.11.120.64","btn2","2014-10-06 21:44:07",""mousemove\",\"b1\",\"63,32\",\"5319\","-1"
"328","","","4_3x3_2.php","","139.11.120.64","btn2","2014-10-06 21:44:07",""mousemove\",\"b1\",\"63,31\",\"5322\","-1"
"328","","","4_3x3_2.php","","139.11.120.64","btn2","2014-10-06 21:44:07",""mousemove\",\"b1\",\"62,30\",\"5328\","-1"
"328","","","4_3x3_2.php","","139.11.120.64","btn2","2014-10-06 21:44:07",""mousemove\",\"b1\",\"62,27\",\"5336\","-1"
"328","","","4_3x3_2.php","","139.11.120.64","btn2","2014-10-06 21:44:07",""mousemove\",\"b1\",\"61,25\",\"5344\","-1"
"328","","","4_3x3_2.php","","139.11.120.64","btn2","2014-10-06 21:44:07",""mousemove\",\"b1\",\"60,21\",\"5352\","-1"
"328","","","4_3x3_2.php","","139.11.120.64","btn2","2014-10-06 21:44:07",""mousemove\",\"b1\",\"59,16\",\"5360\","-1"
"328","","","4_3x3_2.php","","139.11.120.64","btn2","2014-10-06 21:44:07",""mousemove\",\"b1\",\"58,12\",\"5368\","-1"
"328","","","4_3x3_2.php","","139.11.120.64","btn2","2014-10-06 21:44:07",""mousemove\",\"b1\",\"56,6\",\"5376\","-1"
"328","","","4_3x3_2.php","","139.11.120.64","btn2","2014-10-06 21:44:07",""mousemove\",\"b1\",\"55,2\",\"5384\","-1"
"328","","","4_3x3_2.php","","139.11.120.64","btn2","2014-10-06 21:44:07",""mouseout\",\"b1\",\"out\",\"5392\","-1"
"328","","","4_3x3_2.php","","139.11.120.64","btn2","2014-10-06 21:44:07",""mouseover\",\"a1\",\"\",\"5400\","-1"
"328","","","4_3x3_2.php","","139.11.120.64","btn2","2014-10-06 21:44:07",""mouseover\",\"b1\",\"0 ; 0\",\"5401\","-1"
"328","","","4_3x3_2.php","","139.11.120.64","btn2","2014-10-06 21:44:07",""mousemove\",\"a1\",\"52,47\",\"5402\","-1"
"328","","","4_3x3_2.php","","139.11.120.64","btn2","2014-10-06 21:44:07",""mousemove\",\"a1\",\"50,40\",\"5422\","-1"
"328","","","4_3x3_2.php","","139.11.120.64","btn2","2014-10-06 21:44:07",""mousemove\",\"a1\",\"50,37\",\"5424\","-1"
"328","","","4_3x3_2.php","","139.11.120.64","btn2","2014-10-06 21:44:07",""mousemove\",\"a1\",\"50,33\",\"5432\","-1"
"328","","","4_3x3_2.php","","139.11.120.64","btn2","2014-10-06 21:44:07",""mousemove\",\"a1\",\"50,31\",\"5440\","-1"
"328","","","4_3x3_2.php","","139.11.120.64","btn2","2014-10-06 21:44:07",""mousemove\",\"a1\",\"50,29\",\"5448\","-1"
"328","","","4_3x3_2.php","","139.11.120.64","btn2","2014-10-06 21:44:07",""mousemove\",\"a1\",\"50,28\",\"5455\","-1"
"328","","","4_3x3_2.php","","139.11.120.64","btn2","2014-10-06 21:44:07",""mousemove\",\"a1\",\"50,27\",\"5464\","-1"
"328","","","4_3x3_2.php","","139.11.120.64","btn2","2014-10-06 21:44:07",""mousemove\",\"a1\",\"50,26\",\"5488\","-1"
"328","","","4_3x3_2.php","","139.11.120.64","btn2","2014-10-06 21:44:07",""mousemove\",\"a1\",\"50,25\",\"5504\","-1"
"328","","","4_3x3_2.php","","139.11.120.64","btn2","2014-10-06 21:44:07",""mousemove\",\"a1\",\"52,25\",\"5662\","-1"
"328","","","4_3x3_2.php","","139.11.120.64","btn2","2014-10-06 21:44:07",""mousemove\",\"a1\",\"54,25\",\"5664\","-1"
"328","","","4_3x3_2.php","","139.11.120.64","btn2","2014-10-06 21:44:07",""mousemove\",\"a1\",\"56,25\",\"5672\","-1"
"328","","","4_3x3_2.php","","139.11.120.64","btn2","2014-10-06 21:44:07",""mousemove\",\"a1\",\"59,25\",\"5680\","-1"
"328","","","4_3x3_2.php","","139.11.120.64","btn2","2014-10-06 21:44:07",""mousemove\",\"a1\",\"63,25\",\"5688\","-1"
"328","","","4_3x3_2.php","","139.11.120.64","btn2","2014-10-06 21:44:07",""mousemove\",\"a1\",\"67,25\",\"5696\","-1"
"328","","","4_3x3_2.php","","139.11.120.64","btn2","2014-10-06 21:44:07",""mousemove\",\"a1\",\"73,25\",\"5704\","-1"
"328","","","4_3x3_2.php","","139.11.120.64","btn2","2014-10-06 21:44:07",""mousemove\",\"a1\",\"80,25\",\"5712\","-1"
"328","","","4_3x3_2.php","","139.11.120.64","btn2","2014-10-06 21:44:07",""mousemove\",\"a1\",\"87,25\",\"5720\","-1"
"328","","","4_3x3_2.php","","139.11.120.64","btn2","2014-10-06 21:44:07",""mousemove\",\"a1\",\"95,27\",\"5728\","-1"
"328","","","4_3x3_2.php","","139.11.120.64","btn2","2014-10-06 21:44:07",""mouseout\",\"a1\",\"out\",\"5736\","-1"
"328","","","4_3x3_2.php","","139.11.120.64","btn2","2014-10-06 21:44:07",""mouseover\",\"b1\",\"\",\"5754\","-1"
"328","","","4_3x3_2.php","","139.11.120.64","btn2","2014-10-06 21:44:07",""mouseover\",\"b2\",\"0 ; 156\",\"5754\","-1"
"328","","","4_3x3_2.php","","139.11.120.64","btn2","2014-10-06 21:44:07",""mousemove\",\"a2\",\"11,28\",\"5756\","-1"
"328","","","4_3x3_2.php","","139.11.120.64","btn2","2014-10-06 21:44:07",""mousemove\",\"a2\",\"25,28\",\"5773\","-1"
"328","","","4_3x3_2.php","","139.11.120.64","btn2","2014-10-06 21:44:07",""mousemove\",\"a2\",\"35,28\",\"5787\","-1"
"328","","","4_3x3_2.php","","139.11.120.64","btn2","2014-10-06 21:44:07",""mouseout\",\"a2\",\"out\",\"6206\","-1"
"328","","","4_3x3_2.php","","139.11.120.64","btn2","2014-10-06 21:44:07",""mouseover\",\"b2\",\"\",\"6207\","-1"
"328","","","4_3x3_2.php","","139.11.120.64","btn2","2014-10-06 21:44:07",""mouseover\",\"a2\",\"0 ; 156\",\"6207\","-1"
"328","","","4_3x3_2.php","","139.11.120.64","btn2","2014-10-06 21:44:07",""mousemove\",\"b2\",\"18,6\",\"6209\","-1"
"328","","","4_3x3_2.php","","139.11.120.64","btn2","2014-10-06 21:44:07",""mousemove\",\"b2\",\"17,9\",\"6210\","-1"
"328","","","4_3x3_2.php","","139.11.120.64","btn2","2014-10-06 21:44:07",""mousemove\",\"b2\",\"16,13\",\"6227\","-1"
"328","","","4_3x3_2.php","","139.11.120.64","btn2","2014-10-06 21:44:07",""mousemove\",\"b2\",\"16,16\",\"6240\","-1"
"328","","","4_3x3_2.php","","139.11.120.64","btn2","2014-10-06 21:44:07",""mousemove\",\"b2\",\"18,19\",\"6259\","-1"
"328","","","4_3x3_2.php","","139.11.120.64","btn2","2014-10-06 21:44:07",""mousemove\",\"b2\",\"20,21\",\"6272\","-1"
"328","","","4_3x3_2.php","","139.11.120.64","btn2","2014-10-06 21:44:07",""mousemove\",\"b2\",\"21,22\",\"6280\","-1"
"328","","","4_3x3_2.php","","139.11.120.64","btn2","2014-10-06 21:44:07",""mousemove\",\"b2\",\"22,23\",\"6304\","-1"
"328","","","4_3x3_2.php","","139.11.120.64","btn2","2014-10-06 21:44:07",""mousemove\",\"b2\",\"23,23\",\"6321\","-1"
"328","","","4_3x3_2.php","","139.11.120.64","btn2","2014-10-06 21:44:07",""mousemove\",\"b2\",\"22,23\",\"6495\","-1"
"328","","","4_3x3_2.php","","139.11.120.64","btn2","2014-10-06 21:44:07",""mousemove\",\"b2\",\"20,23\",\"6504\","-1"
"328","","","4_3x3_2.php","","139.11.120.64","btn2","2014-10-06 21:44:07",""mousemove\",\"b2\",\"18,22\",\"6512\","-1"
