"id","expversion","transform","expname","subject","ip","choice","submitted","event","name","value","time","condnum"
"134","v1","","4_2x2_2.php","Püscher","91.59.51.108","btn1","2014-10-06 20:35:12",""mousemove\",\"a0\",\"75,42\",\"2108\","-1"
"134","v1","","4_2x2_2.php","Püscher","91.59.51.108","btn1","2014-10-06 20:35:12",""mousemove\",\"a0\",\"66,30\",\"2112\","-1"
"134","v1","","4_2x2_2.php","Püscher","91.59.51.108","btn1","2014-10-06 20:35:12",""mousemove\",\"a0\",\"61,24\",\"2118\","-1"
"134","v1","","4_2x2_2.php","Püscher","91.59.51.108","btn1","2014-10-06 20:35:12",""mousemove\",\"a0\",\"58,22\",\"2130\","-1"
"134","v1","","4_2x2_2.php","Püscher","91.59.51.108","btn1","2014-10-06 20:35:12",""mousemove\",\"a0\",\"57,21\",\"2144\","-1"
"134","v1","","4_2x2_2.php","Püscher","91.59.51.108","btn1","2014-10-06 20:35:12",""mousemove\",\"a0\",\"56,21\",\"2160\","-1"
"134","v1","","4_2x2_2.php","Püscher","91.59.51.108","btn1","2014-10-06 20:35:12",""mousemove\",\"a0\",\"55,21\",\"2202\","-1"
"134","v1","","4_2x2_2.php","Püscher","91.59.51.108","btn1","2014-10-06 20:35:12",""mousemove\",\"a0\",\"53,21\",\"2227\","-1"
"134","v1","","4_2x2_2.php","Püscher","91.59.51.108","btn1","2014-10-06 20:35:12",""mousemove\",\"a0\",\"52,22\",\"2239\","-1"
"134","v1","","4_2x2_2.php","Püscher","91.59.51.108","btn1","2014-10-06 20:35:12",""mousemove\",\"a0\",\"51,23\",\"2251\","-1"
"134","v1","","4_2x2_2.php","Püscher","91.59.51.108","btn1","2014-10-06 20:35:12",""mousemove\",\"a0\",\"48,24\",\"2263\","-1"
"134","v1","","4_2x2_2.php","Püscher","91.59.51.108","btn1","2014-10-06 20:35:12",""mousemove\",\"a0\",\"45,24\",\"2277\","-1"
"134","v1","","4_2x2_2.php","Püscher","91.59.51.108","btn1","2014-10-06 20:35:12",""mousemove\",\"a0\",\"42,24\",\"2295\","-1"
"134","v1","","4_2x2_2.php","Püscher","91.59.51.108","btn1","2014-10-06 20:35:12",""mousemove\",\"a0\",\"37,24\",\"2312\","-1"
"134","v1","","4_2x2_2.php","Püscher","91.59.51.108","btn1","2014-10-06 20:35:12",""mousemove\",\"a0\",\"37,23\",\"2378\","-1"
"134","v1","","4_2x2_2.php","Püscher","91.59.51.108","btn1","2014-10-06 20:35:12",""mousemove\",\"a0\",\"37,22\",\"2455\","-1"
"134","v1","","4_2x2_2.php","Püscher","91.59.51.108","btn1","2014-10-06 20:35:12",""click\",\"b0\",\"\",\"2486\","-1"
"134","v1","","4_2x2_2.php","Püscher","91.59.51.108","btn1","2014-10-06 20:35:12",""mousemove\",\"a0\",\"37,22\",\"2491\","-1"
"134","v1","","4_2x2_2.php","Püscher","91.59.51.108","btn1","2014-10-06 20:35:12",""mousemove\",\"a0\",\"38,22\",\"2517\","-1"
"134","v1","","4_2x2_2.php","Püscher","91.59.51.108","btn1","2014-10-06 20:35:12",""mousemove\",\"a0\",\"41,22\",\"2529\","-1"
"134","v1","","4_2x2_2.php","Püscher","91.59.51.108","btn1","2014-10-06 20:35:12",""mousemove\",\"a0\",\"50,22\",\"2546\","-1"
"134","v1","","4_2x2_2.php","Püscher","91.59.51.108","btn1","2014-10-06 20:35:12",""mousemove\",\"a0\",\"73,22\",\"2561\","-1"
"134","v1","","4_2x2_2.php","Püscher","91.59.51.108","btn1","2014-10-06 20:35:12",""mouseout\",\"a0\",\"out\",\"2579\","-1"
"134","v1","","4_2x2_2.php","Püscher","91.59.51.108","btn1","2014-10-06 20:35:12",""mouseover\",\"a1\",\"in\",\"2580\","-1"
"134","v1","","4_2x2_2.php","Püscher","91.59.51.108","btn1","2014-10-06 20:35:12",""mousemove\",\"a1\",\"15,38\",\"2581\","-1"
"134","v1","","4_2x2_2.php","Püscher","91.59.51.108","btn1","2014-10-06 20:35:12",""mouseout\",\"a1\",\"out\",\"2611\","-1"
"134","v1","","4_2x2_2.php","Püscher","91.59.51.108","btn1","2014-10-06 20:35:12",""mouseover\",\"b1\",\"in\",\"2629\","-1"
"134","v1","","4_2x2_2.php","Püscher","91.59.51.108","btn1","2014-10-06 20:35:12",""mousemove\",\"b1\",\"77,0\",\"2629\","-1"
"134","v1","","4_2x2_2.php","Püscher","91.59.51.108","btn1","2014-10-06 20:35:12",""mouseout\",\"b1\",\"out\",\"2759\","-1"
"134","v1","","4_2x2_2.php","Püscher","91.59.51.108","btn1","2014-10-06 20:35:12",""mouseover\",\"a1\",\"in\",\"2760\","-1"
"134","v1","","4_2x2_2.php","Püscher","91.59.51.108","btn1","2014-10-06 20:35:12",""mousemove\",\"a1\",\"79,39\",\"2760\","-1"
"134","v1","","4_2x2_2.php","Püscher","91.59.51.108","btn1","2014-10-06 20:35:12",""mousemove\",\"a1\",\"78,37\",\"2769\","-1"
"134","v1","","4_2x2_2.php","Püscher","91.59.51.108","btn1","2014-10-06 20:35:12",""mousemove\",\"a1\",\"76,34\",\"2784\","-1"
"134","v1","","4_2x2_2.php","Püscher","91.59.51.108","btn1","2014-10-06 20:35:12",""mousemove\",\"a1\",\"74,32\",\"2793\","-1"
"134","v1","","4_2x2_2.php","Püscher","91.59.51.108","btn1","2014-10-06 20:35:12",""mousemove\",\"a1\",\"72,31\",\"2805\","-1"
"134","v1","","4_2x2_2.php","Püscher","91.59.51.108","btn1","2014-10-06 20:35:12",""mousemove\",\"a1\",\"71,29\",\"2817\","-1"
"134","v1","","4_2x2_2.php","Püscher","91.59.51.108","btn1","2014-10-06 20:35:12",""mousemove\",\"a1\",\"70,29\",\"2830\","-1"
"134","v1","","4_2x2_2.php","Püscher","91.59.51.108","btn1","2014-10-06 20:35:12",""mousemove\",\"a1\",\"69,28\",\"2844\","-1"
"134","v1","","4_2x2_2.php","Püscher","91.59.51.108","btn1","2014-10-06 20:35:12",""mousemove\",\"a1\",\"69,27\",\"2861\","-1"
"134","v1","","4_2x2_2.php","Püscher","91.59.51.108","btn1","2014-10-06 20:35:12",""click\",\"b1\",\"\",\"2978\","-1"
"134","v1","","4_2x2_2.php","Püscher","91.59.51.108","btn1","2014-10-06 20:35:12",""mousemove\",\"a1\",\"68,27\",\"2981\","-1"
"134","v1","","4_2x2_2.php","Püscher","91.59.51.108","btn1","2014-10-06 20:35:12",""mousemove\",\"a1\",\"68,28\",\"3009\","-1"
"134","v1","","4_2x2_2.php","Püscher","91.59.51.108","btn1","2014-10-06 20:35:12",""mousemove\",\"a1\",\"68,30\",\"3012\","-1"
"134","v1","","4_2x2_2.php","Püscher","91.59.51.108","btn1","2014-10-06 20:35:12",""mousemove\",\"a1\",\"68,32\",\"3023\","-1"
"134","v1","","4_2x2_2.php","Püscher","91.59.51.108","btn1","2014-10-06 20:35:12",""mousemove\",\"a1\",\"68,39\",\"3036\","-1"
"134","v1","","4_2x2_2.php","Püscher","91.59.51.108","btn1","2014-10-06 20:35:12",""mouseout\",\"a1\",\"out\",\"3046\","-1"
"134","v1","","4_2x2_2.php","Püscher","91.59.51.108","btn1","2014-10-06 20:35:12",""mouseover\",\"b1\",\"in\",\"3061\","-1"
"134","v1","","4_2x2_2.php","Püscher","91.59.51.108","btn1","2014-10-06 20:35:12",""mousemove\",\"b1\",\"70,7\",\"3061\","-1"
"134","v1","","4_2x2_2.php","Püscher","91.59.51.108","btn1","2014-10-06 20:35:12",""mousemove\",\"b1\",\"70,20\",\"3088\","-1"
"134","v1","","4_2x2_2.php","Püscher","91.59.51.108","btn1","2014-10-06 20:35:12",""mousemove\",\"b1\",\"70,23\",\"3096\","-1"
"134","v1","","4_2x2_2.php","Püscher","91.59.51.108","btn1","2014-10-06 20:35:12",""mousemove\",\"b1\",\"70,24\",\"3110\","-1"
"134","v1","","4_2x2_2.php","Püscher","91.59.51.108","btn1","2014-10-06 20:35:12",""mousemove\",\"b1\",\"70,25\",\"3131\","-1"
"134","v1","","4_2x2_2.php","Püscher","91.59.51.108","btn1","2014-10-06 20:35:12",""mousemove\",\"b1\",\"70,24\",\"3227\","-1"
"134","v1","","4_2x2_2.php","Püscher","91.59.51.108","btn1","2014-10-06 20:35:12",""mousemove\",\"b1\",\"70,23\",\"3239\","-1"
"134","v1","","4_2x2_2.php","Püscher","91.59.51.108","btn1","2014-10-06 20:35:12",""mousemove\",\"b1\",\"69,22\",\"3251\","-1"
"134","v1","","4_2x2_2.php","Püscher","91.59.51.108","btn1","2014-10-06 20:35:12",""mousemove\",\"b1\",\"69,21\",\"3263\","-1"
"134","v1","","4_2x2_2.php","Püscher","91.59.51.108","btn1","2014-10-06 20:35:12",""mousemove\",\"b1\",\"69,20\",\"3287\","-1"
"134","v1","","4_2x2_2.php","Püscher","91.59.51.108","btn1","2014-10-06 20:35:12",""mousemove\",\"b1\",\"69,19\",\"3301\","-1"
"134","v1","","4_2x2_2.php","Püscher","91.59.51.108","btn1","2014-10-06 20:35:12",""mousemove\",\"b1\",\"68,19\",\"3323\","-1"
"134","v1","","4_2x2_2.php","Püscher","91.59.51.108","btn1","2014-10-06 20:35:12",""click\",\"a1\",\"\",\"3452\","-1"
"134","v1","","4_2x2_2.php","Püscher","91.59.51.108","btn1","2014-10-06 20:35:12",""mousemove\",\"b1\",\"68,19\",\"3456\","-1"
"134","v1","","4_2x2_2.php","Püscher","91.59.51.108","btn1","2014-10-06 20:35:12",""mousemove\",\"b1\",\"52,23\",\"3481\","-1"
"134","v1","","4_2x2_2.php","Püscher","91.59.51.108","btn1","2014-10-06 20:35:12",""mousemove\",\"b1\",\"12,27\",\"3509\","-1"
"134","v1","","4_2x2_2.php","Püscher","91.59.51.108","btn1","2014-10-06 20:35:12",""mouseout\",\"b1\",\"out\",\"3517\","-1"
"134","v1","","4_2x2_2.php","Püscher","91.59.51.108","btn1","2014-10-06 20:35:12",""mouseover\",\"b0\",\"in\",\"3546\","-1"
"134","v1","","4_2x2_2.php","Püscher","91.59.51.108","btn1","2014-10-06 20:35:12",""mousemove\",\"b0\",\"64,33\",\"3547\","-1"
"134","v1","","4_2x2_2.php","Püscher","91.59.51.108","btn1","2014-10-06 20:35:12",""mousemove\",\"b0\",\"52,35\",\"3563\","-1"
"134","v1","","4_2x2_2.php","Püscher","91.59.51.108","btn1","2014-10-06 20:35:12",""mousemove\",\"b0\",\"41,35\",\"3579\","-1"
"134","v1","","4_2x2_2.php","Püscher","91.59.51.108","btn1","2014-10-06 20:35:12",""mousemove\",\"b0\",\"38,35\",\"3594\","-1"
"134","v1","","4_2x2_2.php","Püscher","91.59.51.108","btn1","2014-10-06 20:35:12",""mousemove\",\"b0\",\"37,35\",\"3613\","-1"
"134","v1","","4_2x2_2.php","Püscher","91.59.51.108","btn1","2014-10-06 20:35:12",""mousemove\",\"b0\",\"37,34\",\"3637\","-1"
"134","v1","","4_2x2_2.php","Püscher","91.59.51.108","btn1","2014-10-06 20:35:12",""mousemove\",\"b0\",\"37,33\",\"3662\","-1"
"134","v1","","4_2x2_2.php","Püscher","91.59.51.108","btn1","2014-10-06 20:35:12",""mousemove\",\"b0\",\"39,32\",\"3674\","-1"
"134","v1","","4_2x2_2.php","Püscher","91.59.51.108","btn1","2014-10-06 20:35:12",""mousemove\",\"b0\",\"39,31\",\"3686\","-1"
"134","v1","","4_2x2_2.php","Püscher","91.59.51.108","btn1","2014-10-06 20:35:12",""mousemove\",\"b0\",\"41,29\",\"3698\","-1"
"134","v1","","4_2x2_2.php","Püscher","91.59.51.108","btn1","2014-10-06 20:35:12",""mousemove\",\"b0\",\"42,28\",\"3711\","-1"
"134","v1","","4_2x2_2.php","Püscher","91.59.51.108","btn1","2014-10-06 20:35:12",""mousemove\",\"b0\",\"42,27\",\"3727\","-1"
"134","v1","","4_2x2_2.php","Püscher","91.59.51.108","btn1","2014-10-06 20:35:12",""mousemove\",\"b0\",\"42,26\",\"3746\","-1"
"134","v1","","4_2x2_2.php","Püscher","91.59.51.108","btn1","2014-10-06 20:35:12",""mousemove\",\"b0\",\"42,25\",\"3760\","-1"
"134","v1","","4_2x2_2.php","Püscher","91.59.51.108","btn1","2014-10-06 20:35:12",""mousemove\",\"b0\",\"42,24\",\"3866\","-1"
"134","v1","","4_2x2_2.php","Püscher","91.59.51.108","btn1","2014-10-06 20:35:12",""click\",\"a0\",\"\",\"3940\","-1"
"134","v1","","4_2x2_2.php","Püscher","91.59.51.108","btn1","2014-10-06 20:35:12",""mousemove\",\"b0\",\"42,24\",\"3943\","-1"
"134","v1","","4_2x2_2.php","Püscher","91.59.51.108","btn1","2014-10-06 20:35:12",""mousemove\",\"b0\",\"43,25\",\"4011\","-1"
"134","v1","","4_2x2_2.php","Püscher","91.59.51.108","btn1","2014-10-06 20:35:12",""mousemove\",\"b0\",\"43,26\",\"4022\","-1"
"134","v1","","4_2x2_2.php","Püscher","91.59.51.108","btn1","2014-10-06 20:35:12",""mousemove\",\"b0\",\"47,26\",\"4035\","-1"
"134","v1","","4_2x2_2.php","Püscher","91.59.51.108","btn1","2014-10-06 20:35:12",""mousemove\",\"b0\",\"54,29\",\"4047\","-1"
"134","v1","","4_2x2_2.php","Püscher","91.59.51.108","btn1","2014-10-06 20:35:12",""mousemove\",\"b0\",\"63,33\",\"4060\","-1"
"134","v1","","4_2x2_2.php","Püscher","91.59.51.108","btn1","2014-10-06 20:35:12",""mousemove\",\"b0\",\"74,38\",\"4078\","-1"
"134","v1","","4_2x2_2.php","Püscher","91.59.51.108","btn1","2014-10-06 20:35:12",""mouseout\",\"b0\",\"out\",\"4095\","-1"
"134","v1","","4_2x2_2.php","Püscher","91.59.51.108","btn1","2014-10-06 20:35:12",""mouseover\",\"btn1\",\"Strategie 1\",\"4991\","-1"
"134","v1","","4_2x2_2.php","Püscher","91.59.51.108","btn1","2014-10-06 20:35:12",""onclick\",\"btn1\",\"Strategie 2\",\"5884\","-1"
"134","v1","","4_2x2_2.php","Püscher","91.59.51.108","btn1","2014-10-06 20:35:12",""mouseout\",\"btn1\",\"Strategie 1\",\"6243\","-1"
"134","v1","","4_2x2_2.php","Püscher","91.59.51.108","btn1","2014-10-06 20:35:12",""fertig\",\"fertig\",\"fertig\",\"8486\","-1"
"134","v1","","4_2x2_2.php","Püscher","91.59.51.108","btn1","2014-10-06 20:35:12",""fertig\",\"erwartung\",\"0\",\"14976\","-1"
"135","v1","","4_2x2_2.php","Püscher","91.59.51.108","btn1","2014-10-06 20:35:18",""onload\",\"body\",\"body\",\"1276\","-1"
"135","v1","","4_2x2_2.php","Püscher","91.59.51.108","btn1","2014-10-06 20:35:18",""subject\",\"random\",\"1\",\"1288\","-1"
"135","v1","","4_2x2_2.php","Püscher","91.59.51.108","btn1","2014-10-06 20:35:18",""order\",\"col\",\"0_1\",\"1289\","-1"
"135","v1","","4_2x2_2.php","Püscher","91.59.51.108","btn1","2014-10-06 20:35:18",""order\",\"row\",\"1_0\",\"1289\","-1"
"135","v1","","4_2x2_2.php","Püscher","91.59.51.108","btn1","2014-10-06 20:35:18",""events\",\"open_close\",\"1_1\",\"1289\","-1"
"135","v1","","4_2x2_2.php","Püscher","91.59.51.108","btn1","2014-10-06 20:35:18",""mouseover\",\"b0\",\"in\",\"2088\","-1"
"135","v1","","4_2x2_2.php","Püscher","91.59.51.108","btn1","2014-10-06 20:35:18",""mousemove\",\"b0\",\"93,9\",\"2089\","-1"
"135","v1","","4_2x2_2.php","Püscher","91.59.51.108","btn1","2014-10-06 20:35:18",""mouseout\",\"b0\",\"out\",\"2106\","-1"
"135","v1","","4_2x2_2.php","Püscher","91.59.51.108","btn1","2014-10-06 20:35:18",""mouseover\",\"a0\",\"in\",\"2107\","-1"
"135","v1","","4_2x2_2.php","Püscher","91.59.51.108","btn1","2014-10-06 20:35:18",""mousemove\",\"a0\",\"75,42\",\"2108\","-1"
"135","v1","","4_2x2_2.php","Püscher","91.59.51.108","btn1","2014-10-06 20:35:18",""mousemove\",\"a0\",\"66,30\",\"2112\","-1"
"135","v1","","4_2x2_2.php","Püscher","91.59.51.108","btn1","2014-10-06 20:35:18",""mousemove\",\"a0\",\"61,24\",\"2118\","-1"
"135","v1","","4_2x2_2.php","Püscher","91.59.51.108","btn1","2014-10-06 20:35:18",""mousemove\",\"a0\",\"58,22\",\"2130\","-1"
"135","v1","","4_2x2_2.php","Püscher","91.59.51.108","btn1","2014-10-06 20:35:18",""mousemove\",\"a0\",\"57,21\",\"2144\","-1"
"135","v1","","4_2x2_2.php","Püscher","91.59.51.108","btn1","2014-10-06 20:35:18",""mousemove\",\"a0\",\"56,21\",\"2160\","-1"
"135","v1","","4_2x2_2.php","Püscher","91.59.51.108","btn1","2014-10-06 20:35:18",""mousemove\",\"a0\",\"55,21\",\"2202\","-1"
"135","v1","","4_2x2_2.php","Püscher","91.59.51.108","btn1","2014-10-06 20:35:18",""mousemove\",\"a0\",\"53,21\",\"2227\","-1"
"135","v1","","4_2x2_2.php","Püscher","91.59.51.108","btn1","2014-10-06 20:35:18",""mousemove\",\"a0\",\"52,22\",\"2239\","-1"
"135","v1","","4_2x2_2.php","Püscher","91.59.51.108","btn1","2014-10-06 20:35:18",""mousemove\",\"a0\",\"51,23\",\"2251\","-1"
"135","v1","","4_2x2_2.php","Püscher","91.59.51.108","btn1","2014-10-06 20:35:18",""mousemove\",\"a0\",\"48,24\",\"2263\","-1"
"135","v1","","4_2x2_2.php","Püscher","91.59.51.108","btn1","2014-10-06 20:35:18",""mousemove\",\"a0\",\"45,24\",\"2277\","-1"
"135","v1","","4_2x2_2.php","Püscher","91.59.51.108","btn1","2014-10-06 20:35:18",""mousemove\",\"a0\",\"42,24\",\"2295\","-1"
"135","v1","","4_2x2_2.php","Püscher","91.59.51.108","btn1","2014-10-06 20:35:18",""mousemove\",\"a0\",\"37,24\",\"2312\","-1"
"135","v1","","4_2x2_2.php","Püscher","91.59.51.108","btn1","2014-10-06 20:35:18",""mousemove\",\"a0\",\"37,23\",\"2378\","-1"
"135","v1","","4_2x2_2.php","Püscher","91.59.51.108","btn1","2014-10-06 20:35:18",""mousemove\",\"a0\",\"37,22\",\"2455\","-1"
"135","v1","","4_2x2_2.php","Püscher","91.59.51.108","btn1","2014-10-06 20:35:18",""click\",\"b0\",\"\",\"2486\","-1"
"135","v1","","4_2x2_2.php","Püscher","91.59.51.108","btn1","2014-10-06 20:35:18",""mousemove\",\"a0\",\"37,22\",\"2491\","-1"
"135","v1","","4_2x2_2.php","Püscher","91.59.51.108","btn1","2014-10-06 20:35:18",""mousemove\",\"a0\",\"38,22\",\"2517\","-1"
"135","v1","","4_2x2_2.php","Püscher","91.59.51.108","btn1","2014-10-06 20:35:18",""mousemove\",\"a0\",\"41,22\",\"2529\","-1"
"135","v1","","4_2x2_2.php","Püscher","91.59.51.108","btn1","2014-10-06 20:35:18",""mousemove\",\"a0\",\"50,22\",\"2546\","-1"
"135","v1","","4_2x2_2.php","Püscher","91.59.51.108","btn1","2014-10-06 20:35:18",""mousemove\",\"a0\",\"73,22\",\"2561\","-1"
"135","v1","","4_2x2_2.php","Püscher","91.59.51.108","btn1","2014-10-06 20:35:18",""mouseout\",\"a0\",\"out\",\"2579\","-1"
"135","v1","","4_2x2_2.php","Püscher","91.59.51.108","btn1","2014-10-06 20:35:18",""mouseover\",\"a1\",\"in\",\"2580\","-1"
"135","v1","","4_2x2_2.php","Püscher","91.59.51.108","btn1","2014-10-06 20:35:18",""mousemove\",\"a1\",\"15,38\",\"2581\","-1"
"135","v1","","4_2x2_2.php","Püscher","91.59.51.108","btn1","2014-10-06 20:35:18",""mouseout\",\"a1\",\"out\",\"2611\","-1"
"135","v1","","4_2x2_2.php","Püscher","91.59.51.108","btn1","2014-10-06 20:35:18",""mouseover\",\"b1\",\"in\",\"2629\","-1"
"135","v1","","4_2x2_2.php","Püscher","91.59.51.108","btn1","2014-10-06 20:35:18",""mousemove\",\"b1\",\"77,0\",\"2629\","-1"
"135","v1","","4_2x2_2.php","Püscher","91.59.51.108","btn1","2014-10-06 20:35:18",""mouseout\",\"b1\",\"out\",\"2759\","-1"
"135","v1","","4_2x2_2.php","Püscher","91.59.51.108","btn1","2014-10-06 20:35:18",""mouseover\",\"a1\",\"in\",\"2760\","-1"
"135","v1","","4_2x2_2.php","Püscher","91.59.51.108","btn1","2014-10-06 20:35:18",""mousemove\",\"a1\",\"79,39\",\"2760\","-1"
"135","v1","","4_2x2_2.php","Püscher","91.59.51.108","btn1","2014-10-06 20:35:18",""mousemove\",\"a1\",\"78,37\",\"2769\","-1"
"135","v1","","4_2x2_2.php","Püscher","91.59.51.108","btn1","2014-10-06 20:35:18",""mousemove\",\"a1\",\"76,34\",\"2784\","-1"
"135","v1","","4_2x2_2.php","Püscher","91.59.51.108","btn1","2014-10-06 20:35:18",""mousemove\",\"a1\",\"74,32\",\"2793\","-1"
"135","v1","","4_2x2_2.php","Püscher","91.59.51.108","btn1","2014-10-06 20:35:18",""mousemove\",\"a1\",\"72,31\",\"2805\","-1"
"135","v1","","4_2x2_2.php","Püscher","91.59.51.108","btn1","2014-10-06 20:35:18",""mousemove\",\"a1\",\"71,29\",\"2817\","-1"
"135","v1","","4_2x2_2.php","Püscher","91.59.51.108","btn1","2014-10-06 20:35:18",""mousemove\",\"a1\",\"70,29\",\"2830\","-1"
"135","v1","","4_2x2_2.php","Püscher","91.59.51.108","btn1","2014-10-06 20:35:18",""mousemove\",\"a1\",\"69,28\",\"2844\","-1"
"135","v1","","4_2x2_2.php","Püscher","91.59.51.108","btn1","2014-10-06 20:35:18",""mousemove\",\"a1\",\"69,27\",\"2861\","-1"
"135","v1","","4_2x2_2.php","Püscher","91.59.51.108","btn1","2014-10-06 20:35:18",""click\",\"b1\",\"\",\"2978\","-1"
"135","v1","","4_2x2_2.php","Püscher","91.59.51.108","btn1","2014-10-06 20:35:18",""mousemove\",\"a1\",\"68,27\",\"2981\","-1"
"135","v1","","4_2x2_2.php","Püscher","91.59.51.108","btn1","2014-10-06 20:35:18",""mousemove\",\"a1\",\"68,28\",\"3009\","-1"
"135","v1","","4_2x2_2.php","Püscher","91.59.51.108","btn1","2014-10-06 20:35:18",""mousemove\",\"a1\",\"68,30\",\"3012\","-1"
"135","v1","","4_2x2_2.php","Püscher","91.59.51.108","btn1","2014-10-06 20:35:18",""mousemove\",\"a1\",\"68,32\",\"3023\","-1"
"135","v1","","4_2x2_2.php","Püscher","91.59.51.108","btn1","2014-10-06 20:35:18",""mousemove\",\"a1\",\"68,39\",\"3036\","-1"
"135","v1","","4_2x2_2.php","Püscher","91.59.51.108","btn1","2014-10-06 20:35:18",""mouseout\",\"a1\",\"out\",\"3046\","-1"
"135","v1","","4_2x2_2.php","Püscher","91.59.51.108","btn1","2014-10-06 20:35:18",""mouseover\",\"b1\",\"in\",\"3061\","-1"
"135","v1","","4_2x2_2.php","Püscher","91.59.51.108","btn1","2014-10-06 20:35:18",""mousemove\",\"b1\",\"70,7\",\"3061\","-1"
"135","v1","","4_2x2_2.php","Püscher","91.59.51.108","btn1","2014-10-06 20:35:18",""mousemove\",\"b1\",\"70,20\",\"3088\","-1"
"135","v1","","4_2x2_2.php","Püscher","91.59.51.108","btn1","2014-10-06 20:35:18",""mousemove\",\"b1\",\"70,23\",\"3096\","-1"
"135","v1","","4_2x2_2.php","Püscher","91.59.51.108","btn1","2014-10-06 20:35:18",""mousemove\",\"b1\",\"70,24\",\"3110\","-1"
"135","v1","","4_2x2_2.php","Püscher","91.59.51.108","btn1","2014-10-06 20:35:18",""mousemove\",\"b1\",\"70,25\",\"3131\","-1"
"135","v1","","4_2x2_2.php","Püscher","91.59.51.108","btn1","2014-10-06 20:35:18",""mousemove\",\"b1\",\"70,24\",\"3227\","-1"
"135","v1","","4_2x2_2.php","Püscher","91.59.51.108","btn1","2014-10-06 20:35:18",""mousemove\",\"b1\",\"70,23\",\"3239\","-1"
"135","v1","","4_2x2_2.php","Püscher","91.59.51.108","btn1","2014-10-06 20:35:18",""mousemove\",\"b1\",\"69,22\",\"3251\","-1"
"135","v1","","4_2x2_2.php","Püscher","91.59.51.108","btn1","2014-10-06 20:35:18",""mousemove\",\"b1\",\"69,21\",\"3263\","-1"
"135","v1","","4_2x2_2.php","Püscher","91.59.51.108","btn1","2014-10-06 20:35:18",""mousemove\",\"b1\",\"69,20\",\"3287\","-1"
"135","v1","","4_2x2_2.php","Püscher","91.59.51.108","btn1","2014-10-06 20:35:18",""mousemove\",\"b1\",\"69,19\",\"3301\","-1"
"135","v1","","4_2x2_2.php","Püscher","91.59.51.108","btn1","2014-10-06 20:35:18",""mousemove\",\"b1\",\"68,19\",\"3323\","-1"
"135","v1","","4_2x2_2.php","Püscher","91.59.51.108","btn1","2014-10-06 20:35:18",""click\",\"a1\",\"\",\"3452\","-1"
"135","v1","","4_2x2_2.php","Püscher","91.59.51.108","btn1","2014-10-06 20:35:18",""mousemove\",\"b1\",\"68,19\",\"3456\","-1"
"135","v1","","4_2x2_2.php","Püscher","91.59.51.108","btn1","2014-10-06 20:35:18",""mousemove\",\"b1\",\"52,23\",\"3481\","-1"
"135","v1","","4_2x2_2.php","Püscher","91.59.51.108","btn1","2014-10-06 20:35:18",""mousemove\",\"b1\",\"12,27\",\"3509\","-1"
"135","v1","","4_2x2_2.php","Püscher","91.59.51.108","btn1","2014-10-06 20:35:18",""mouseout\",\"b1\",\"out\",\"3517\","-1"
"135","v1","","4_2x2_2.php","Püscher","91.59.51.108","btn1","2014-10-06 20:35:18",""mouseover\",\"b0\",\"in\",\"3546\","-1"
"135","v1","","4_2x2_2.php","Püscher","91.59.51.108","btn1","2014-10-06 20:35:18",""mousemove\",\"b0\",\"64,33\",\"3547\","-1"
"135","v1","","4_2x2_2.php","Püscher","91.59.51.108","btn1","2014-10-06 20:35:18",""mousemove\",\"b0\",\"52,35\",\"3563\","-1"
"135","v1","","4_2x2_2.php","Püscher","91.59.51.108","btn1","2014-10-06 20:35:18",""mousemove\",\"b0\",\"41,35\",\"3579\","-1"
"135","v1","","4_2x2_2.php","Püscher","91.59.51.108","btn1","2014-10-06 20:35:18",""mousemove\",\"b0\",\"38,35\",\"3594\","-1"
"135","v1","","4_2x2_2.php","Püscher","91.59.51.108","btn1","2014-10-06 20:35:18",""mousemove\",\"b0\",\"37,35\",\"3613\","-1"
"135","v1","","4_2x2_2.php","Püscher","91.59.51.108","btn1","2014-10-06 20:35:18",""mousemove\",\"b0\",\"37,34\",\"3637\","-1"
"135","v1","","4_2x2_2.php","Püscher","91.59.51.108","btn1","2014-10-06 20:35:18",""mousemove\",\"b0\",\"37,33\",\"3662\","-1"
"135","v1","","4_2x2_2.php","Püscher","91.59.51.108","btn1","2014-10-06 20:35:18",""mousemove\",\"b0\",\"39,32\",\"3674\","-1"
"135","v1","","4_2x2_2.php","Püscher","91.59.51.108","btn1","2014-10-06 20:35:18",""mousemove\",\"b0\",\"39,31\",\"3686\","-1"
"135","v1","","4_2x2_2.php","Püscher","91.59.51.108","btn1","2014-10-06 20:35:18",""mousemove\",\"b0\",\"41,29\",\"3698\","-1"
"135","v1","","4_2x2_2.php","Püscher","91.59.51.108","btn1","2014-10-06 20:35:18",""mousemove\",\"b0\",\"42,28\",\"3711\","-1"
"135","v1","","4_2x2_2.php","Püscher","91.59.51.108","btn1","2014-10-06 20:35:18",""mousemove\",\"b0\",\"42,27\",\"3727\","-1"
"135","v1","","4_2x2_2.php","Püscher","91.59.51.108","btn1","2014-10-06 20:35:18",""mousemove\",\"b0\",\"42,26\",\"3746\","-1"
"135","v1","","4_2x2_2.php","Püscher","91.59.51.108","btn1","2014-10-06 20:35:18",""mousemove\",\"b0\",\"42,25\",\"3760\","-1"
