"id","expversion","transform","expname","subject","ip","choice","submitted","event","name","value","time","condnum"
"1425","v3","","1_3x3_2_T.php","Luke","87.78.213.119","btn2","2014-11-02 15:37:09",""mousemove\",\"a0\",\"66,9.279999732971191\",\"2870\","-1"
"1425","v3","","1_3x3_2_T.php","Luke","87.78.213.119","btn2","2014-11-02 15:37:09",""mousemove\",\"a0\",\"76,10.279999732971191\",\"2880\","-1"
"1425","v3","","1_3x3_2_T.php","Luke","87.78.213.119","btn2","2014-11-02 15:37:09",""mousemove\",\"a0\",\"83,13.279999732971191\",\"2891\","-1"
"1425","v3","","1_3x3_2_T.php","Luke","87.78.213.119","btn2","2014-11-02 15:37:09",""mousemove\",\"a0\",\"90,16.279998779296875\",\"2904\","-1"
"1425","v3","","1_3x3_2_T.php","Luke","87.78.213.119","btn2","2014-11-02 15:37:09",""mousemove\",\"a0\",\"94,19.279998779296875\",\"2913\","-1"
"1425","v3","","1_3x3_2_T.php","Luke","87.78.213.119","btn2","2014-11-02 15:37:09",""mousemove\",\"a0\",\"96,20.279998779296875\",\"2923\","-1"
"1425","v3","","1_3x3_2_T.php","Luke","87.78.213.119","btn2","2014-11-02 15:37:09",""mousemove\",\"a0\",\"96,21.279998779296875\",\"2935\","-1"
"1425","v3","","1_3x3_2_T.php","Luke","87.78.213.119","btn2","2014-11-02 15:37:09",""mousemove\",\"a0\",\"97,21.279998779296875\",\"2967\","-1"
"1425","v3","","1_3x3_2_T.php","Luke","87.78.213.119","btn2","2014-11-02 15:37:09",""mousemove\",\"a0\",\"97,22.279998779296875\",\"2978\","-1"
"1425","v3","","1_3x3_2_T.php","Luke","87.78.213.119","btn2","2014-11-02 15:37:09",""mousemove\",\"a0\",\"98,22.279998779296875\",\"3272\","-1"
"1425","v3","","1_3x3_2_T.php","Luke","87.78.213.119","btn2","2014-11-02 15:37:09",""mousemove\",\"a0\",\"97,23.279998779296875\",\"3275\","-1"
"1425","v3","","1_3x3_2_T.php","Luke","87.78.213.119","btn2","2014-11-02 15:37:09",""mouseout\",\"a0\",\"out\",\"3494\","-1"
